"Year","Month","DayofMonth","DayofWeek","Carrier","CRSDepTime","DepDel15","CRSArrTime","OriginState","DestState"
2013,4,17,3,"UA",1055,0,1346,"NJ","TX"
2013,6,13,4,"AA",2000,1,2315,"NY","FL"
2013,7,27,6,"WN",1845,0,2215,"IL","FL"
2013,8,1,4,"AA",830,0,950,"NY","MA"
2013,4,5,5,"YV",1715,1,1720,"IN","IL"
2013,9,21,6,"AA",710,0,1035,"MA","CA"
2013,6,30,7,"OO",1038,0,1352,"CO","TX"
2013,6,23,7,"YV",1621,0,1815,"NC","MI"
2013,10,22,2,"MQ",1340,0,1845,"CA","TX"
2013,4,16,2,"DL",1503,0,1832,"MN","MD"
2013,8,17,6,"OO",1309,0,1430,"CA","CA"
2013,8,28,3,"US",900,0,1027,"MA","DC"
2013,7,10,3,"UA",2158,1,29,"CO","NE"
2013,4,8,1,"WN",1205,0,1350,"MO","NV"
2013,6,5,3,"OO",1935,0,2028,"CA","CA"
2013,4,29,1,"WN",1335,0,1950,"CA","IL"
2013,7,7,7,"UA",705,0,811,"TX","TX"
2013,10,15,2,"AA",850,1,1020,"TX","TN"
2013,9,29,7,"DL",1054,0,1158,"GA","AZ"
2013,4,4,4,"US",1530,0,1712,"MA","PA"
2013,5,9,4,"DL",815,0,1656,"CA","NY"
2013,10,17,4,"WN",935,0,1045,"CA","AZ"
2013,8,28,3,"WN",2110,0,2225,"TX","OK"
2013,10,19,6,"DL",1555,0,1836,"MI","FL"
2013,7,23,2,"UA",1838,0,2005,"FL","TX"
2013,9,19,4,"UA",2118,1,547,"CA","NJ"
2013,5,22,3,"WN",745,0,855,"AZ","CA"
2013,6,13,4,"EV",1058,1,1315,"IL","KY"
2013,8,7,3,"DL",2146,1,2252,"GA","TX"
2013,10,9,3,"WN",1245,0,1320,"NY","IL"
2013,9,17,2,"WN",725,0,1030,"IL","NY"
2013,10,14,1,"US",1455,0,2145,"AZ","FL"
2013,4,9,2,"MQ",1630,1,1750,"VA","IL"
2013,5,12,7,"UA",1007,0,1259,"NJ","FL"
2013,6,28,5,"WN",1340,0,1505,"CA","AZ"
2013,4,4,4,"AA",1600,0,1925,"NY","FL"
2013,10,26,6,"DL",700,0,908,"RI","MI"
2013,10,6,7,"DL",1615,0,1757,"FL","GA"
2013,6,7,5,"EV",820,1,1150,"TX","NC"
2013,4,10,3,"WN",620,0,730,"TN","MO"
2013,5,26,7,"DL",1915,0,2047,"GA","FL"
2013,9,22,7,"AS",1235,0,1457,"WA","NV"
2013,10,13,7,"US",1915,0,2028,"CA","AZ"
2013,7,26,5,"MQ",1650,1,1900,"IL","OH"
2013,8,31,6,"WN",1145,0,1625,"NV","TX"
2013,8,1,4,"OO",1745,1,2010,"TX","IL"
2013,8,18,7,"WN",1935,1,2035,"CA","CA"
2013,8,16,5,"9E",1215,0,1409,"MI","RI"
2013,4,18,4,"YV",700,0,735,"HI","HI"
2013,5,4,6,"EV",1200,0,1408,"NJ","MO"
2013,9,13,5,"US",1245,0,1407,"CA","AZ"
2013,10,15,2,"WN",1615,1,2310,"AZ","MI"
2013,5,19,7,"B6",700,0,1003,"MA","WA"
2013,6,12,3,"AA",1010,0,1230,"IL","OR"
2013,8,15,4,"EV",1319,0,1430,"CT","NJ"
2013,7,15,1,"F9",1020,0,1251,"CO","MO"
2013,8,20,2,"FL",925,0,1105,"NC","FL"
2013,8,11,7,"F9",1655,0,1825,"OH","CO"
2013,10,8,2,"WN",1645,1,1755,"NV","AZ"
2013,4,21,7,"B6",908,0,1210,"NY","TX"
2013,10,5,6,"AS",2105,0,2303,"WA","CA"
2013,5,23,4,"YV",1810,0,1919,"NC","VA"
2013,4,19,5,"WN",2145,1,2325,"WA","CA"
2013,10,16,3,"US",1305,1,1423,"NC","DC"
2013,9,29,7,"DL",605,0,733,"MD","MI"
2013,7,7,7,"9E",1455,0,1720,"FL","NY"
2013,9,18,3,"B6",745,0,1052,"MA","TX"
2013,8,9,5,"EV",1403,0,1440,"NY","IL"
2013,5,14,2,"OO",1410,0,1530,"AZ","CA"
2013,5,15,3,"FL",1911,0,2020,"FL","GA"
2013,7,12,5,"US",1700,1,1823,"NY","DC"
2013,7,22,1,"OO",1553,1,1641,"CA","CA"
2013,8,20,2,"WN",1340,0,1550,"FL","NV"
2013,10,3,4,"DL",943,1,1124,"PA","MI"
2013,7,18,4,"DL",645,0,835,"FL","GA"
2013,4,10,3,"MQ",1710,0,2000,"PA","FL"
2013,4,5,5,"MQ",1200,0,1440,"IL","DC"
2013,5,6,1,"UA",1442,0,1656,"TX","CA"
2013,5,8,3,"DL",1745,1,2021,"NY","CO"
2013,8,30,5,"WN",1400,0,1705,"MA","TX"
2013,6,3,1,"US",615,0,648,"IN","AZ"
2013,7,15,1,"9E",1605,0,1624,"OH","MO"
2013,4,27,6,"WN",740,0,830,"TX","TX"
2013,10,26,6,"US",1259,0,1501,"NY","NC"
2013,7,12,5,"DL",1225,1,1426,"MI","CA"
2013,10,16,3,"WN",1255,0,1420,"MO","MN"
2013,10,24,4,"DL",710,0,844,"OH","GA"
2013,8,2,5,"US",1100,0,1213,"DC","NY"
2013,8,29,4,"AA",1645,0,1840,"FL","AZ"
2013,5,23,4,"MQ",1120,0,1355,"FL","KY"
2013,6,11,2,"UA",1449,0,2330,"CA","NY"
2013,7,4,4,"WN",1400,0,1515,"MD","RI"
2013,4,5,5,"AA",830,0,935,"IL","MO"
2013,5,17,5,"FL",1815,0,2025,"FL","MD"
2013,7,15,1,"WN",1820,1,1940,"CT","MD"
2013,9,5,4,"WN",655,0,830,"MA","WI"
2013,8,25,7,"WN",1430,0,1530,"TX","TX"
2013,10,28,1,"WN",1235,1,1330,"TX","TX"
2013,5,24,5,"WN",1415,0,1920,"CA","TX"
2013,10,5,6,"OO",1241,1,1409,"IL","NE"
2013,10,16,3,"VX",1405,0,1610,"WA","CA"
2013,9,13,5,"UA",1125,0,1236,"TX","LA"
2013,10,2,3,"DL",1725,0,1849,"GA","NC"
2013,5,14,2,"US",815,0,1324,"CO","NC"
2013,9,11,3,"FL",1445,0,1654,"GA","NY"
2013,5,5,7,"DL",810,0,1021,"MA","MN"
2013,10,4,5,"WN",2000,1,2105,"MD","CT"
2013,8,24,6,"WN",1640,1,1810,"FL","GA"
2013,6,23,7,"AS",1700,0,1931,"IL","OR"
2013,6,4,2,"EV",1200,0,1344,"NC","TX"
2013,9,27,5,"WN",1905,0,2120,"IL","PA"
2013,8,25,7,"UA",500,0,1020,"CA","TX"
2013,6,28,5,"WN",915,0,1625,"AZ","NY"
2013,8,17,6,"DL",1759,0,1942,"PA","GA"
2013,9,1,7,"DL",1430,0,1840,"MN","FL"
2013,10,7,1,"DL",2155,0,2339,"GA","PA"
2013,10,7,1,"DL",1115,0,1952,"CA","NY"
2013,5,21,2,"WN",1715,1,1925,"IL","OK"
2013,7,25,4,"WN",1415,1,1530,"AZ","CA"
2013,9,11,3,"OO",1721,1,2100,"TX","MI"
2013,10,14,1,"MQ",950,0,1305,"TX","OH"
2013,8,22,4,"DL",942,0,1116,"GA","IN"
2013,10,11,5,"WN",1230,1,1450,"FL","MD"
2013,5,18,6,"UA",1815,0,1923,"DC","NC"
2013,4,23,2,"AA",1250,0,1755,"CA","TX"
2013,8,19,1,"AA",1720,0,2000,"MD","FL"
2013,9,16,1,"YV",1145,0,1520,"TX","NC"
2013,10,8,2,"WN",1740,1,2040,"MO","MD"
2013,5,13,1,"WN",620,0,825,"IL","KY"
2013,7,28,7,"FL",2055,1,2205,"GA","TX"
2013,6,7,5,"DL",745,0,1037,"FL","MI"
2013,8,23,5,"US",600,0,707,"DC","NY"
2013,6,30,7,"AA",850,0,1345,"CA","TX"
2013,9,7,6,"AA",615,0,900,"NM","TX"
2013,7,28,7,"AA",1010,0,1445,"TX","NY"
2013,7,10,3,"AA",730,0,1115,"TX","FL"
2013,10,30,3,"OO",1500,0,1616,"CA","CA"
2013,7,28,7,"WN",2155,0,2330,"CO","CA"
2013,9,12,4,"MQ",2020,0,2145,"IL","TN"
2013,8,18,7,"UA",710,0,1011,"NJ","OR"
2013,4,19,5,"AA",955,0,1230,"FL","PR"
2013,4,25,4,"US",750,0,855,"MD","PA"
2013,5,11,6,"YV",1400,1,1432,"HI","HI"
2013,9,5,4,"OO",1505,0,1828,"MN","DC"
2013,7,21,7,"B6",2350,1,548,"NM","NY"
2013,9,6,5,"WN",2000,1,2245,"NV","CO"
2013,8,8,4,"WN",1425,0,1520,"TX","TX"
2013,7,17,3,"US",1210,0,1329,"MD","NC"
2013,9,15,7,"EV",1859,1,2059,"OH","NJ"
2013,9,13,5,"WN",1810,0,1935,"RI","MD"
2013,8,27,2,"WN",920,0,1045,"NV","OR"
2013,8,30,5,"FL",710,1,918,"GA","NY"
2013,8,4,7,"MQ",630,0,915,"IN","FL"
2013,4,22,1,"AA",1520,0,1750,"IL","WA"
2013,10,24,4,"DL",1030,0,1300,"FL","NY"
2013,5,13,1,"AA",1605,1,1705,"TX","TX"
2013,4,5,5,"WN",1135,0,1240,"NV","CA"
2013,10,3,4,"9E",1204,1,1439,"MO","MI"
2013,6,3,1,"US",1815,0,1852,"IN","AZ"
2013,4,11,4,"UA",1056,0,1428,"CA","CO"
2013,6,12,3,"WN",2015,0,2120,"CA","CA"
2013,10,10,4,"DL",1725,1,1911,"MI","NY"
2013,6,27,4,"FL",2225,1,2335,"GA","TX"
2013,10,6,7,"UA",1723,0,1945,"NJ","AZ"
2013,4,13,6,"DL",1300,0,1719,"MN","FL"
2013,5,3,5,"DL",855,0,1100,"NJ","MI"
2013,6,13,4,"WN",1425,1,1520,"TX","TX"
2013,8,8,4,"WN",620,0,1410,"WA","GA"
2013,5,5,7,"DL",1755,0,1955,"GA","FL"
2013,6,6,4,"US",840,0,1345,"AZ","MN"
2013,4,21,7,"UA",1536,0,2012,"AZ","TX"
2013,7,30,2,"9E",1015,1,1131,"MI","NY"
2013,7,20,6,"B6",801,0,1036,"DC","CA"
2013,9,22,7,"MQ",1150,0,1330,"IL","TN"
2013,9,6,5,"WN",2040,0,2205,"MO","OK"
2013,10,10,4,"US",1120,0,1310,"NC","FL"
2013,6,1,6,"EV",1654,1,1928,"CO","MO"
2013,4,3,3,"WN",1645,0,15,"AZ","PA"
2013,9,10,2,"DL",853,0,957,"MI","CO"
2013,5,25,6,"WN",1415,1,1550,"TX","CA"
2013,10,3,4,"AS",1940,0,2155,"CA","OR"
2013,6,18,2,"AA",1845,1,2030,"MA","IL"
2013,5,2,4,"AA",1220,0,1435,"DC","TX"
2013,6,6,4,"EV",1529,0,1535,"IN","IL"
2013,9,5,4,"WN",2105,0,2220,"CA","CA"
2013,8,23,5,"YV",1226,0,1358,"DC","MI"
2013,10,29,2,"WN",725,0,1050,"CO","TN"
2013,6,19,3,"OO",856,1,1149,"CO","MN"
2013,9,26,4,"US",959,0,1207,"NY","NC"
2013,6,15,6,"MQ",1020,1,1305,"IL","GA"
2013,6,26,3,"WN",1130,1,1235,"MD","NY"
2013,10,2,3,"WN",1415,0,1820,"WI","FL"
2013,5,6,1,"WN",2040,1,2130,"MD","VA"
2013,8,14,3,"US",1515,0,1633,"PA","MA"
2013,6,6,4,"AA",1630,1,1740,"TX","TX"
2013,4,29,1,"AA",1525,0,1630,"CA","NV"
2013,8,15,4,"WN",1905,1,2140,"CO","MO"
2013,6,28,5,"US",750,0,1029,"AZ","OR"
2013,9,23,1,"B6",1730,0,2041,"MA","CA"
2013,6,5,3,"MQ",1245,0,1410,"IL","NE"
2013,6,12,3,"FL",1419,0,1659,"FL","MD"
2013,10,16,3,"DL",615,0,819,"CT","MN"
2013,6,25,2,"UA",1733,1,2105,"WA","CO"
2013,6,11,2,"EV",1100,0,1253,"NJ","MI"
2013,8,19,1,"EV",1423,0,1600,"OH","DC"
2013,5,12,7,"B6",729,0,1020,"NY","FL"
2013,5,13,1,"DL",2145,0,2320,"GA","NV"
2013,5,17,5,"WN",745,0,1050,"MO","MD"
2013,4,10,3,"B6",645,0,802,"MA","NJ"
2013,9,24,2,"AA",1125,0,1315,"NE","TX"
2013,4,22,1,"DL",735,0,925,"GA","FL"
2013,5,25,6,"AA",2120,0,2330,"IL","CA"
2013,4,1,1,"WN",1430,0,1645,"FL","MD"
2013,5,30,4,"DL",835,0,1025,"MI","WA"
2013,4,1,1,"DL",1906,0,2054,"DC","MN"
2013,9,26,4,"WN",1210,1,1310,"CA","NV"
2013,4,27,6,"DL",2145,0,2326,"GA","MN"
2013,4,12,5,"WN",1955,0,2110,"CA","CA"
2013,6,17,1,"YV",1841,0,2300,"AZ","TX"
2013,5,18,6,"UA",1529,0,1820,"FL","NJ"
2013,4,14,7,"WN",1750,0,1915,"MD","MA"
2013,9,24,2,"WN",740,0,855,"NJ","IL"
2013,10,14,1,"WN",1335,1,1430,"NV","CA"
2013,10,21,1,"WN",940,0,1125,"MD","IN"
2013,5,10,5,"UA",907,0,1726,"CA","DC"
2013,5,4,6,"WN",1545,0,1810,"NV","NM"
2013,10,1,2,"OO",1900,0,1945,"CA","CA"
2013,7,19,5,"US",1600,0,1904,"PA","CA"
2013,9,6,5,"AA",725,0,835,"TX","TX"
2013,5,9,4,"YV",923,0,1046,"OH","NC"
2013,4,3,3,"DL",1725,0,1922,"GA","FL"
2013,6,29,6,"UA",715,0,947,"NY","TX"
2013,7,12,5,"DL",1725,0,1918,"MI","UT"
2013,9,23,1,"WN",800,1,855,"TX","TX"
2013,4,18,4,"FL",1936,0,2140,"PA","GA"
2013,9,30,1,"AA",1240,0,1415,"TX","MO"
2013,9,11,3,"EV",1811,1,1921,"VA","IL"
2013,8,17,6,"B6",2359,0,344,"NY","PR"
2013,7,11,4,"MQ",1350,0,1550,"OK","IL"
2013,4,10,3,"DL",600,0,801,"MI","GA"
2013,4,10,3,"DL",830,0,1005,"NC","GA"
2013,9,20,5,"AS",955,0,1245,"CA","WA"
2013,7,13,6,"WN",1350,1,1415,"NC","TN"
2013,6,24,1,"WN",1830,0,1925,"TX","TX"
2013,9,21,6,"DL",1745,0,1930,"GA","CA"
2013,5,28,2,"DL",909,0,1032,"MN","NV"
2013,7,5,5,"AA",1150,0,1715,"CA","TX"
2013,5,5,7,"UA",1955,0,2122,"IL","MN"
2013,5,9,4,"UA",730,0,912,"TX","CA"
2013,8,9,5,"WN",710,0,900,"GA","MD"
2013,5,2,4,"US",1615,0,1738,"PA","MA"
2013,6,1,6,"US",2220,1,2351,"NC","PA"
2013,4,24,3,"EV",620,0,723,"NC","IL"
2013,6,10,1,"AS",1735,1,2005,"TX","WA"
2013,5,26,7,"AA",745,0,1200,"PR","TX"
2013,6,22,6,"WN",1430,0,1530,"AZ","NV"
2013,7,8,1,"DL",1100,0,1459,"LA","NY"
2013,7,12,5,"9E",1425,1,1655,"TN","IN"
2013,10,8,2,"FL",1300,0,1548,"MA","GA"
2013,6,19,3,"AS",945,0,1201,"CA","HI"
2013,6,27,4,"US",1955,0,2104,"AZ","CA"
2013,7,30,2,"AA",920,0,1025,"TX","TX"
2013,9,7,6,"WN",815,0,1000,"OR","CA"
2013,8,31,6,"UA",829,0,1427,"OR","TX"
2013,8,15,4,"OO",1232,0,1511,"WA","CA"
2013,8,28,3,"EV",603,0,624,"OH","IL"
2013,5,24,5,"OO",1344,0,1435,"OR","WA"
2013,5,4,6,"9E",1825,1,2000,"MA","NY"
2013,4,24,3,"AA",800,0,1130,"MA","FL"
2013,4,11,4,"DL",750,0,917,"GA","FL"
2013,5,23,4,"UA",1648,1,1918,"NJ","CO"
2013,7,12,5,"AS",2145,0,542,"WA","GA"
2013,10,31,4,"DL",2310,0,638,"WA","GA"
2013,5,19,7,"US",859,0,1008,"GA","NC"
2013,4,27,6,"AS",1855,0,2125,"WA","CA"
2013,6,22,6,"WN",1545,1,1750,"MO","TX"
2013,7,26,5,"WN",1115,1,1240,"CA","CA"
2013,7,8,1,"DL",1945,0,2059,"FL","GA"
2013,4,20,6,"WN",1350,1,1545,"FL","IL"
2013,6,27,4,"WN",1130,1,1255,"CA","CA"
2013,5,10,5,"WN",2155,1,2300,"NV","CA"
2013,7,6,6,"YV",1020,0,1220,"CT","NC"
2013,8,20,2,"AA",1405,0,1650,"NM","TX"
2013,9,18,3,"B6",2045,0,2215,"MA","DC"
2013,10,25,5,"WN",1830,0,2030,"TX","MO"
2013,7,21,7,"AA",2040,1,2155,"TX","CA"
2013,7,28,7,"AA",1655,1,505,"HI","TX"
2013,9,6,5,"WN",1335,0,1820,"CA","TX"
2013,8,5,1,"WN",910,0,1115,"AZ","NM"
2013,5,30,4,"UA",2055,1,2342,"IL","CA"
2013,5,7,2,"UA",1436,0,1605,"CO","CA"
2013,8,22,4,"WN",1515,1,1730,"OR","NV"
2013,4,2,2,"OO",1015,0,1303,"CA","UT"
2013,8,26,1,"OO",1516,0,1654,"UT","NM"
2013,8,16,5,"AA",1035,0,1235,"TX","WA"
2013,10,2,3,"AA",1650,0,2015,"CO","IL"
2013,8,31,6,"DL",815,0,959,"FL","GA"
2013,4,2,2,"AS",1735,0,2020,"TX","WA"
2013,10,6,7,"US",2211,0,15,"NC","MA"
2013,6,23,7,"UA",1748,0,2235,"TX","NY"
2013,5,30,4,"WN",1940,1,2110,"CO","CA"
2013,5,30,4,"EV",600,0,711,"NY","DC"
2013,6,3,1,"WN",640,0,800,"IL","NE"
2013,9,7,6,"WN",1900,0,2150,"FL","PR"
2013,7,18,4,"DL",1020,0,1256,"MI","FL"
2013,9,16,1,"WN",835,0,1135,"IL","NJ"
2013,4,3,3,"UA",1330,0,1607,"DC","TX"
2013,10,17,4,"DL",2030,0,2155,"FL","GA"
2013,10,29,2,"FL",1445,0,1658,"GA","NY"
2013,10,7,1,"AA",2145,0,2245,"FL","LA"
2013,10,25,5,"MQ",1720,0,2100,"MN","NY"
2013,10,25,5,"EV",700,0,946,"WI","TX"
2013,4,10,3,"US",919,0,1023,"NC","VA"
2013,5,18,6,"B6",709,0,1531,"CA","NY"
2013,10,12,6,"WN",1400,0,1920,"AZ","IL"
2013,9,2,1,"DL",2240,0,614,"WA","GA"
2013,5,13,1,"DL",1115,0,1225,"NC","GA"
2013,9,4,3,"DL",800,0,1021,"NV","UT"
2013,6,10,1,"VX",700,0,1540,"CA","MA"
2013,6,17,1,"WN",1235,1,1435,"PA","AZ"
2013,9,5,4,"WN",740,0,855,"NJ","IL"
2013,10,4,5,"DL",1135,0,1343,"NY","MN"
2013,9,26,4,"YV",2005,0,2132,"AZ","CA"
2013,9,21,6,"YV",700,0,823,"KY","NC"
2013,7,31,3,"VX",1430,0,1630,"CA","WA"
2013,4,6,6,"WN",1830,0,2105,"NM","TX"
2013,7,8,1,"UA",1130,0,1338,"NJ","CO"
2013,9,11,3,"UA",1039,0,1919,"CA","NJ"
2013,7,17,3,"EV",1034,1,1200,"VA","NJ"
2013,5,13,1,"DL",1530,0,1826,"FL","MN"
2013,4,17,3,"WN",1740,0,1900,"RI","MD"
2013,10,2,3,"AA",1600,0,1830,"IL","CA"
2013,6,19,3,"WN",935,0,1030,"MD","PA"
2013,5,26,7,"WN",1710,1,1845,"TX","MO"
2013,10,31,4,"AA",1210,1,1740,"CA","TX"
2013,8,21,3,"DL",600,0,848,"IL","GA"
2013,5,20,1,"MQ",830,0,935,"TX","TX"
2013,8,21,3,"DL",1030,0,1405,"MN","PA"
2013,6,18,2,"UA",958,0,1452,"CO","OH"
2013,6,16,7,"UA",1803,0,2114,"CA","CO"
2013,9,19,4,"US",2235,0,30,"AZ","CA"
2013,5,12,7,"AA",2150,0,615,"CA","MA"
2013,7,30,2,"UA",1946,0,2327,"IL","FL"
2013,8,26,1,"WN",2000,0,2050,"NV","CA"
2013,9,30,1,"B6",645,0,908,"MA","NC"
2013,10,3,4,"US",1845,0,2011,"AZ","CA"
2013,10,3,4,"WN",1200,0,1305,"TX","TX"
2013,9,29,7,"OO",906,0,1434,"CA","MO"
2013,4,26,5,"MQ",1200,0,1400,"IL","OK"
2013,9,19,4,"UA",1239,0,1749,"CA","TX"
2013,6,11,2,"WN",1115,0,1125,"OH","IL"
2013,10,14,1,"AA",1545,0,1650,"TX","TX"
2013,8,23,5,"B6",643,0,820,"MA","DC"
2013,6,24,1,"UA",848,0,1107,"IL","OR"
2013,10,27,7,"OO",1238,1,1409,"IL","NE"
2013,4,2,2,"DL",1946,0,2310,"MN","GA"
2013,6,24,1,"MQ",610,0,805,"TN","IL"
2013,4,30,2,"YV",1055,0,1101,"IN","IL"
2013,7,13,6,"WN",1710,1,2300,"CO","FL"
2013,8,28,3,"WN",950,0,1105,"MO","CA"
2013,9,7,6,"US",1611,0,1818,"NC","MA"
2013,5,31,5,"F9",815,0,953,"CO","CA"
2013,7,15,1,"MQ",2105,0,2200,"NC","DC"
2013,10,10,4,"F9",1800,1,1953,"DC","CO"
2013,10,16,3,"FL",1559,1,1749,"DC","GA"
2013,6,2,7,"MQ",1735,0,1920,"TN","IL"
2013,7,29,1,"WN",1635,0,1735,"GA","AZ"
2013,8,5,1,"DL",1450,0,1650,"MI","GA"
2013,8,26,1,"OO",1120,0,1302,"IL","TN"
2013,9,1,7,"AA",2210,0,30,"FL","DC"
2013,7,8,1,"DL",1400,0,1553,"DC","GA"
2013,8,2,5,"FL",1750,0,2030,"PA","FL"
2013,4,16,2,"AA",1400,1,1710,"FL","NY"
2013,8,26,1,"WN",755,0,1040,"NV","CO"
2013,10,7,1,"EV",1445,0,1628,"NJ","MO"
2013,9,8,7,"AA",950,0,1110,"TX","CA"
2013,6,22,6,"UA",507,0,614,"TX","TX"
2013,8,5,1,"F9",1945,0,2256,"CO","WI"
2013,4,20,6,"WN",735,1,910,"KY","MD"
2013,4,3,3,"UA",1137,0,1643,"NV","TX"
2013,4,12,5,"9E",1135,0,1256,"OH","DC"
2013,10,27,7,"MQ",1625,0,1930,"IL","NJ"
2013,4,19,5,"DL",1500,0,1623,"MN","IL"
2013,10,8,2,"UA",1005,0,1527,"CO","MD"
2013,6,15,6,"VX",2200,0,550,"CA","DC"
2013,8,6,2,"DL",820,0,1116,"MO","GA"
2013,5,14,2,"DL",826,0,913,"GA","MO"
2013,5,7,2,"DL",1630,0,1806,"FL","GA"
2013,9,12,4,"DL",1025,0,1151,"MI","DC"
2013,4,9,2,"UA",2030,0,2329,"IL","NY"
2013,6,8,6,"US",1255,0,1457,"RI","NC"
2013,6,28,5,"WN",955,1,1730,"NV","MD"
2013,4,27,6,"WN",1200,0,1455,"TX","GA"
2013,9,21,6,"YV",1645,0,1726,"AZ","AZ"
2013,10,31,4,"WN",1030,0,1130,"IL","MO"
2013,8,8,4,"DL",2035,1,2229,"GA","FL"
2013,6,22,6,"UA",843,0,1138,"MA","TX"
2013,7,15,1,"DL",545,0,732,"FL","GA"
2013,5,21,2,"WN",2050,0,15,"IL","FL"
2013,10,11,5,"OO",730,0,901,"CO","UT"
2013,8,29,4,"MQ",915,0,1035,"MO","IL"
2013,10,18,5,"DL",1027,0,1152,"FL","GA"
2013,10,24,4,"EV",909,0,1203,"MN","TX"
2013,6,10,1,"DL",1935,1,2302,"NY","UT"
2013,4,12,5,"WN",700,0,815,"CA","CA"
2013,9,15,7,"9E",1017,0,1033,"MI","IL"
2013,9,21,6,"F9",1629,0,1915,"NV","CO"
2013,5,4,6,"FL",1330,0,1500,"MA","MD"
2013,10,15,2,"WN",910,0,1025,"CA","CA"
2013,7,15,1,"UA",1356,0,1959,"CA","IL"
2013,4,27,6,"MQ",1720,0,1920,"FL","GA"
2013,4,17,3,"WN",740,0,1305,"NV","IL"
2013,10,21,1,"FL",1445,0,1658,"GA","NY"
2013,6,22,6,"DL",2150,0,2241,"UT","CA"
2013,5,4,6,"9E",751,0,1041,"MN","OH"
2013,6,6,4,"US",745,1,952,"AZ","CA"
2013,4,13,6,"WN",610,0,735,"CA","CA"
2013,7,28,7,"MQ",1535,0,1920,"NM","IL"
2013,6,13,4,"OO",812,1,908,"CA","CA"
2013,10,1,2,"WN",1355,0,1630,"MD","FL"
2013,10,5,6,"WN",1015,1,1145,"IL","CO"
2013,7,31,3,"MQ",1855,0,2050,"NY","MN"
2013,8,20,2,"EV",1245,0,1442,"NC","MA"
2013,7,1,1,"AS",900,0,1133,"DC","CA"
2013,9,25,3,"9E",1334,0,1453,"NY","MI"
2013,6,27,4,"AA",820,0,935,"TX","TX"
2013,6,17,1,"UA",812,0,953,"CO","CA"
2013,8,24,6,"AA",925,0,1355,"TX","NJ"
2013,10,19,6,"WN",1010,0,1145,"TX","CA"
2013,4,24,3,"B6",1022,0,1310,"PR","FL"
2013,5,15,3,"FL",1645,0,1856,"GA","PA"
2013,5,6,1,"9E",1335,1,1603,"TN","OH"
2013,4,19,5,"DL",705,0,1210,"AZ","MN"
2013,10,31,4,"WN",1755,1,2130,"MO","MA"
2013,10,21,1,"MQ",1059,0,1254,"NY","OH"
2013,7,20,6,"9E",1110,0,1211,"OH","MN"
2013,4,28,7,"AA",1125,0,1235,"TX","CA"
2013,10,22,2,"OO",1919,0,2026,"TX","TX"
2013,7,21,7,"UA",1053,0,1338,"NJ","TX"
2013,8,8,4,"DL",1500,0,2312,"WA","NY"
2013,8,4,7,"AA",1105,0,1210,"TX","TX"
2013,10,20,7,"AA",1520,0,1820,"FL","NY"
2013,4,5,5,"UA",1215,0,1547,"CO","HI"
2013,5,29,3,"AA",910,0,1320,"TX","PA"
2013,5,2,4,"EV",1136,0,1234,"NJ","RI"
2013,7,16,2,"WN",555,0,735,"MA","IL"
2013,7,8,1,"UA",1852,0,2005,"LA","TX"
2013,9,20,5,"US",2015,0,2225,"AZ","CA"
2013,4,14,7,"9E",1915,1,2211,"MN","OH"
2013,8,10,6,"DL",1135,0,1448,"NY","FL"
2013,9,13,5,"WN",2120,0,2235,"CA","CA"
2013,6,20,4,"DL",1945,0,2321,"MN","PA"
2013,5,5,7,"UA",1141,0,1730,"CO","NJ"
2013,10,6,7,"DL",805,0,1123,"NY","FL"
2013,9,24,2,"WN",2005,1,2125,"CA","NV"
2013,8,3,6,"DL",1232,0,1434,"GA","OR"
2013,10,3,4,"AA",1925,1,2035,"IL","MO"
2013,9,11,3,"DL",900,0,1421,"OR","MN"
2013,10,11,5,"AA",705,0,1030,"MA","FL"
2013,6,16,7,"DL",700,0,1429,"CA","MI"
2013,10,18,5,"WN",1520,0,1635,"CA","CA"
2013,10,11,5,"US",1455,1,1651,"NC","NJ"
2013,7,4,4,"AA",1620,0,2000,"TX","MI"
2013,5,22,3,"EV",620,0,723,"NC","IL"
2013,4,27,6,"YV",827,0,955,"NC","OH"
2013,5,12,7,"WN",2020,0,2235,"FL","PA"
2013,4,25,4,"WN",1250,1,1355,"AZ","CA"
2013,5,30,4,"MQ",1055,0,1225,"NC","NY"
2013,4,24,3,"AA",1705,0,2045,"IL","FL"
2013,6,4,2,"B6",819,0,1210,"NY","PR"
2013,8,7,3,"US",1500,0,1612,"NY","MA"
2013,5,11,6,"AA",755,0,1600,"CA","DC"
2013,9,16,1,"DL",1030,0,1255,"CT","GA"
2013,9,3,2,"DL",1050,0,1240,"GA","DC"
2013,4,27,6,"UA",1553,0,1848,"LA","CA"
2013,5,22,3,"AA",1320,1,1650,"TX","HI"
2013,6,19,3,"EV",1730,0,1843,"VA","IL"
2013,9,6,5,"AS",1410,1,2230,"HI","CA"
2013,7,20,6,"WN",700,0,830,"NV","CA"
2013,8,25,7,"AA",1535,1,1620,"TX","NV"
2013,6,13,4,"WN",1150,1,1400,"IN","FL"
2013,4,30,2,"AA",1810,0,1925,"TX","TX"
2013,6,8,6,"US",1115,1,1920,"WA","PA"
2013,5,13,1,"DL",2045,1,2203,"GA","FL"
2013,9,13,5,"WN",1800,0,1900,"TX","TX"
2013,8,30,5,"AA",1700,0,525,"HI","TX"
