cons_12m,cons_gas_12m,cons_last_month,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,length_contract,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,price_peak_fix_diff,price_peak_var_diff,price_off_peak_var_diff,price_off_peak_fix_diff,churn,price_off_peak_sensitivity,price_peak_var_sensitivity,price_mid_peak_var_sensitivity,price_off_peak_fix_sensitivity
176699,0,8221,0,486.15,14.04,14.04,1,318.49,5,13.2,6.0,-0.0015469999999999928,0.17777879999999868,0.0,0.0044299999999999895,0.004628000000000104,0.1777799999999985,0,7.296173987954457e-06,-1.3300847873891984e-05,0.0,-0.0006555984689906324
2328,0,402,0,59.34,19.2,19.2,1,35.04,4,10.392,4.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5192128072787149e-05,0.0,0.0,-0.0007153823881025556
14596,0,0,0,0.0,14.7,14.7,1,144.82,5,13.856,6.0,-0.0015469999999999928,0.17777879999999868,0.0,0.0044299999999999895,0.004628000000000104,0.1777799999999985,0,9.077287256954226e-06,-1.0739883322879758e-05,0.0,-0.0005528250130354904
683,0,0,0,0.0,26.73,26.73,1,9.31,6,13.2,7.0,-0.0033959999999999824,2.1777792000000034,0.0,0.0,0.004461999999999994,2.177780400000003,0,1.6639502459741062e-05,0.0,0.0,-0.002756554653104719
4668,0,435,0,45.36,45.35,45.35,1,59.18,6,20.0,6.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.855374779907962e-05,1.2772317144131031e-05,-8.99466111493163e-06,-0.000504144442345347
12351,0,0,0,0.0,28.74,28.74,1,172.0,6,20.0,6.0,-0.009528000000000009,0.16291560000000516,0.09774935999999812,0.004630999999999996,0.009528000000000009,0.16291560000000516,0,3.840234714466002e-05,1.866665029358199e-05,-5.041664462597594e-06,-0.0006555724433428505
3990,0,398,0,38.25,23.82,23.82,1,45.58,7,17.6,7.0,-0.007801000000000002,0.16291560000000516,24.43733004,0.017911999999999997,0.027857999999999994,3.7009605600000057,0,3.379946497797191e-05,9.609600169272521e-06,-2.039309005448458e-05,-0.0002233084924923317
20681,44396,0,1,0.0,32.64,32.64,3,264.07,7,14.49,7.0,-0.0041110000000000035,-1.1999999998124622e-06,0.0,0.0,0.004461999999999994,1.1999999998124622e-06,0,1.7187771572798508e-05,0.0,0.0,3.713415601206092e-09
91531,0,2482,0,0.0,16.44,16.44,2,43.97,4,13.85,5.0,-0.007829000000000003,0.17777879999999868,0.0,0.085483,0.008499000000000007,0.1777799999999985,0,3.16129780625855e-05,1.0012668989125754e-05,0.0,-0.0006555984689906324
69636,0,2393,0,0.0,27.88,27.88,1,463.5,6,15.0,6.0,-0.005259999999999987,0.17777879999999868,0.0,0.001364000000000004,0.022671999999999998,0.1777799999999985,0,7.872546871103473e-06,-1.063957047101565e-06,0.0,-0.0006529126856140993
1443,0,0,0,0.0,21.52,21.52,1,43.13,6,13.2,6.0,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5156274795777272e-05,0.0,0.0,-0.0007362058535037087
16487,9371,2103,1,110.76,15.12,15.12,3,148.74,3,17.320999999999998,4.0,-0.009528000000000009,0.16291560000000516,0.09775199999999984,0.004630999999999996,0.009528000000000009,0.16291560000000516,0,3.794265516016662e-05,1.8511289871609815e-05,-4.602149156282368e-06,-0.000600789148423294
4050,0,0,0,0.0,18.62,18.62,1,54.62,5,13.2,5.0,-0.006669000000000008,0.17777879999999868,0.0,0.0,0.006669000000000008,0.1777799999999985,0,2.41699639540244e-05,0.0,0.0,-0.0007167254158133719
80028,0,2806,0,0.0,22.52,22.52,1,137.84,4,13.86,4.0,-0.0012250000000000039,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,4.583967475497066e-06,0.0,0.0,-0.0007362065472187112
9036,0,808,0,120.06,23.42,23.42,1,149.8,3,11.4,3.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.17777879999999868,0,1.8251841972024675e-05,0.0,0.0,-0.0005501388079890537
255377,0,31120,0,417.83,23.97,23.97,1,693.78,4,50.0,4.0,-0.008497000000000005,0.16291560000000516,24.43733004,0.017911999999999997,0.028553999999999996,3.7009605600000057,0,4.130400284135994e-05,8.223511497683868e-06,-3.434119367344006e-05,0.0006436828637280571
91520,0,6537,0,508.37,36.09,36.09,1,730.49,11,52.5,11.0,-0.008501999999999996,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008501999999999996,0.16291560000000516,0,3.4273722710475987e-05,1.45420498598212e-05,-9.166264896358383e-06,-0.0006555724433428505
2448,0,203,0,19.98,30.76,30.76,1,32.45,5,15.4,6.0,-0.012678999999999899,0.8295828000000043,0.7644192000000025,0.006998000000000004,0.012678999999999899,0.8295828000000043,0,4.422658334026001e-05,2.4252631658492738e-05,7.101748645442103e-06,-0.0019120506381724825
21139,386,592,1,0.0,15.16,15.16,3,209.95,5,10.392,6.0,-0.01119500000000001,0.17777879999999868,0.0,0.0,0.01119500000000001,0.1777799999999985,0,4.508240321617766e-05,0.0,0.0,-0.0007153830818175583
3482,0,0,0,0.0,30.22,30.22,1,58.89,6,13.2,6.0,-0.005149999999999988,-1.1999999998124622e-06,0.0,0.0,0.005149999999999988,1.1999999998124622e-06,0,2.0117833311922335e-05,0.0,0.0,4.4071306036292074e-09
26039,0,0,0,0.0,27.32,27.32,1,40.79,3,13.2,3.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.17777879999999868,0,1.8300980118037326e-05,0.0,0.0,-0.0006529119918990968
14434,0,2897,0,142.53,12.82,12.82,1,53.84,6,13.2,7.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0038679999999998993,0.1777799999999985,0,1.4210279526338848e-05,0.0,0.0,-0.0007167254158133719
4034,0,638,0,92.0,22.52,22.52,1,62.35,4,13.856,4.0,-0.006669000000000008,0.17777879999999868,0.0,0.0,0.006669000000000008,0.1777799999999985,0,2.4090999085626243e-05,0.0,0.0,-0.0007362054318338052
2990,0,0,0,0.0,18.15,18.15,1,36.4,4,11.0,5.0,-0.007688,1.6777787999999987,0.0,0.0,0.009078000000000003,1.6777799999999985,0,3.4839062653497675e-05,0.0,0.0,-0.0021236710294639948
57389,0,5959,0,589.26,17.92,17.92,1,596.24,4,37.41,4.0,-0.008994000000000002,0.0,0.0,0.005749000000000004,0.010734999999999995,0.0,0,3.627298214326198e-05,1.6171637787063856e-05,-8.07011584587131e-06,0.0
47701,0,0,0,0.0,20.2,20.2,1,328.18,5,13.856,5.0,-0.0012250000000000039,0.1777799999999985,0.0,0.0,0.004461999999999994,0.1777799999999985,0,4.583967475497066e-06,0.0,0.0,-0.0007362102606343123
9658,0,1981,0,285.25,13.26,13.26,1,116.59,5,10.392,6.0,-0.007688,1.1777784000000011,0.0,0.0,0.009078000000000003,1.177779600000001,0,3.325192131851192e-05,0.0,0.0,-0.0014907882491630852
43553,0,831,0,0.0,20.62,20.62,1,62.25,6,13.2,7.0,-0.007342999999999988,-1.1999999998124622e-06,0.0,0.0,0.007342999999999988,1.1999999998124622e-06,0,2.694764265364876e-05,0.0,0.0,4.4071306036292074e-09
44709,0,4104,0,404.88,25.77,25.77,1,533.15,4,24.25,4.0,-0.007793999999999995,0.16291560000000516,0.09774935999999812,0.004168999999999992,0.008161000000000002,0.16291560000000516,0,3.142473041086365e-05,1.169305756020886e-05,-1.2019281196393903e-05,-0.0006555724433428505
169753,1711930,14112,1,109.38,37.36,37.36,2,180.81,5,23.01,5.0,-0.01138900000000001,0.16291560000000516,0.09774935999999812,0.006949000000000011,0.01138900000000001,0.16291560000000516,0,4.4756719891786546e-05,2.7017414664742246e-05,-2.9848108153040464e-06,-0.0005983252722340383
7648,0,0,0,0.0,34.22,34.22,2,78.95,5,13.85,6.0,0.048232,1.5,0.0,0.0,0.05269400000000002,1.5,0,-0.00019405186993221542,0.0,0.0,-0.006036000634771899
17680,0,4556,0,0.0,21.45,21.45,1,194.95,7,10.392,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
143618,0,11309,0,187.27,68.88,68.88,1,164.14,3,34.5,3.0,-0.006200999999999998,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.8428512593421047e-05,1.256503389228528e-05,-7.838306972667043e-06,-0.00037179883171744763
8966,0,0,0,0.0,21.52,21.52,1,135.49,5,13.2,5.0,-0.0012250000000000039,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,4.583967475497066e-06,0.0,0.0,-0.0007362065472187112
69652,0,0,0,0.0,29.76,29.76,1,650.24,6,13.2,6.0,-0.007068999999999992,-1.1999999998124622e-06,0.0,0.002919000000000005,0.022671999999999998,1.1999999998124622e-06,0,4.639407999637542e-06,3.4417672351908366e-06,0.0,2.7385873298272033e-09
132467,0,13726,0,360.54,13.72,13.72,1,463.55,4,15.001,4.0,-0.010115999999999986,0.16291560000000516,0.09775199999999984,0.005220000000000002,0.010115999999999986,0.16291560000000516,0,4.0765686044842056e-05,2.1027181839478286e-05,-2.698532467826885e-06,-0.0006568035380976699
40588,0,3167,0,312.72,20.88,20.88,1,501.54,4,17.320999999999998,4.0,-0.005976000000000009,0.0,0.0,0.004168999999999992,0.008298,0.0,0,2.6219226787374115e-05,6.471004526528139e-06,-1.7089465053539994e-05,0.0
935843,0,170871,0,214.92,3.9,3.9,1,250.52,3,20.78,4.0,-0.009786000000000003,0.16291560000000516,0.09775199999999984,0.004168999999999992,0.009786000000000003,0.16291560000000516,0,3.4958407327081345e-05,1.672528734763583e-05,-1.8101200776839976e-07,-0.0002062228578337899
46149,0,6818,0,0.0,0.0,0.0,1,0.0,7,15.001,8.0,-0.005794999999999995,0.0,0.0,0.0031150000000000067,0.005794999999999995,0.0,0,2.3362874156471253e-05,1.255830077608424e-05,0.0,0.0
152,0,0,0,0.0,12.72,12.72,1,3.47,3,13.15,4.0,-0.0026249999999999885,0.0,0.0,0.0,0.004461999999999994,0.0,0,1.0684499474801789e-05,0.0,0.0,0.0
22795,0,5070,0,731.18,19.28,19.28,1,272.41,3,13.2,3.0,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5156274795777272e-05,0.0,0.0,-0.0007362054318338052
4197,0,703,0,101.6,21.58,21.58,1,51.82,4,13.856,5.0,-0.007920999999999984,-1.1999999998124622e-06,0.0,0.0,0.007920999999999984,1.1999999998124622e-06,0,2.5961203346154667e-05,0.0,0.0,4.4071306036292074e-09
4785,0,943,0,140.12,25.18,25.18,1,69.78,4,11.0,4.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.17777879999999868,0,1.8251841972024675e-05,0.0,0.0,-0.0005501388079890537
14309,0,2636,0,244.18,3.24,3.24,1,75.09,4,10.39,5.0,-0.04744899999999999,-1.316221200000001,0.0,0.0,0.05942699999999998,2.0000004000000047,0,5.5773688704838604e-05,0.0,0.0,0.0006196015294979965
4332,0,0,0,0.0,21.58,21.58,1,54.34,5,13.856,6.0,-0.006763999999999992,0.17777879999999868,0.0,0.0,0.007342999999999988,0.1777799999999985,0,2.7278642192683466e-05,0.0,0.0,-0.0004097476539888585
9818,0,0,0,0.0,34.68,34.68,1,118.72,4,13.856,5.0,-0.008232000000000017,-1.1999999998124622e-06,0.0,0.0036499999999998894,0.008232000000000017,1.1999999998124622e-06,0,2.6208983533714782e-05,8.537678246215623e-06,0.0,4.4071306036292074e-09
13441,0,873,0,174.37,39.48,39.48,2,159.31,5,13.15,6.0,-0.004104000000000024,0.17777879999999868,0.0,0.0,0.0044620000000000215,0.17777879999999868,0,1.6674014403276728e-05,0.0,0.0,-0.0006529119918990968
51646,1238,3367,1,165.54,6.63,6.63,2,193.28,5,35.0,6.0,-0.005862000000000006,0.16291560000000516,0.09775199999999984,0.004739000000000104,0.008715000000000112,0.16291560000000516,0,3.056718380424873e-05,1.2351954568468582e-05,-4.538985574052937e-06,-0.0002062228578337899
7623,0,0,0,0.0,34.8,34.8,1,113.86,9,13.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
22629,0,0,0,0.0,17.62,17.62,1,82.25,5,12.5,5.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.0037669999999999926,0.1777799999999985,0,1.5186876091014171e-05,0.0,0.0,-0.0007167258374832753
210234,0,20344,0,103.55,12.36,12.36,1,93.99,3,10.39,4.0,-0.0015469999999999928,0.17777879999999868,0.0,0.0044299999999999895,0.004628000000000104,0.1777799999999985,0,7.296173987954457e-06,-1.3300847873891984e-05,0.0,-0.0006555988906605357
9420,0,0,0,0.0,15.16,15.16,1,116.89,6,10.392,6.0,-0.005304000000000003,0.17777879999999868,0.0,0.0007530000000000037,0.005304000000000003,0.1777799999999985,0,2.1457451390830585e-05,2.4878146466062953e-07,0.0,-0.0007362058535037087
23759,0,2006,0,195.98,37.44,37.44,1,292.16,6,25.0,6.0,-0.008497000000000005,0.16291560000000516,0.09774935999999812,0.004607,0.008497000000000005,0.16291560000000516,0,3.366834301864247e-05,1.780714647361539e-05,-2.603040859662521e-06,-0.00037179883171744763
10900,244930,0,1,0.0,29.76,29.76,2,151.65,6,13.2,6.0,-0.0014509999999998968,-1.1999999998124622e-06,0.0,0.0,0.004461999999999994,1.1999999998124622e-06,0,1.111723632406592e-05,0.0,0.0,4.4071306036292074e-09
14593,4968,0,1,0.0,16.66,16.66,2,106.94,5,13.2,5.0,-0.0024270000000000125,0.17777879999999868,0.0,0.0035479999999999956,0.004627999999999993,0.1777799999999985,0,9.543417642124726e-06,-1.1656970022141416e-05,0.0,-0.0007362054318338052
5529,2020,980,1,139.39,11.24,11.24,2,58.16,4,15.0,4.0,-0.004249000000000003,0.17777879999999868,0.0,0.0,0.0044620000000000215,0.1777799999999985,0,1.732645789724255e-05,0.0,0.0,-0.0005528245913655869
48292,0,0,0,0.0,23.76,23.76,1,95.33,3,10.392,3.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.17777879999999868,0,1.8251841972024675e-05,0.0,0.0,-0.0005501388079890537
187481,0,25635,0,896.93,21.12,21.12,1,364.15,5,14.5,5.0,-0.0015469999999999928,0.17777879999999868,0.0,0.004430000000000003,0.004627999999999993,0.1777799999999985,0,5.89922240442524e-06,-1.5309447521744714e-05,0.0,-0.0007362058535037087
896857,0,113068,0,17.83,30.58,30.58,1,36.33,4,15.01,4.0,-0.007801000000000002,0.16291560000000516,24.43733004,0.019176999999999902,0.027857999999999994,3.7009605600000057,0,4.31742675563549e-05,1.806859314899742e-06,-5.227965480499656e-05,0.0015411846146405448
481043,0,45986,0,0.0,15.72,15.72,1,0.0,4,13.2,5.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0044619999999999105,0.1777799999999985,0,1.4157264737664994e-05,0.0,0.0,-0.0006555984689906324
2727,0,0,0,0.0,14.64,14.64,1,40.28,5,10.392,5.0,-0.0020439999999999903,0.0,0.0,0.0,0.004365999999999981,0.0,0,8.2580498900484e-06,0.0,0.0,0.0
69179,0,7144,0,695.9,7.32,7.32,2,784.8,5,43.47,6.0,-0.009909000000000015,0.16291560000000516,0.09775199999999984,0.004738999999999993,0.009909000000000015,0.16291560000000516,1,3.767628144576862e-05,1.7712471000748104e-05,5.803704347431944e-07,-0.0003754983866214497
5699,0,1637,0,240.9,16.6,16.6,1,85.27,4,10.2,4.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5110722355305984e-05,0.0,0.0,-0.0007362054318338052
1767,10375,437,1,64.25,10.08,10.08,2,23.65,5,10.39,6.0,-0.0037669999999999926,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.582761786731753e-05,0.0,0.0,-0.0005528245913655869
0,0,0,0,0.0,0.0,0.0,1,0.0,8,6.928,9.0,-0.005794999999999995,0.0,0.0,0.0031150000000000067,0.005794999999999995,0.0,0,2.3362874156471253e-05,1.255830077608424e-05,0.0,0.0
222469,0,5504,0,425.16,22.86,22.86,1,344.2,6,13.8,6.0,-0.0024270000000000125,0.17777879999999868,0.0,0.0035479999999999956,0.004627999999999993,0.17777879999999868,0,1.0574634817238636e-05,-9.99465355812316e-06,0.0,-0.0006529119918990968
3118110,468369,289924,1,96.09,63.96,63.96,2,162.68,4,32.0,4.0,-0.0072730000000000156,3.600000006542814e-06,24.33958068,0.022537,0.024896,3.7009605600000057,0,2.2876347945682034e-06,3.1364718017697904e-05,7.158517278642192e-05,-0.0038175663649485238
1477,0,0,0,0.0,10.08,10.08,1,17.22,6,10.392,7.0,-0.007829000000000003,0.17777879999999868,0.0,0.0,0.008499000000000007,0.1777799999999985,0,3.215011221860337e-05,0.0,0.0,-0.0005528245913655869
10026,0,716,0,105.0,6.88,6.88,1,144.48,4,10.35,5.0,-0.0023019999999999985,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.301038305461304e-05,0.0,0.0,-0.00040974723231895505
3,0,1,0,0.1,78.6,78.6,1,0.01,5,34.641,5.0,-0.006191999999999989,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008160999999999988,0.16291560000000516,0,2.680844246623991e-05,1.1030106324292872e-05,-1.0739966447771134e-05,-0.000504144442345347
89146,0,8650,0,808.9,18.08,18.08,1,782.74,7,31.05,7.0,-0.006767999999999899,0.16291560000000516,0.09775199999999984,0.004169000000000006,0.00816099999999989,0.16291560000000516,0,2.7132943150130708e-05,7.295384301486417e-06,-1.662427549100363e-05,-0.0006746531470328377
86143,0,6858,0,114.34,14.98,14.98,1,96.13,5,13.15,6.0,-0.0073410000000000974,0.17777879999999868,0.0,0.0,0.0073410000000000974,0.1777799999999985,0,2.413910950570939e-05,0.0,0.0,-0.0005528245913655869
24448,0,4400,0,209.91,24.76,24.76,1,137.09,5,19.8,5.0,-0.011269000000000001,0.16291560000000516,0.09775199999999984,0.006372000000000003,0.011269000000000001,0.16291560000000516,0,4.4955539518329046e-05,2.5113839538732446e-05,1.1983208771943206e-06,-0.0006746544120425504
34012,0,0,0,0.0,29.85,29.85,1,73.51,6,16.5,6.0,-0.009528000000000009,0.16291560000000516,0.09774935999999812,0.004630999999999996,0.009528000000000009,0.16291560000000516,0,3.840234714466002e-05,1.866665029358199e-05,-5.041664462597594e-06,-0.0006555724433428505
27019,21575,0,1,0.0,39.6,39.6,2,362.59,6,26.4,6.0,-0.00785000000000001,0.0,0.0,0.005031999999999995,0.009010000000000004,0.0,0,3.3379567146020204e-05,1.731754086344073e-05,-3.403019700599248e-06,0.0
4488,0,789,0,117.71,26.2,26.2,1,69.54,3,15.0,4.0,-0.003044999999999992,1.6777787999999987,0.0,0.0,0.004461999999999994,1.6777799999999985,0,1.4722869168977763e-05,0.0,0.0,-0.0038669870325169432
1403,0,0,0,0.0,26.04,26.04,1,21.93,5,10.392,6.0,-0.006297999999999998,-1.1999999998124622e-06,0.0,0.0,0.006297999999999998,1.1999999998124622e-06,0,2.242430722959851e-05,0.0,0.0,3.713415601206092e-09
8120,0,0,0,0.0,29.76,29.76,1,154.6,5,13.2,5.0,-0.004386999999999891,0.17777879999999868,0.0,0.0,0.004461999999999994,0.17777879999999868,1,1.7713362704127886e-05,0.0,0.0,-0.0006529119918990968
736,0,95,0,14.13,26.02,26.02,1,11.46,4,13.2,5.0,-0.004461999999999994,0.0,0.0,0.0,0.004461999999999994,0.0,0,1.7988808366898133e-05,0.0,0.0,0.0
7522,0,0,0,0.0,13.68,13.68,1,103.94,4,11.5,5.0,-0.0034229999999998983,0.17777879999999868,0.0,0.0,0.0044619999999999105,0.1777799999999985,0,1.4157264737664994e-05,0.0,0.0,-0.0006555984689906324
4467,0,597,0,88.92,22.96,22.96,1,66.46,3,13.15,4.0,-0.003044999999999992,1.6777787999999987,0.0,0.0,0.004461999999999994,1.6777799999999985,0,1.4722869168977763e-05,0.0,0.0,-0.0038669870325169432
46903,0,2093,0,0.0,19.28,19.28,1,169.75,7,13.2,7.0,-0.0037780000000000036,0.17777879999999868,0.0,0.0,0.004461999999999994,0.1777799999999985,0,1.5156274795777272e-05,0.0,0.0,-0.0007362065472187112
8001,0,0,0,0.0,16.77,16.77,1,126.32,4,13.15,5.0,-0.0036479999999999846,0.9999996000000024,0.0,0.0,0.004461999999999994,0.9999996000000024,0,1.6958475338356058e-05,0.0,0.0,-0.0012657648850231647
44498,0,4300,0,324.28,30.24,30.24,1,366.31,7,33.0,7.0,-0.007801000000000002,0.16291560000000516,0.09775199999999984,0.004168999999999909,0.008161000000000002,0.16291560000000516,0,3.141073142347599e-05,1.1569031443879388e-05,-1.2346487217658737e-05,-0.0006746544120425504
20843,5753,1722,1,171.99,16.44,16.44,3,230.77,5,26.3,6.0,-0.007801000000000002,0.16291560000000516,0.09775199999999984,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,3.1573958482895175e-05,1.2142593194338456e-05,-1.0970845833553729e-05,-0.0006007887267533898
18518,0,0,0,0.0,45.28,45.28,1,287.38,3,49.4,3.0,-0.007793999999999995,0.16291560000000516,0.09775199999999984,0.004168999999999992,0.008161000000000002,0.16291560000000516,0,3.138174350681244e-05,1.1544184658167768e-05,-1.2375475134322285e-05,-0.0006746544120425504
14168,0,1149,0,128.54,28.67,28.67,1,130.68,6,13.943,6.0,-0.005344000000000099,-1.1999999998124622e-06,0.0,0.0009389999999999954,0.005344000000000099,1.1999999998124622e-06,0,2.0873718176391422e-05,1.3001488691278444e-07,0.0,4.4071306036292074e-09
72005,41063,5971,1,579.56,37.1,37.1,3,640.92,6,41.5,6.0,-0.007357000000000002,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.9466341975803112e-05,1.3685723677747493e-05,-8.078972425206503e-06,-0.000504144442345347
9646,0,2279,0,248.64,31.64,31.64,1,106.74,6,13.856,6.0,-0.005350000000000021,-1.1999999998124622e-06,0.0,0.0009339999999998932,0.005350000000000021,1.1999999998124622e-06,0,2.0892285254400036e-05,1.4548745191970478e-07,0.0,4.828800507062867e-09
668581,0,97512,0,140.21,36.64,36.64,1,176.39,7,40.0,7.0,-0.007801000000000002,0.16291560000000516,0.09775199999999984,0.004168999999999909,0.008161000000000002,0.16291560000000516,0,3.141073142347599e-05,1.1569031443879388e-05,-1.2346487217658737e-05,-0.0006746544120425504
3113,0,0,0,0.0,31.64,31.64,1,18.82,4,13.85,4.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.17777879999999868,0,1.8251841972024675e-05,0.0,0.0,-0.0005501388079890537
2936,0,0,0,0.0,26.04,26.04,1,46.97,6,10.39,6.0,-0.006297999999999998,-1.1999999998124622e-06,0.0,0.0,0.006297999999999998,1.1999999998124622e-06,0,2.1012030438823833e-05,0.0,0.0,4.828800507062867e-09
1018,0,0,0,0.0,26.04,26.04,1,14.86,5,10.39,5.0,-0.0034180000000000044,-1.1999999998124622e-06,0.0,0.0,0.004461999999999994,1.1999999998124622e-06,0,1.5606237389576142e-05,0.0,0.0,4.4071306036292074e-09
17403,0,0,0,0.0,21.34,21.34,1,154.32,6,10.392,6.0,-0.008164000000000005,0.17777879999999868,0.0,0.004633999999999999,0.008164000000000005,0.17777879999999868,0,2.5202424224104725e-05,4.719888008100848e-06,0.0,-0.0006529119918990968
1178245,0,116664,0,309.77,169.2,169.2,1,500.95,5,113.0,6.0,-0.006692999999999991,3.600000006542814e-06,2.640000001719045e-06,0.004168999999999992,0.008161000000000015,3.600000006542814e-06,1,3.1054488366293644e-05,1.4979385026939996e-05,-3.877764847239119e-06,-1.3221391836983079e-08
1641,0,262,0,38.83,23.76,23.76,1,25.75,6,10.392,6.0,-0.0034119999999999984,0.0,0.0,0.0,0.005152999999999991,0.0,0,1.7936575707883996e-05,0.0,0.0,0.0
3175,0,0,0,0.0,28.68,28.68,1,46.57,5,11.43,6.0,-0.0033959999999999824,1.6777787999999987,0.0,0.0,0.004461999999999994,1.6777799999999985,1,1.6639502459741062e-05,0.0,0.0,-0.0021236710294639948
11651,0,1339,0,133.38,28.08,28.08,1,142.32,3,17.320999999999998,3.0,-0.009528000000000009,0.16291560000000516,0.09774935999999812,0.004630999999999996,0.009528000000000009,0.16291560000000516,0,3.792199484625677e-05,1.850430738073466e-05,-4.582395659369324e-06,-0.0005983252722340383
378853,0,26057,0,247.98,74.88,74.88,1,191.05,5,50.0,5.0,-0.006756000000000012,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008161000000000002,0.16291560000000516,0,2.969510923366411e-05,1.3831630532528306e-05,-6.576274644641307e-06,-0.00037179883171744763
5588,0,0,0,0.0,31.64,31.64,1,87.67,6,13.856,6.0,-0.0045469999999999955,0.17777879999999868,0.0,0.0,0.0045469999999999955,0.1777799999999985,0,1.7686804301335277e-05,0.0,0.0,-0.0007167254158133719
61928,0,5560,0,519.14,8.64,8.64,1,562.76,3,23.0,4.0,-0.008501999999999996,0.16291560000000516,0.09775199999999984,0.004168999999999992,0.008501999999999996,0.16291560000000516,0,3.415905192282989e-05,1.4731374356726685e-05,-8.382064671165496e-06,-0.0006007887267533898
16722,0,3066,0,309.45,24.72,24.72,1,218.9,5,16.5,5.0,-0.006191999999999989,0.16291560000000516,0.09774935999999812,0.004169000000000006,0.008160999999999988,0.16291560000000516,0,2.840797318844408e-05,1.2546776643416893e-05,-7.863410689861043e-06,-0.00037179883171744763
14659,0,2087,0,180.66,0.0,0.0,1,169.08,7,13.2,7.0,-0.005360000000000004,0.23669388000000424,0.14596272,0.0031149999999998956,0.005794999999999995,0.23669388000000424,0,2.2370136249253766e-05,1.1348758038554662e-05,-4.6122374953714754e-06,-0.0005401723840974623
20422,0,0,0,0.0,3.68,3.68,1,234.83,6,13.8,7.0,-0.005610000000000004,-1.1999999998124622e-06,0.0,0.0,0.005610000000000004,1.1999999998124622e-06,0,2.063474922731635e-05,0.0,0.0,4.4071306036292074e-09
10515,0,0,0,0.0,14.56,14.56,1,118.58,5,13.2,6.0,-0.007342999999999988,-1.1999999998124622e-06,0.0,0.0,0.007342999999999988,1.1999999998124622e-06,0,2.694764265364876e-05,0.0,0.0,4.4071306036292074e-09
5421,0,0,0,0.0,11.24,11.24,1,41.98,4,15.0,5.0,-0.0027880000000000127,0.17777879999999868,0.0,0.002148999999999998,0.004628000000000021,0.1777799999999985,0,1.4417166045748985e-05,-1.9173096251071686e-06,0.0,-0.00040974723231895505
1897432,6916,152369,1,249.07,3.56,3.56,2,155.99,4,13.2,5.0,-0.004627999999999993,-1.1999999998124622e-06,0.0,0.0007529999999998926,0.004627999999999993,1.1999999998124622e-06,0,1.865804686732509e-05,3.0357625953098118e-06,0.0,4.828800507062867e-09
87618,0,1815,0,172.86,51.67,51.67,1,171.29,3,75.0,4.0,-0.013437999999999894,0.16291560000000516,0.09775199999999984,0.008986000000000008,0.013437999999999894,0.16291560000000516,0,5.02931097021858e-05,3.282015551911498e-05,1.0548374908373678e-05,-0.0006007887267533898
4433,0,425,0,46.47,31.64,31.64,1,55.38,4,20.0,4.0,-0.010038999999999992,0.0,0.0,0.005050999999999903,0.010038999999999992,0.0,1,4.067858249389785e-05,2.046003959767513e-05,-3.9855438257097885e-06,0.0
6486,0,0,0,0.0,40.31,40.31,2,93.89,5,13.0,5.0,0.04883499999999999,1.6777787999999987,0.0,0.0,0.052483,1.6777787999999987,0,-0.00010366171947616205,0.0,0.0,-0.003833117839357366
