News Title,News Date,Response
Catat! Harga Tes Antigen di 64 Stasiun Ini Turun Jadi Rp45 Ribu,23 September 2021 10:51 WIB,"The sentiment score of the Bahasa Indonesian text ""Catat! Harga Tes Antigen di 64 Stasiun Ini Turun Jadi Rp45 Ribu?"" is **neutral**.

The text is simply informing the reader that the price of rapid antigen testing at 64 stations has been reduced to Rp45,000. There is no indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Catat: 0
* Harga: 0
* Tes: 0
* Antigen: 0
* di: 0
* 64: 0
* Stasiun: 0
* Ini: 0
* Turun: 0
* Jadi: 0
* Rp45: 0
* Ribu: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether the reduction in the price of rapid antigen testing at 64 stations is a positive or negative development is a matter of opinion. Some people may see it as a positive development, as it makes testing more affordable. Others may see it as a negative development, as it could lead to a decrease in the quality of testing."
Kemenperin Bidik Impor Bahan Baku Obat Turun 40 Persen,13 September 2021 14:51 WIB,"The sentiment score of the Bahasa Indonesian text ""Kemenperin Bidik Impor Bahan Baku Obat Turun 40 Persen"" is **neutral**.

The text is simply stating that the Indonesian Ministry of Industry (Kemenperin) is aiming to reduce imports of pharmaceutical raw materials by 40%. There is no indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Kemenperin: 0
* Bidik: 0
* Impor: 0
* Bahan Baku Obat: 0
* Turun: 0
* 40: 0
* Persen: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

Whether this development is positive or negative depends on a number of factors, such as the impact on the cost of pharmaceutical products and the quality of pharmaceutical products produced in Indonesia. If the reduction in imports leads to higher prices for pharmaceutical products, this could be a negative development for consumers. However, if the reduction in imports leads to increased investment in domestic production of pharmaceutical raw materials, this could be a positive development for the Indonesian economy.

Overall, the text is neutral about the Indonesian Ministry of Industry's aim to reduce imports of pharmaceutical raw materials by 40%. The impact of this development on consumers and the Indonesian economy will depend on a number of factors."
"Kinerja Indofarma (INAF) Bugar Semester I/2021, Apa Resepnya?",05 September 2021 18:43 WIB,"The sentiment score of the Bahasa Indonesian text ""Kinerja Indofarma (INAF) Bugar Semester I/2021, Apa Resepnya?"" is **positive**.

The text is about Indofarma's performance in the first half of 2021, which has been strong. The text asks the question ""What is the recipe for this success?"", which suggests that the author is impressed by Indofarma's performance.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Kinerja: 0
* Indofarma: 0
* INAF: 0
* Bugar: 0.5
* Semester I/2021: 0
* Apa: 0
* Resepnya: 0.5

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's performance in the first half of 2021. The author of the text is clearly impressed by the company's success and is curious to know what the recipe for this success is."
"Indofarma (INAF) Dapat Suntikkan Dana Rp199,8 Miliar dari Bio Farma, Ini Keuntungannya",03 September 2021 10:55 WIB,"The sentiment score of the Bahasa Indonesian text ""Indofarma (INAF) Dapat Suntikkan Dana Rp199,8 Miliar dari Bio Farma, Ini Keuntungannya?"" is **positive**.

The text is about Indofarma (INAF) receiving a loan of Rp199.8 billion from Bio Farma, its parent company. The text then goes on to list the benefits of this loan, which include:

* Supporting the synergy between members of the BUMN Holding Farmasi
* Obtaining a loan with a more competitive interest rate and grace period

The text also mentions that the loan will be used to accelerate the development and independence of medical devices, as well as the development of herbal medicines. This suggests that the author of the text is optimistic about Indofarma's future and believes that the loan will help the company to achieve its goals.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* INAF: 0
* Dapat: 0.5
* Suntikkan: 0.5
* Dana: 0
* Rp199,8: 0
* Miliar: 0
* dari: 0
* Bio: 0
* Farma: 0
* Ini: 0
* Keuntungannya: 0.5

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma receiving a loan of Rp199.8 billion from Bio Farma. The author of the text believes that the loan will benefit the company in a number of ways, including supporting its synergy with other members of the BUMN Holding Farmasi and helping it to accelerate the development and independence of medical devices and herbal medicines."
PINJAMAN PEMEGANG SAHAM : Bio Farma Akan Suntik INAF,03 September 2021 02:00 WIB,"The sentiment score of the Bahasa Indonesian text ""PINJAMAN PEMEGANG SAHAM : Bio Farma Akan Suntik INAF"" is **neutral**.

The text is simply stating that Bio Farma, the parent company of Indofarma (INAF), will be providing a shareholder loan to INAF. There is no indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* PINJAMAN: 0
* PEMEGANG: 0
* SAHAM: 0
* Bio: 0
* Farma: 0
* Akan: 0
* Suntik: 0.5
* INAF: 0

The average sentiment score of these words is 0.125, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether the fact that Bio Farma is providing a shareholder loan to INAF is a positive or negative development depends on a number of factors, such as the terms of the loan and how INAF intends to use the funds. If the loan is on favorable terms and INAF uses the funds to invest in its business and grow its revenue and profits, then this could be a positive development. However, if the loan is on unfavorable terms or INAF uses the funds to prop up its existing business model, then this could be a negative development.

Overall, the text is neutral about Bio Farma providing a shareholder loan to Indofarma. The impact of this development on INAF will depend on a number of factors."
KPK Kawal Pengadaan Vaksin Covovax dari India oleh Indofarma,02 September 2021 09:04 WIB,"The sentiment score of the Bahasa Indonesian text ""KPK Kawal Pengadaan Vaksin Covovax dari India oleh Indofarma"" is **neutral**.

The text is simply stating that the Indonesian Corruption Eradication Commission (KPK) is monitoring the procurement of Covovax vaccines from India by Indofarma. There is no indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* KPK: 0
* Kawal: 0
* Pengadaan: 0
* Vaksin: 0
* Covovax: 0
* dari: 0
* India: 0
* oleh: 0
* Indofarma: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether the fact that the KPK is monitoring the procurement of Covovax vaccines from India by Indofarma is a positive or negative development depends on a number of factors, such as the reason why the KPK is monitoring the procurement and the outcome of the monitoring. If the KPK is monitoring the procurement because it is concerned about potential corruption, then this could be a negative development. However, if the KPK is monitoring the procurement simply as a precautionary measure, then this could be a positive development, as it shows that the KPK is committed to ensuring that the procurement process is fair and transparent.

Overall, the text is neutral about the KPK monitoring the procurement of Covovax vaccines from India by Indofarma. The impact of this development on the procurement process and on Indofarma will depend on a number of factors."
Jokowi: Kemandirian Industri Obat Jadi Kelemahan Serius. Kode Keras untuk KAEF & INAF?,16 Agustus 2021 12:14 WIB,"The sentiment score of the Bahasa Indonesian text ""Jokowi: Kemandirian Industri Obat Jadi Kelemahan Serius. Kode Keras untuk KAEF & INAF?"" is **neutral**.

The text is simply stating that President Jokowi has identified the lack of self-sufficiency in the pharmaceutical industry as a serious weakness. The text then asks whether this is a strong signal for Bio Farma (KAEF) and Indofarma (INAF), two of Indonesia's largest pharmaceutical companies. There is no indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Jokowi: 0
* Kemandirian: 0
* Industri: 0
* Obat: 0
* Jadi: 0
* Kelemahan: -0.5
* Serius: -0.5
* Kode: 0
* Keras: 0
* untuk: 0
* KAEF: 0
* &: 0
* INAF: 0
* ? 0

The average sentiment score of these words is -0.125, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether the fact that President Jokowi has identified the lack of self-sufficiency in the pharmaceutical industry as a serious weakness is a positive or negative development depends on a number of factors, such as how the government intends to address this issue and the impact on Bio Farma and Indofarma. If the government takes steps to support the development of the pharmaceutical industry, this could be a positive development for Bio Farma and Indofarma. However, if the government does not take any action, this could be a negative development for the companies.

Overall, the text is neutral about President Jokowi's statement on the lack of self-sufficiency in the pharmaceutical industry. The impact of this statement on Bio Farma and Indofarma will depend on a number of factors."
Asa KLBF dan INAF Menjaga Kilau Kinerja Semester I/2021,02 Agustus 2021 05:30 WIB,"The sentiment of the Indonesian text ""Asa KLBF dan INAF Menjaga Kilau Kinerja Semester I/2021"" is **positive**. This text is about the hope of KLBF and INAF to maintain their excellent performance in the first half of 2021.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Asa: 0.5
* KLBF: 0
* dan: 0
* INAF: 0
* Menjaga: 0
* Kilau: 0.5
* Kinerja: 0
* Semester: 0
* I/2021: 0

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about the prospects of KLBF and INAF maintaining their excellent performance in the first half of 2021."
Semester I/2021: Penjualan Indofarma (INAF) Melejit 90 Persen,01 Agustus 2021 15:43 WIB,"The sentiment of the Indonesian text ""Semester I/2021: Penjualan Indofarma (INAF) Melejit 90 Persen"" is **positive**. 

The text is simply stating that Indofarma's (INAF) sales in the first half of 2021 skyrocketed by 90%. This is a significant increase, and it suggests that the company is performing well. The text also uses the word ""melesjit"" (skyrocketing), which suggests that the author is impressed by Indofarma's performance.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Semester: 0
* I/2021: 0
* Penjualan: 0
* Indofarma: 0
* (INAF): 0
* Melejit: 0.5
* 90: 0
* Persen: 0

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's performance in the first half of 2021. The company's sales increase is a sign that it is growing and expanding."
Indofarma (INAF) Genjot Produksi Persediaan Obat Covid-19,30 Juli 2021 19:47 WIB,"The sentiment of the Indonesian text ""Indofarma (INAF) Genjot Produksi Persediaan Obat Covid-19"" is **positive**. 

The text is simply stating that Indofarma (INAF) is ramping up production of COVID-19 medicines. This suggests that the company is committed to helping the fight against the pandemic. The text also uses the word ""genjot"" (ramp up), which suggests that the author is impressed by Indofarma's efforts.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* (INAF): 0
* Genjot: 0.5
* Produksi: 0
* Persediaan: 0
* Obat: 0
* Covid-19: 0

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's efforts to ramp up production of COVID-19 medicines. The company's commitment to helping the fight against the pandemic is commendable."
"Gandeng Indofarma, BTN Harapkan Kenaikan Kredit dan Dana Murah",16 Juli 2021 17:56 WIB,"The sentiment score of the Bahasa Indonesian text ""Gandeng Indofarma, BTN Harapkan Kenaikan Kredit dan Dana Murah"" is **positive**.

The text is about the collaboration between Indofarma and BTN, and BTN's hope for an increase in credit and cheap funds. This suggests that BTN is optimistic about the collaboration and its potential benefits.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Gandeng: 0
* Indofarma: 0
* BTN: 0
* Harapkan: 0.5
* Kenaikan: 0.5
* Kredit: 0.5
* dan: 0
* Dana: 0
* Murah: 0.5

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about the collaboration between Indofarma and BTN, and BTN's hope for an increase in credit and cheap funds."
"Kena Sentimen Vaksin Individu Berbayar, Saham Farmasi Hijau Berjamaah",12 Juli 2021 13:12 WIB,"The sentiment of the Bahasa Indonesian text ""Kena Sentimen Vaksin Individu Berbayar, Saham Farmasi Hijau Berjamaah"" is **neutral**.

The text is simply stating that pharmaceutical stocks have turned green together after being affected by the sentiment of paid individual vaccines. This means that the stocks have increased in value, but the text does not indicate whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Kena: 0
* Sentimen: 0
* Vaksin: 0
* Individu: 0
* Berbayar: 0
* Saham: 0
* Farmasi: 0
* Hijau: 0
* Berjamaah: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is neutral about the impact of the sentiment of paid individual vaccines on pharmaceutical stocks. The fact that the stocks have increased in value could be seen as a positive development, but it is also possible that the increase is temporary and that the stocks will eventually decline."
"Indofarma (INAF) Mulai ""Ngegas"" Produksi Obat Covid-19",07 Juli 2021 16:36 WIB,"The sentiment of the Indonesian text ""Indofarma (INAF) Mulai ""Ngegas"" Produksi Obat Covid-19"" is **positive**. The word ""ngegas"" means ""to accelerate"" or ""to step on the gas"". This suggests that Indofarma is increasing its production of COVID-19 medicines at a rapid pace. The author of the text is likely impressed by Indofarma's efforts, and the text is likely meant to convey a positive message to the reader.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* (INAF): 0
* Mulai: 0
* ""ngegas"": 0.5
* Produksi: 0
* Obat: 0
* Covid-19: 0

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's efforts to increase its production of COVID-19 medicines."
"PPKM Darurat, KAI Tambah 45 Stasiun Layani Rapid Test Antigen",06 Juli 2021 09:25 WIB,"The sentiment score of the Indonesian text ""PPKM Darurat, KAI Tambah 45 Stasiun Layani Rapid Test Antigen"" is **positive**. The text is about the Indonesian government's decision to impose an emergency PPKM (Pemberlakuan Pembatasan Kegiatan Masyarakat) and KAI's (Kereta Api Indonesia) decision to add 45 more stations that offer rapid antigen testing. This suggests that KAI is taking steps to make it easier for passengers to comply with the government's requirements and to travel safely. The text also uses the word ""tambah"" (add), which suggests that the author is impressed by KAI's efforts.

Here is a breakdown of the sentiment scores of the individual words in the text:

* PPKM: 0
* Darurat: 0
* KAI: 0
* Tambah: 0.5
* 45: 0
* Stasiun: 0
* Layani: 0
* Rapid: 0
* Test: 0
* Antigen: 0

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about KAI's decision to add 45 more stations that offer rapid antigen testing. This move makes it easier for passengers to comply with the government's requirements and to travel safely."
Ngeri-ngeri Sedap Prospek Saham Emiten Farmasi Pelat Merah,06 Juli 2021 08:05 WIB,"The sentiment score of the Indonesian text ""Ngeri-ngeri Sedap Prospek Saham Emiten Farmasi Pelat Merah"" is **neutral**.

The text is about the prospects of red-plate pharmaceutical company stocks, which are described as ""ngeri-ngeri sedap"". This is a colloquial Indonesian phrase that means ""both scary and exciting"". It can be interpreted in a number of ways, but it generally suggests that the future of these stocks is uncertain and could be both positive and negative.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Ngeri-ngeri: -0.5
* Sedap: 0.5
* Prospek: 0
* Saham: 0
* Emiten: 0
* Farmasi: 0
* Pelat: 0
* Merah: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is neutral about the prospects of red-plate pharmaceutical company stocks. The phrase ""ngeri-ngeri sedap"" suggests that the future of these stocks is uncertain and could be both positive and negative."
"Obat Covid-19 Mahal, Erick Thohir Perintahkan Farmasi BUMN Jaga Pasokan",05 Juli 2021 16:05 WIB,"The sentiment score of the Bahasa Indonesian text ""Obat Covid-19 Mahal, Erick Thohir Perintahkan Farmasi BUMN Jaga Pasokan"" is **neutral**, with a slight positive bias.

The text is about the high price of COVID-19 medicines and Erick Thohir's order to state-owned pharmaceutical companies to maintain the supply of these medicines. The fact that Erick Thohir has ordered state-owned pharmaceutical companies to maintain the supply of COVID-19 medicines suggests that he is concerned about the high price of these medicines and wants to make sure that they are available to everyone who needs them. This is a positive development. However, the text does not explicitly state that Erick Thohir is taking any steps to reduce the price of COVID-19 medicines. Therefore, the overall sentiment of the text is neutral.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Obat: 0
* Covid-19: 0
* Mahal: -0.5
* Erick: 0
* Thohir: 0
* Perintahkan: 0
* Farmasi: 0
* BUMN: 0
* Jaga: 0
* Pasokan: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text."
Indofarma: Harge Eceran Tertinggi Ivermectin Rp157.700,02 Juli 2021 13:19 WIB,"The sentiment of the Bahasa Indonesian text ""Indofarma: Harge Eceran Tertinggi Ivermectin Rp157.700"" is **neutral**. The text is simply stating the maximum retail price of Ivermectin from Indofarma, which is Rp157,700. There is no indication of whether the author of the text is positive or negative about this price.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* Harge: 0
* Eceran: 0
* Tertinggi: 0
* Ivermectin: 0
* Rp157.700: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether the price of Ivermectin from Indofarma is considered high or low depends on a number of factors, such as the cost of producing Ivermectin, the availability of Ivermectin from other sources, and the demand for Ivermectin. It is also important to note that the price of Ivermectin may vary depending on the retailer."
DNR Resmi Didistribusikan Ivermectin Produksi Indofarma,30 Juni 2021 16:35 WIB,"The sentiment of the Bahasa Indonesian text ""DNR Resmi Didistribusikan Ivermectin Produksi Indofarma"" is **neutral**. The text is simply stating that DNR has officially started distributing Ivermectin produced by Indofarma. There is no indication of whether the author of the text is positive or negative about this development.

Here is a breakdown of the sentiment scores of the individual words in the text:

* DNR: 0
* Resmi: 0
* Didistribusikan: 0
* Ivermectin: 0
* Produksi: 0
* Indofarma: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether the fact that DNR has officially started distributing Ivermectin produced by Indofarma is a positive or negative development depends on a number of factors, such as the safety and efficacy of Ivermectin, the need for Ivermectin in Indonesia, and the impact of the distribution on public health. It is also important to note that there is no consensus on the use of Ivermectin to treat COVID-19."
POLEMIK OBAT COVID-19 : Ivermectin Perlu Uji klinik,23 Juni 2021 02:00 WIB,"The sentiment of the Bahasa Indonesian text ""POLEMIK OBAT COVID-19 : Ivermectin Perlu Uji klinik"" is **neutral**. The text is simply stating the polemic surrounding the use of Ivermectin to treat COVID-19, and asking whether clinical trials are necessary. There is no indication of whether the author of the text is positive or negative about either of these things.

Here is a breakdown of the sentiment scores of the individual words in the text:

* POLEMIK: 0
* OBAT: 0
* COVID-19: 0
* Ivermectin: 0
* Perlu: 0
* Uji: 0
* klinik: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Whether Ivermectin is an effective treatment for COVID-19 is still a matter of debate. Some studies have shown that it can be effective in reducing viral load and improving symptoms, while other studies have not shown any benefit. More research is needed to confirm the safety and efficacy of Ivermectin for the treatment of COVID-19.

Clinical trials are essential for determining the safety and efficacy of new drugs and treatments. By conducting clinical trials, researchers can compare the new treatment to a standard of care or placebo to see if it is more effective. Clinical trials also help to identify any potential side effects of the new treatment.

Whether or not clinical trials are necessary for Ivermectin depends on a number of factors, including the weight of the existing evidence, the potential risks and benefits of Ivermectin, and the availability of other effective treatments for COVID-19."
"Indofarma (INAF) Produksi Obat Covid-19 Ivermectin 4 Juta Tablet per Bulan, Harga Rp5.000",22 Juni 2021 09:35 WIB,"The sentiment of the Bahasa Indonesian text ""Indofarma (INAF) Produksi Obat Covid-19 Ivermectin 4 Juta Tablet per Bulan, Harga Rp5.000"" is **positive**.

The text is about Indofarma (INAF), an Indonesian pharmaceutical company, producing 4 million tablets of the COVID-19 drug Ivermectin per month at a price of Rp5,000 per tablet. This is a significant development, as it will make Ivermectin more accessible and affordable to Indonesians who need it.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* (INAF): 0
* Produksi: 0
* Obat: 0
* Covid-19: 0
* Ivermectin: 0
* 4: 0
* Juta: 0
* Tablet: 0
* per: 0
* Bulan: 0
* Harga: 0
* Rp5.000: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text. However, the context of the text is positive, as it is about Indofarma producing a large quantity of an affordable COVID-19 drug. Therefore, the overall sentiment of the text is positive.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text."
"Indofarma (INAF) Rilis Obat Terapi Pasien Covid-19, Harga Rp7.000",21 Juni 2021 16:55 WIB,"The sentiment of the Bahasa Indonesian text ""Indofarma (INAF) Rilis Obat Terapi Pasien Covid-19, Harga Rp7.000"" is **positive**.

The text is about the release of a COVID-19 therapy drug by Indofarma (INAF), an Indonesian pharmaceutical company, at a price of Rp7,000 per tablet. This is a significant development, as it will make the drug more accessible and affordable to Indonesians who need it.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Indofarma: 0
* (INAF): 0
* Rilis: 0
* Obat: 0
* Terapi: 0
* Pasien: 0
* Covid-19: 0
* Harga: 0
* Rp7.000: 0

The average sentiment score of these words is 0, which is the overall sentiment score of the text. However, the context of the text is positive, as it is about the release of an affordable COVID-19 therapy drug. Therefore, the overall sentiment of the text is positive.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text."
"Kasus Covid-19 Melonjak, Ini Upaya Kementerian BUMN dan Indofarma (INAF)",21 Juni 2021 16:00 WIB,"The sentiment of the Bahasa Indonesian text ""Kasus Covid-19 Melonjak, Ini Upaya Kementerian BUMN dan Indofarma (INAF)"" is **neutral**.

The text is simply stating that the number of COVID-19 cases is increasing, and it asks about the efforts of the Ministry of State-Owned Enterprises (BUMN) and Indofarma (INAF) in response. There is no indication of whether the author of the text is positive or negative about the situation or the efforts being made.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Kasus: 0
* Covid-19: 0
* Melonjak: -0.5
* Ini: 0
* Upaya: 0
* Kementerian: 0
* BUMN: 0
* dan: 0
* Indofarma: 0
* (INAF): 0

The average sentiment score of these words is -0.045454545454545456, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

The sentiment of the text could be interpreted as positive or negative depending on the reader's perspective. For example, a reader who is concerned about the increasing number of COVID-19 cases might interpret the text as negative, while a reader who is confident in the ability of the Ministry of BUMN and Indofarma to respond to the crisis might interpret the text as positive."
‘Virus’ Penyebab Saham Indofarma (INAF) Mandek Kala Kinerja Bugar,17 Juni 2021 10:33 WIB,"The sentiment of the Bahasa Indonesian text ""‘Virus’ Penyebab Saham Indofarma (INAF) Mandek Kala Kinerja Bugar"" is **neutral**.

The text is simply stating that the 'virus' that is causing Indofarma's (INAF) stock to stagnate despite its strong performance is a mystery. There is no indication of whether the author of the text is positive or negative about the situation.

Here is a breakdown of the sentiment scores of the individual words in the text:

* ‘Virus’: 0
* Penyebab: 0
* Saham: 0
* Indofarma: 0
* (INAF): 0
* Mandek: -0.5
* Kala: 0
* Kinerja: 0
* Bugar: 0

The average sentiment score of these words is -0.055555555555555556, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

The sentiment of the text could be interpreted as positive or negative depending on the reader's perspective. For example, a reader who is bullish on Indofarma's stock might interpret the text as negative, while a reader who is bearish on Indofarma's stock might interpret the text as positive."
PROSPEK EMITEN FARMASI : Momentum INAF Bersolek,17 Juni 2021 02:00 WIB,"The sentiment of the Bahasa Indonesian text ""PROSPEK EMITEN FARMASI : Momentum INAF Bersolek"" is **positive**.

The text is simply stating that the prospects for pharmaceutical emitters are good, and that Indofarma (INAF) is well-positioned to benefit from this momentum. This is a positive outlook for Indofarma's stock.

Here is a breakdown of the sentiment scores of the individual words in the text:

* PROSPEK: 0
* EMITEN: 0
* FARMASI: 0
* : 0
* Momentum: 0
* INAF: 0
* Bersolek: 0.5

The average sentiment score of these words is 0.07142857142857142, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

The sentiment of the text could be interpreted as slightly positive or neutral depending on the reader's perspective. For example, a reader who is bullish on Indofarma's stock might interpret the text as slightly positive, while a reader who is neutral on Indofarma's stock might interpret the text as neutral."
"Fundamental Kuat, tapi Mengapa Saham Indofarma (INAF) Terlalu Mahal?",16 Juni 2021 16:51 WIB,"The sentiment of the Bahasa Indonesian text ""Fundamental Kuat, tapi Mengapa Saham Indofarma (INAF) Terlalu Mahal?"" is **neutral**.

The text is simply asking why Indofarma's (INAF) stock is so expensive, despite the company's strong fundamentals. There is no indication of whether the author of the text is positive or negative about the stock's price.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Fundamental: 0
* Kuat: 0
* tapi: 0
* Mengapa: 0
* Saham: 0
* Indofarma: 0
* (INAF): 0
* Terlalu: -0.5
* Mahal: -0.5

The average sentiment score of these words is -0.1111111111111111, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

The sentiment of the text could be interpreted as positive or negative depending on the reader's perspective. For example, a reader who is bullish on Indofarma's stock might interpret the text as negative, since they believe that the stock is undervalued. On the other hand, a reader who is bearish on Indofarma's stock might interpret the text as positive, since they believe that the stock is overvalued."
"Kinerja Positif, Begini Strategi Cuan Indofarma (INAF) Sepanjang 2021",15 Juni 2021 16:26 WIB,"The sentiment of the Bahasa Indonesian text ""Kinerja Positif, Begini Strategi Cuan Indofarma (INAF) Sepanjang 2021"" is **positive**.

The text is about Indofarma's (INAF) positive performance in 2021, and it asks about the company's strategy for making money (cuan) in the future. This suggests that the author of the text is optimistic about Indofarma's prospects and is interested in learning how to invest in the company.

Here is a breakdown of the sentiment scores of the individual words in the text:

* Kinerja: 0
* Positif: 0.5
* Begini: 0
* Strategi: 0
* Cuan: 0.5
* Indofarma: 0
* (INAF): 0
* Sepanjang: 0
* 2021: 0

The average sentiment score of these words is 0.375, which is the overall sentiment score of the text.

It is important to note that sentiment analysis is a complex task, and there is no single perfect way to do it. The sentiment score that I have provided is just one possible interpretation of the sentiment of the text.

Overall, the text is positive about Indofarma's performance and prospects. The use of the word ""cuan"" suggests that the author is interested in learning how to invest in the company."
