order_date,cust_id,city,state,prodname,categoryname,price,quantity,total
2020-06-28,240,Redwood City,California,BYOR-4005,Robot Kits,245,4,980
2020-06-28,800,Denver,Colorado,All Eyes Drone Blueprint,Blueprints,9.99,4,39.96
2020-06-29,523,Lexington,Kentucky,BYOR-1000,Robot Kits,189,4,756
2020-06-30,1851,Lafayette,Louisiana,Delivery Drones,eBooks,14.99,3,44.97
2020-06-30,217,Saint Paul,Minnesota,BYOR-2640S,Robot Kits,189,5,945
2020-06-30,626,Scranton,Pennsylvania,RWW-75 Robot,Robots,883,5,4415
2020-07-01,1356,Roanoke,Virginia,BYOR-1000,Robot Kits,189,3,567
2020-07-01,1397,Brea,California,BYOR-1000,Robot Kits,189,4,756
2020-07-01,1235,Spokane,Washington,Delivery Drones,eBooks,14.99,5,74.95
2020-07-01,760,Bellevue,Washington,BYOD-200,Drone Kits,58.95,4,235.8
2020-07-01,669,Houston,Texas,DA-SA702 Drone,Drones,399,6,2394
2020-07-01,122,Corpus Christi,Texas,RWW-75 Robot,Robots,883,4,3532
2020-07-02,1813,Berkeley,California,Hexacopter Drone Blueprint,Blueprints,8.99,5,44.95
2020-07-02,2073,Phoenix,Arizona,Polar Robots,eBooks,23.99,4,95.96
2020-07-02,628,Davenport,Iowa,Industrial 3D Printing,Training Videos,49,5,245
2020-07-02,1531,Atlanta,Georgia,All Eyes Drone Blueprint,Blueprints,9.99,6,59.94
2020-07-02,809,Dayton,Ohio,Drone Building Essentials,eBooks,13.99,4,55.96
2020-07-03,1843,Madison,Wisconsin,Spherical Robots,eBooks,16.75,4,67
2020-07-03,310,Paterson,New Jersey,Virtual Reality Basics,Training Videos,29.99,3,89.97
2020-07-03,338,Atlanta,Georgia,BYOD-100,Drone Kits,54,6,324
2020-07-04,1476,Petaluma,California,Drone Video Techniques,Training Videos,37.99,6,227.94
2020-07-04,1867,Baton Rouge,Louisiana,RCB-889 Robot,Robots,549,3,1647
2020-07-04,1588,San Antonio,Texas,Hexacopter Drone Blueprint,Blueprints,8.99,4,35.96
2020-07-04,1583,Miami Beach,Florida,RLK-9920 Robot,Robots,699,3,2097
2020-07-04,1761,Pasadena,California,Building Your First Robot,eBooks,24.95,3,74.85
2020-07-04,275,Newark,New Jersey,Creature Robot Arms Blueprint,Blueprints,12,1,12
2020-07-04,1507,Pittsburgh,Pennsylvania,DX-145 Drone,Drones,250,4,1000
2020-07-05,708,Meridian,Mississippi,Sleepy Eye Blueprint,Blueprints,11.99,6,71.94
2020-07-05,1665,Amarillo,Texas,Open Source Code,Training Videos,32.95,3,98.85000000000001
2020-07-05,1778,Little Rock,Arkansas,SCARA Robots,eBooks,19.5,4,78
2020-07-05,1518,Springfield,Illinois,DC-304 Drone,Drones,395,3,1185
2020-07-05,1452,Inglewood,California,Drone Video Techniques,Training Videos,37.99,6,227.94
2020-07-05,755,San Diego,California,AI for Educators,Training Videos,49.95,2,99.9
2020-07-06,446,Dayton,Ohio,Understanding Artificial Intelligence,eBooks,19.5,4,78
2020-07-06,581,Louisville,Kentucky,DTE-QFN20 Drone,Drones,250,3,750
2020-07-06,1839,Boynton Beach,Florida,Drone Building Essentials,eBooks,13.99,4,55.96
2020-07-07,244,Birmingham,Alabama,Understanding Raspberry PI,Training Videos,28.99,1,28.99
2020-07-07,981,Richmond,Virginia,Spherical Robots,eBooks,16.75,4,67
2020-07-07,433,Omaha,Nebraska,BYOD-300,Drone Kits,89,6,534
2020-07-08,2025,Simi Valley,California,DTD-7000 Drone,Drones,450,2,900
2020-07-08,1963,Buffalo,New York,BYOR-2640S,Robot Kits,189,5,945
2020-07-08,1314,Nashville,Tennessee,SCARA Robots,eBooks,19.5,5,97.5
2020-07-08,1964,Charlottesville,Virginia,DX-145 Drone,Drones,250,5,1250
2020-07-08,218,Orlando,Florida,Cloud Computing,Training Videos,29.99,5,149.95
2020-07-08,2090,Englewood,Colorado,Aerial Security,Training Videos,36.99,5,184.95000000000002
2020-07-08,538,Lakeland,Florida,Building Your Own Drone,eBooks,24.99,3,74.97
2020-07-08,764,Jacksonville,Florida,Drone Video Techniques,Training Videos,37.99,3,113.97
2020-07-08,828,Pocatello,Idaho,Cloud Computing,Training Videos,29.99,5,149.95
2020-07-08,1240,Marietta,Georgia,DX-145 Drone,Drones,250,3,750
2020-07-09,354,Lafayette,Indiana,Photograph Drones,eBooks,14.99,4,59.96
2020-07-09,1408,Long Beach,California,DTE-QFN20 Drone,Drones,250,2,500
2020-07-09,2115,Detroit,Michigan,Bsquare Robot Blueprint,Blueprints,8.99,6,53.94
2020-07-09,1916,Columbus,Ohio,Drone Building Essentials,eBooks,13.99,6,83.94
2020-07-09,1803,Everett,Washington,Building Your First Robot,eBooks,24.95,2,49.9
2020-07-10,2006,New York City,New York,BYOD-300,Drone Kits,89,6,534
2020-07-10,854,Tacoma,Washington,Single Rotor Drones,eBooks,14.99,6,89.94
2020-07-10,418,Tallahassee,Florida,BYOD-550,Drone Kits,179,5,895
2020-07-10,1427,Jackson,Mississippi,All Eyes Drone Blueprint,Blueprints,9.99,3,29.97
2020-07-10,1121,Miami,Florida,BYOD-350,Drone Kits,89.95,3,269.85
2020-07-10,1067,Kansas City,Kansas,MICR-564K Drone,Drones,499,2,998
2020-07-10,1208,Fort Smith,Arkansas,Virtual Reality Basics,Training Videos,29.99,5,149.95
2020-07-10,1909,Cape Coral,Florida,DX-145 Drone,Drones,250,3,750
2020-07-11,1548,Albany,New York,SCARA Robots,eBooks,19.5,5,97.5
2020-07-11,616,Grand Rapids,Michigan,MICR-564K Drone,Drones,499,3,1497
2020-07-11,1343,Atlanta,Georgia,AI for Educators,Training Videos,49.95,3,149.85000000000002
2020-07-11,1408,Long Beach,California,BYOD-350,Drone Kits,89.95,3,269.85
2020-07-11,714,Dallas,Texas,Creature Robot Arms Blueprint,Blueprints,12,2,24
2020-07-11,742,Tacoma,Washington,Building Your First Robot,eBooks,24.95,4,99.8
2020-07-12,717,Bronx,New York,DA-SA702 Drone,Drones,399,2,798
2020-07-12,323,Houston,Texas,DA-SA702 Drone,Drones,399,2,798
2020-07-12,1756,Des Moines,Iowa,RWW-75 Robot,Robots,883,1,883
2020-07-12,1878,Miami,Florida,BYOR-1000,Robot Kits,189,5,945
2020-07-12,1038,Dallas,Texas,Building Your Own Drone,eBooks,24.99,3,74.97
2020-07-13,727,Charleston,West Virginia,BYOR-3000,Robot Kits,214,2,428
2020-07-13,1159,Denver,Colorado,Building Your First Robot,eBooks,24.95,3,74.85
2020-07-13,397,Toledo,Ohio,Open Source Code,Training Videos,32.95,4,131.8
2020-07-13,1120,Chicago,Illinois,Robotic Essentials,Training Videos,34.99,2,69.98
2020-07-13,1370,Miami,Florida,RQTE-554 Robot,Robots,684,2,1368
2020-07-13,430,Odessa,Texas,AI for Educators,Training Videos,49.95,3,149.85000000000002
2020-07-14,1814,Huntington,West Virginia,Panda Robot Blueprint,Blueprints,7.99,5,39.95
2020-07-14,498,Dallas,Texas,Building Your Own Drone,eBooks,24.99,2,49.98
2020-07-14,1406,Charlotte,North Carolina,BYOD-300,Drone Kits,89,2,178
2020-07-14,950,Dayton,Ohio,Drone Building Essentials,eBooks,13.99,4,55.96
2020-07-14,1756,Des Moines,Iowa,Robotic Essentials,Training Videos,34.99,5,174.95000000000002
2020-07-14,677,Decatur,Georgia,BYOR-4005,Robot Kits,245,3,735
2020-07-15,470,Springfield,Illinois,QuadroCopter Blueprint,Blueprints,10.99,3,32.97
2020-07-15,1209,Brooklyn,New York,Understanding Raspberry PI,Training Videos,28.99,4,115.96
2020-07-15,2102,Toledo,Ohio,BYOD-350,Drone Kits,89.95,2,179.9
2020-07-16,1357,College Station,Texas,Panda Robot Blueprint,Blueprints,7.99,6,47.94
2020-07-16,1538,Fort Lauderdale,Florida,Hexacopter Drone Blueprint,Blueprints,8.99,5,44.95
2020-07-17,679,Oklahoma City,Oklahoma,Bsquare Robot Blueprint,Blueprints,8.99,2,17.98
2020-07-17,1171,Baton Rouge,Louisiana,Building Your Own Drone,eBooks,24.99,4,99.96
2020-07-18,935,San Antonio,Texas,Panda Robot Blueprint,Blueprints,7.99,5,39.95
2020-07-18,1872,Seattle,Washington,Understanding 3D Printing,Training Videos,42.99,5,214.95000000000002
2020-07-18,1665,Amarillo,Texas,AI for Educators,Training Videos,49.95,3,149.85000000000002
2020-07-18,614,Garland,Texas,Virtual Reality Basics,Training Videos,29.99,3,89.97
2020-07-18,1794,Los Angeles,California,SCARA Robots,eBooks,19.5,3,58.5
2020-07-19,1139,Chicago,Illinois,Understanding Automation,Training Videos,44.95,2,89.9
2020-07-19,98,Cedar Rapids,Iowa,Cat Robot Blueprint,Blueprints,4.99,6,29.94
2020-07-19,1153,Las Vegas,Nevada,BYOR-1000,Robot Kits,189,4,756
2020-07-19,1809,Pittsburgh,Pennsylvania,MICR-23K Robot,Robots,899,3,2697
2020-07-19,1225,Pittsburgh,Pennsylvania,Ladybug Robot Blueprint,Blueprints,12,5,60
2020-07-20,66,San Jose,California,Panda Robot Blueprint,Blueprints,7.99,2,15.98
2020-07-20,1259,Great Neck,New York,Robotic Essentials,Training Videos,34.99,3,104.97
2020-07-20,406,Macon,Georgia,DA-SA702 Drone,Drones,399,3,1197
2020-07-20,648,Houston,Texas,Drone Building Essentials,eBooks,13.99,4,55.96
2020-07-20,184,Maple Plain,Minnesota,Drone Video Techniques,Training Videos,37.99,4,151.96
2020-07-21,820,Juneau,Alaska,Cartesian Robots,eBooks,12.99,3,38.97
2020-07-21,654,Charlotte,North Carolina,BYOD-100,Drone Kits,54,5,270
2020-07-21,1183,Dallas,Texas,DX-145 Drone,Drones,250,2,500
2020-07-21,1121,Miami,Florida,BYOR-1500,Robot Kits,189,4,756
2020-07-21,652,Sacramento,California,Delivery Drones,eBooks,14.99,2,29.98
2020-07-21,1284,Washington,District of Columbia,Polar Robots,eBooks,23.99,5,119.94999999999999
2020-07-21,155,Fort Wayne,Indiana,BYOD-220,Drone Kits,69,4,276
2020-07-21,1202,Greeley,Colorado,AI for Educators,Training Videos,49.95,4,199.8
2020-07-21,222,Reno,Nevada,BYOR-1500,Robot Kits,189,3,567
2020-07-22,1806,Corpus Christi,Texas,DTD-7000 Drone,Drones,450,3,1350
2020-07-22,1840,Pompano Beach,Florida,DTD-7000 Drone,Drones,450,4,1800
2020-07-22,1108,Youngstown,Ohio,DA-SA702 Drone,Drones,399,4,1596
2020-07-22,254,Canton,Ohio,Drone Video Techniques,Training Videos,37.99,1,37.99
2020-07-22,134,Fullerton,California,BYOR-4005,Robot Kits,245,4,980
2020-07-22,906,Flint,Michigan,Open Source Code,Training Videos,32.95,5,164.75
2020-07-22,1226,Lincoln,Nebraska,Building Your Own Drone,eBooks,24.99,3,74.97
2020-07-22,863,Houston,Texas,BYOR-3535,Robot Kits,225,6,1350
2020-07-23,2107,Atlanta,Georgia,Understanding Automation,Training Videos,44.95,4,179.8
2020-07-23,75,Oklahoma City,Oklahoma,RXW-9807 Robot,Robots,599,5,2995
2020-07-23,1651,San Francisco,California,BYOD-100,Drone Kits,54,2,108
2020-07-23,1916,Columbus,Ohio,Multi Rotor Drones,eBooks,24.95,2,49.9
2020-07-24,603,Wilmington,Delaware,Fixed Wing Drones,eBooks,15.5,2,31
2020-07-24,1184,Los Angeles,California,Robotic Essentials,Training Videos,34.99,3,104.97
2020-07-25,575,Manassas,Virginia,Sleepy Eye Blueprint,Blueprints,11.99,5,59.95
2020-07-26,2000,Saint Paul,Minnesota,DX-145 Drone,Drones,250,1,250
2020-07-26,1672,Portsmouth,New Hampshire,DTI-84 Drone,Drones,455,5,2275
2020-07-26,576,Clearwater,Florida,DC-304 Drone,Drones,395,6,2370
2020-07-26,1055,San Diego,California,Articulated Robots,eBooks,23.99,5,119.94999999999999
2020-07-27,1303,Baltimore,Maryland,AI for Educators,Training Videos,49.95,1,49.95
2020-07-27,27,Chandler,Arizona,Creature Robot Arms Blueprint,Blueprints,12,5,60
2020-07-28,881,Bellevue,Washington,BYOR-3000,Robot Kits,214,4,856
2020-07-28,1661,Albuquerque,New Mexico,RQTE-554 Robot,Robots,684,2,1368
2020-07-28,591,Charlotte,North Carolina,Spherical Robots,eBooks,16.75,5,83.75
2020-07-28,1353,Oklahoma City,Oklahoma,Photograph Drones,eBooks,14.99,3,44.97
2020-07-29,1179,Phoenix,Arizona,Understanding 3D Printing,Training Videos,42.99,1,42.99
2020-07-29,351,Boston,Massachusetts,RXW-9807 Robot,Robots,599,6,3594
2020-07-29,228,Washington,District of Columbia,Understanding 3D Printing,Training Videos,42.99,4,171.96
2020-07-29,1060,Washington,District of Columbia,QuadroCopter Blueprint,Blueprints,10.99,5,54.95
2020-07-29,10,Rochester,New York,Sleepy Eye Blueprint,Blueprints,11.99,4,47.96
2020-07-29,674,Rochester,New York,Understanding 3D Printing,Training Videos,42.99,3,128.97
2020-07-29,1834,Daytona Beach,Florida,BYOR-4005,Robot Kits,245,3,735
2020-07-30,1411,Minneapolis,Minnesota,BYOD-500,Drone Kits,167,5,835
2020-07-30,914,San Diego,California,RCB-889 Robot,Robots,549,5,2745
2020-07-30,499,Bonita Springs,Florida,QuadroCopter Blueprint,Blueprints,10.99,2,21.98
2020-07-30,1524,Evansville,Indiana,Understanding 3D Printing,Training Videos,42.99,4,171.96
2020-07-30,2110,Temple,Texas,BYOD-100,Drone Kits,54,4,216
2020-07-30,673,Albany,New York,BYOD-400S,Drone Kits,129.95,3,389.84999999999997
2020-07-31,382,Reading,Pennsylvania,Mapping with Drones,Training Videos,49,2,98
2020-07-31,437,Miami Beach,Florida,BYOD-350,Drone Kits,89.95,4,359.8
2020-07-31,483,Decatur,Illinois,BYOR-4005,Robot Kits,245,3,735
2020-07-31,575,Manassas,Virginia,RLK-9920 Robot,Robots,699,5,3495
2020-08-01,1943,Brooklyn,New York,DTI-84 Drone,Drones,455,3,1365
2020-08-01,1310,Seattle,Washington,Ladybug Robot Blueprint,Blueprints,12,2,24
2020-08-02,1012,Shreveport,Louisiana,Creature Robot Arms Blueprint,Blueprints,12,4,48
2020-08-02,504,Yakima,Washington,BYOD-500,Drone Kits,167,3,501
2020-08-03,1342,Columbus,Mississippi,Understanding Drone Regulations,Training Videos,27.5,4,110
2020-08-03,1923,Tucson,Arizona,BYOR-4005,Robot Kits,245,4,980
2020-08-03,1292,Valley Forge,Pennsylvania,Sleepy Eye Blueprint,Blueprints,11.99,2,23.98
2020-08-03,1257,Huntington,West Virginia,Cat Robot Blueprint,Blueprints,4.99,2,9.98
2020-08-03,1435,Newark,New Jersey,BYOR-3000,Robot Kits,214,4,856
2020-08-03,1746,Pasadena,California,Hexacopter Drone Blueprint,Blueprints,8.99,3,26.97
2020-08-03,1450,Nashville,Tennessee,BYOD-400S,Drone Kits,129.95,3,389.84999999999997
2020-08-03,1371,Sacramento,California,Delivery Drones,eBooks,14.99,4,59.96
2020-08-03,695,Denver,Colorado,MICR-564K Drone,Drones,499,5,2495
2020-08-04,1461,Arlington,Virginia,Spherical Robots,eBooks,16.75,6,100.5
2020-08-04,143,Fort Pierce,Florida,BYOD-220,Drone Kits,69,5,345
2020-08-04,720,Saint Louis,Missouri,SCARA Robots,eBooks,19.5,4,78
2020-08-04,787,Sioux City,Iowa,BYOD-500,Drone Kits,167,5,835
2020-08-04,1468,Petaluma,California,BYOD-500,Drone Kits,167,3,501
2020-08-05,728,Chicago,Illinois,DTE-QFN20 Drone,Drones,250,4,1000
2020-08-06,181,Ann Arbor,Michigan,Delta Robots,eBooks,16.99,5,84.94999999999999
2020-08-06,931,Houston,Texas,BYOR-1500,Robot Kits,189,2,378
2020-08-06,1786,Tucson,Arizona,RXW-9807 Robot,Robots,599,1,599
2020-08-06,1851,Lafayette,Louisiana,Photograph Drones,eBooks,14.99,4,59.96
2020-08-06,736,Washington,District of Columbia,BYOD-400,Drone Kits,119,2,238
2020-08-06,1042,Lexington,Kentucky,DA-SA702 Drone,Drones,399,2,798
2020-08-07,1636,Salt Lake City,Utah,Multi Rotor Drones,eBooks,24.95,4,99.8
2020-08-07,2073,Phoenix,Arizona,RCB-889 Robot,Robots,549,2,1098
2020-08-07,274,Sacramento,California,RWW-75 Robot,Robots,883,5,4415
2020-08-07,465,Boise,Idaho,Articulated Robots,eBooks,23.99,4,95.96
2020-08-08,1770,Bloomington,Illinois,Delivery Drones,eBooks,14.99,6,89.94
2020-08-08,1725,Birmingham,Alabama,DTE-QFN20 Drone,Drones,250,4,1000
2020-08-08,169,Wilmington,Delaware,Bsquare Robot Blueprint,Blueprints,8.99,5,44.95
2020-08-08,970,Roanoke,Virginia,MICR-23K Robot,Robots,899,4,3596
2020-08-08,1838,Fort Lauderdale,Florida,Spherical Robots,eBooks,16.75,2,33.5
2020-08-09,1733,Washington,District of Columbia,MICR-23K Robot,Robots,899,2,1798
2020-08-09,1780,Indianapolis,Indiana,RWW-75 Robot,Robots,883,3,2649
2020-08-09,1310,Seattle,Washington,DC-304 Drone,Drones,395,4,1580
2020-08-09,1331,Newark,Delaware,BYOD-300,Drone Kits,89,4,356
2020-08-09,1294,Phoenix,Arizona,QuadroCopter Blueprint,Blueprints,10.99,4,43.96
2020-08-10,1398,Louisville,Kentucky,BYOR-3535,Robot Kits,225,4,900
2020-08-10,1886,Muncie,Indiana,Virtual Reality Basics,Training Videos,29.99,3,89.97
2020-08-10,1230,Staten Island,New York,BYOD-300,Drone Kits,89,3,267
2020-08-10,154,Chicago,Illinois,Drone Video Techniques,Training Videos,37.99,3,113.97
2020-08-10,620,Norwalk,Connecticut,BYOD-400S,Drone Kits,129.95,2,259.9
2020-08-11,1706,Denver,Colorado,BYOR-4005,Robot Kits,245,3,735
2020-08-11,929,North Las Vegas,Nevada,Single Rotor Drones,eBooks,14.99,4,59.96
2020-08-11,1230,Staten Island,New York,Mapping with Drones,Training Videos,49,4,196
2020-08-11,1058,Houston,Texas,BYOD-200,Drone Kits,58.95,4,235.8
2020-08-11,334,Bakersfield,California,DA-SA702 Drone,Drones,399,5,1995
2020-08-12,500,Kansas City,Kansas,Cartesian Robots,eBooks,12.99,2,25.98
2020-08-12,1293,Indianapolis,Indiana,BYOR-1000,Robot Kits,189,2,378
2020-08-12,1951,Corona,California,Delta Robots,eBooks,16.99,2,33.98
2020-08-13,266,Alexandria,Louisiana,Articulated Robots,eBooks,23.99,2,47.98
2020-08-14,1530,Reno,Nevada,Understanding Drone Regulations,Training Videos,27.5,1,27.5
2020-08-15,1174,Wilmington,Delaware,Understanding Arduino,eBooks,17.5,5,87.5
2020-08-15,47,Wilkes Barre,Pennsylvania,RWW-75 Robot,Robots,883,3,2649
2020-08-15,1161,Zephyrhills,Florida,DTE-QFN20 Drone,Drones,250,5,1250
2020-08-15,272,Concord,California,Understanding Drone Regulations,Training Videos,27.5,2,55
2020-08-15,489,Kent,Washington,BYOR-2640S,Robot Kits,189,4,756
2020-08-15,1992,Bronx,New York,BYOR-3000,Robot Kits,214,3,642
2020-08-15,2079,Chattanooga,Tennessee,Panda Robot Blueprint,Blueprints,7.99,3,23.97
2020-08-16,1300,Houston,Texas,BYOD-400S,Drone Kits,129.95,3,389.84999999999997
2020-08-16,146,Newark,New Jersey,Industrial 3D Printing,Training Videos,49,6,294
2020-08-16,360,Pompano Beach,Florida,SCARA Robots,eBooks,19.5,1,19.5
2020-08-16,200,Washington,District of Columbia,GPS Drones,eBooks,19.99,4,79.96
2020-08-17,1003,Memphis,Tennessee,RLK-9920 Robot,Robots,699,6,4194
2020-08-17,429,Woburn,Massachusetts,RQTE-554 Robot,Robots,684,4,2736
2020-08-17,1122,Lexington,Kentucky,Hexacopter Drone Blueprint,Blueprints,8.99,4,35.96
2020-08-17,1434,San Francisco,California,Hexacopter Drone Blueprint,Blueprints,8.99,3,26.97
2020-08-17,1050,Worcester,Massachusetts,All Eyes Drone Blueprint,Blueprints,9.99,4,39.96
2020-08-17,1723,San Francisco,California,AI for Educators,Training Videos,49.95,3,149.85000000000002
2020-08-17,329,Huntington,West Virginia,BYOD-200,Drone Kits,58.95,5,294.75
2020-08-17,1334,Trenton,New Jersey,DC-304 Drone,Drones,395,4,1580
2020-08-18,221,Albuquerque,New Mexico,Panda Robot Blueprint,Blueprints,7.99,2,15.98
2020-08-18,1908,Portsmouth,New Hampshire,BYOR-4005,Robot Kits,245,2,490
2020-08-18,559,Dayton,Ohio,Cat Robot Blueprint,Blueprints,4.99,5,24.950000000000003
2020-08-19,143,Fort Pierce,Florida,Virtual Reality Basics,Training Videos,29.99,3,89.97
2020-08-19,1121,Miami,Florida,RCB-889 Robot,Robots,549,4,2196
2020-08-19,305,Bronx,New York,Multi Rotor Drones,eBooks,24.95,4,99.8
2020-08-19,1859,San Bernardino,California,Helicopter Drones,eBooks,20.95,4,83.8
2020-08-20,968,Fort Wayne,Indiana,MICR-23K Robot,Robots,899,4,3596
2020-08-20,965,Hartford,Connecticut,RTF Drones,eBooks,16.99,4,67.96
2020-08-21,1018,Fort Wayne,Indiana,BYOD-100,Drone Kits,54,2,108
2020-08-21,37,Fort Wayne,Indiana,DC-304 Drone,Drones,395,3,1185
2020-08-21,974,Spokane,Washington,BYOD-550,Drone Kits,179,5,895
2020-08-21,1479,Phoenix,Arizona,RWW-75 Robot,Robots,883,1,883
2020-08-22,379,Battle Creek,Michigan,BYOD-500,Drone Kits,167,4,668
2020-08-22,130,Saginaw,Michigan,DA-SA702 Drone,Drones,399,5,1995
2020-08-22,601,Youngstown,Ohio,Delta Robots,eBooks,16.99,3,50.97
2020-08-22,1837,Schaumburg,Illinois,Single Rotor Drones,eBooks,14.99,2,29.98
2020-08-22,1549,Galveston,Texas,Polar Robots,eBooks,23.99,4,95.96
2020-08-22,494,Humble,Texas,Ladybug Robot Blueprint,Blueprints,12,5,60
2020-08-22,545,Akron,Ohio,Single Rotor Drones,eBooks,14.99,5,74.95
2020-08-23,1876,Lexington,Kentucky,Understanding Arduino,eBooks,17.5,2,35
2020-08-24,542,Buffalo,New York,BYOD-100,Drone Kits,54,4,216
2020-08-24,2047,Miami,Florida,Sleepy Eye Blueprint,Blueprints,11.99,2,23.98
2020-08-24,356,Sacramento,California,BYOR-2640S,Robot Kits,189,3,567
2020-08-24,886,San Antonio,Texas,BYOD-350,Drone Kits,89.95,4,359.8
2020-08-24,1102,Brooklyn,New York,BYOR-1000,Robot Kits,189,6,1134
2020-08-24,1716,Philadelphia,Pennsylvania,BYOD-220,Drone Kits,69,4,276
2020-08-24,793,Peoria,Illinois,BYOD-200,Drone Kits,58.95,4,235.8
2020-08-24,185,Fresno,California,RTF Drones,eBooks,16.99,3,50.97
2020-08-25,1480,Birmingham,Alabama,All Eyes Drone Blueprint,Blueprints,9.99,2,19.98
2020-08-25,1732,Springfield,Missouri,Cloud Computing,Training Videos,29.99,5,149.95
2020-08-25,1679,Young America,Minnesota,BYOD-400,Drone Kits,119,4,476
2020-08-25,287,Honolulu,Hawaii,Panda Robot Blueprint,Blueprints,7.99,4,31.96
2020-08-25,420,Chicago,Illinois,BYOD-300,Drone Kits,89,5,445
2020-08-26,448,Apache Junction,Arizona,DTD-7000 Drone,Drones,450,5,2250
2020-08-26,66,San Jose,California,BYOR-2640S,Robot Kits,189,3,567
2020-08-26,818,Olympia,Washington,Cartesian Robots,eBooks,12.99,4,51.96
2020-08-26,707,Riverside,California,Spherical Robots,eBooks,16.75,6,100.5
2020-08-27,1504,Fort Worth,Texas,BYOR-3535,Robot Kits,225,2,450
2020-08-27,2005,Saint Petersburg,Florida,DA-SA702 Drone,Drones,399,2,798
2020-08-27,213,Pasadena,California,Aerial Security,Training Videos,36.99,3,110.97
2020-08-27,1335,Port Washington,New York,Drone Video Techniques,Training Videos,37.99,3,113.97
2020-08-27,666,Charlotte,North Carolina,DA-SA702 Drone,Drones,399,3,1197
2020-08-28,1161,Zephyrhills,Florida,MICR-23K Robot,Robots,899,6,5394
2020-08-28,522,Newark,Delaware,RXW-9807 Robot,Robots,599,3,1797
2020-08-28,1582,Syracuse,New York,Helicopter Drones,eBooks,20.95,1,20.95
2020-08-28,319,Denver,Colorado,DTI-84 Drone,Drones,455,3,1365
2020-08-29,1481,El Paso,Texas,BYOR-4005,Robot Kits,245,2,490
2020-08-29,1268,Boston,Massachusetts,Panda Robot Blueprint,Blueprints,7.99,6,47.94
2020-08-29,314,Daytona Beach,Florida,Helicopter Drones,eBooks,20.95,1,20.95
2020-08-29,1016,Winter Haven,Florida,RLK-9920 Robot,Robots,699,5,3495
2020-08-30,788,Decatur,Georgia,BYOD-500,Drone Kits,167,3,501
2020-08-30,1632,Spring,Texas,Delivery Drones,eBooks,14.99,2,29.98
2020-08-31,1645,Columbia,South Carolina,BYOD-200,Drone Kits,58.95,4,235.8
2020-08-31,2025,Simi Valley,California,Robotic Essentials,Training Videos,34.99,2,69.98
2020-09-01,359,Fort Smith,Arkansas,Hexacopter Drone Blueprint,Blueprints,8.99,4,35.96
2020-09-01,864,Dayton,Ohio,DTE-QFN20 Drone,Drones,250,3,750
2020-09-01,624,Knoxville,Tennessee,Cartesian Robots,eBooks,12.99,3,38.97
2020-09-01,473,Baltimore,Maryland,BYOD-350,Drone Kits,89.95,6,539.7
2020-09-01,602,Fresno,California,GPS Drones,eBooks,19.99,2,39.98
2020-09-01,941,North Little Rock,Arkansas,GPS Drones,eBooks,19.99,5,99.94999999999999
2020-09-01,1884,Arlington,Texas,GPS Drones,eBooks,19.99,3,59.97
2020-09-01,1015,Winston Salem,North Carolina,All Eyes Drone Blueprint,Blueprints,9.99,3,29.97
2020-09-01,1280,Irvine,California,Building Your Own Drone,eBooks,24.99,5,124.94999999999999
2020-09-01,1787,Littleton,Colorado,RCB-889 Robot,Robots,549,3,1647
2020-09-01,1227,Madison,Wisconsin,MICR-23K Robot,Robots,899,3,2697
2020-09-02,1883,Fort Worth,Texas,Panda Robot Blueprint,Blueprints,7.99,6,47.94
2020-09-02,72,Brockton,Massachusetts,Creature Robot Arms Blueprint,Blueprints,12,3,36
2020-09-02,404,Madison,Wisconsin,Mapping with Drones,Training Videos,49,3,147
2020-09-02,864,Dayton,Ohio,RCB-889 Robot,Robots,549,4,2196
2020-09-02,1661,Albuquerque,New Mexico,DX-145 Drone,Drones,250,4,1000
2020-09-02,107,San Jose,California,BYOR-3535,Robot Kits,225,1,225
2020-09-02,1196,Birmingham,Alabama,RXW-9807 Robot,Robots,599,4,2396
2020-09-03,1768,Daytona Beach,Florida,Virtual Reality Basics,Training Videos,29.99,2,59.98
2020-09-03,416,Dallas,Texas,MICR-564K Drone,Drones,499,6,2994
2020-09-03,1444,North Hollywood,California,Virtual Reality Basics,Training Videos,29.99,5,149.95
2020-09-04,497,Elizabeth,New Jersey,RXW-9807 Robot,Robots,599,5,2995
2020-09-04,1078,Topeka,Kansas,Understanding 3D Printing,Training Videos,42.99,2,85.98
2020-09-04,1856,Saint Paul,Minnesota,BYOD-400S,Drone Kits,129.95,1,129.95
2020-09-04,1500,Stamford,Connecticut,BYOR-1000,Robot Kits,189,5,945
2020-09-04,574,Charleston,South Carolina,Cartesian Robots,eBooks,12.99,2,25.98
2020-09-04,733,Wichita,Kansas,Creature Robot Arms Blueprint,Blueprints,12,4,48
2020-09-04,1933,Wilmington,Delaware,Spherical Robots,eBooks,16.75,5,83.75
2020-09-04,1845,Birmingham,Alabama,DTD-7000 Drone,Drones,450,6,2700
2020-09-04,1482,Scottsdale,Arizona,Understanding Arduino,eBooks,17.5,2,35
2020-09-05,485,Ridgely,Maryland,BYOD-100,Drone Kits,54,2,108
2020-09-05,894,Sioux City,Iowa,BYOD-400S,Drone Kits,129.95,3,389.84999999999997
2020-09-05,1398,Louisville,Kentucky,Understanding Drone Regulations,Training Videos,27.5,3,82.5
