WELL,DEPTH_MD,X_LOC,Y_LOC,Z_LOC,GROUP,FORMATION,CALI,RSHA,RMED,RDEP,RHOB,GR,SGR,NPHI,PEF,DTC,SP,BS,ROP,DTS,DCAL,DRHO,MUDWEIGHT,RMIC,ROPA,RXO,LITHOLOGY_CLASS,LITHOLOGY_CLASS_CONFIDENCE
25/2-7,1085.4340006,479887.90625,6641112.5,-1060.416382,HORDALAND GP.,Vaale Fm.,18.363706589,1.5443034172,1.5443034172,1.8798276186,1.9811661243,54.354557037,0.0,0.0,2.3048169613,152.2482605,40.299930573,17.5,2.4282639027,0.0,0.0,0.0022996804,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1085.5860006,479887.90625,6641112.5,-1060.568481,HORDALAND GP.,Vaale Fm.,18.416948318,1.5446887016,1.5446887016,1.883125782,1.9789999723,54.517910004,0.0,0.0,2.3027524948,152.68408203,40.155014038,17.5,2.4275701046,0.0,0.0,0.0026921947,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1085.7380006,479887.90625,6641112.5,-1060.720459,HORDALAND GP.,Vaale Fm.,18.42857933,1.5471204519,1.5471204519,1.8800785542,1.9778770208,57.236206055,0.0,0.0,2.3277394772,153.18652344,40.239025116,17.5,2.4269478321,0.0,0.0,0.0068072956,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1085.8900006,479887.90625,6641112.5,-1060.872437,HORDALAND GP.,Vaale Fm.,18.518106461,1.5485576391,1.5485576391,1.8730968237,1.9742062092,59.571071625,0.0,0.0,2.3898816109,152.94680786,40.241584778,17.5,2.4262499809,0.0,0.0,0.0084412452,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.0420006,479887.90625,6641112.5,-1061.024414,HORDALAND GP.,Vaale Fm.,18.554807663,1.5440019369,1.5440019369,1.8650019169,1.9731122255,60.30872345,0.0,0.0,2.4901006222,152.65899658,40.130580902,17.5,2.5497250557,0.0,0.0,0.0080000004,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.1940006,479887.90625,6641112.5,-1061.17627,HORDALAND GP.,Vaale Fm.,18.484493256,1.5294997692,1.5294997692,1.8565788269,1.9734466076,62.193454742,0.0,0.0,2.5142908096,152.28430176,40.282241821,17.5,2.7108085155,0.0,0.0,0.0052327742,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.3460006,479887.90625,6641112.5,-1061.328247,HORDALAND GP.,Vaale Fm.,18.487701416,1.5165997744,1.5165997744,1.8496998549,1.9696950912,62.561252594,0.0,0.0,2.4562599659,152.38719177,40.450000763,17.5,2.7468700409,0.0,0.0,0.0013475072,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.4980006,479887.90625,6641112.5,-1061.480347,HORDALAND GP.,Vaale Fm.,18.738544464,1.5130000114,1.5130000114,1.8442633152,1.9648075104,59.637695313,0.0,0.0,2.3901379108,152.93595886,40.535385132,17.5,2.7462081909,0.0,0.0,-0.000548135,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.6500006,479887.90625,6641112.5,-1061.632324,HORDALAND GP.,Vaale Fm.,18.880540848,1.5140894651,1.5140894651,1.837642312,1.9602724314,55.140079498,0.0,0.0,2.3658094406,153.59741211,40.946445465,17.5,2.7455499172,0.0,0.0,-0.001545517,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.8020006,479887.90625,6641112.5,-1061.784302,HORDALAND GP.,Vaale Fm.,18.859941483,1.5057855844,1.5057855844,1.8367100954,1.9639710188,54.261058807,0.0,0.0,2.3651340008,153.59518433,41.298751831,17.5,2.7448918819,0.0,0.0,0.0017997781,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1086.9540006,479887.90625,6641112.5,-1061.936279,HORDALAND GP.,Vaale Fm.,18.885541916,1.4936847687,1.4936847687,1.8438546658,1.9727814198,54.883857727,0.0,0.0,2.3580861092,153.55001831,41.364631653,17.5,2.7442839146,0.0,0.0,0.0049999999,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1087.1060006,479887.90625,6641112.5,-1062.088257,HORDALAND GP.,Vaale Fm.,18.911144257,1.4964405298,1.4964405298,1.84907341,1.9819173813,54.572177887,0.0,0.0,2.3745434284,153.2162323,41.078418732,17.5,2.7441158295,0.0,0.0,0.0071517848,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1087.2580006,479887.90625,6641112.5,-1062.240356,HORDALAND GP.,Vaale Fm.,18.930494308,1.5276361704,1.5276361704,1.8494659662,1.9853942394,52.985328674,0.0,0.0,2.3579947948,152.57133484,40.624717712,17.5,2.7779521942,0.0,0.0,0.0084647387,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1087.4100006,479887.90625,6641112.5,-1062.392334,HORDALAND GP.,Vaale Fm.,18.754838943,1.5611594915,1.5611594915,1.8505941629,1.9781410694,52.828514099,0.0,0.0,2.3224158287,152.21696472,40.566375732,17.5,2.8363602161,0.0,0.0,0.0069347359,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1087.5620006,479887.90625,6641112.5,-1062.544312,HORDALAND GP.,Vaale Fm.,18.967025757,1.5678273439,1.5678273439,1.8535863161,1.9687604904,53.272937775,0.0,0.0,2.3033156395,151.88304138,40.801193237,17.5,2.8491899967,0.0,0.0,0.0081198048,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1087.7140006,479887.90625,6641112.5,-1062.696289,HORDALAND GP.,Vaale Fm.,18.935260773,1.5492171049,1.5492171049,1.8576304913,1.960781455,52.526618958,0.0,0.0,2.3436951637,151.75733948,40.869544983,17.5,2.8485300541,0.0,0.0,0.0094726812,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1087.8660006,479887.90625,6641112.5,-1062.848267,HORDALAND GP.,Vaale Fm.,18.675531387,1.5266246796,1.5266246796,1.8615703583,1.9590985775,50.687553406,0.0,0.0,2.4026517868,152.11244202,40.775794983,17.5,2.847836256,0.0,0.0,0.0126724895,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1088.0180006,479887.90625,6641112.5,-1063.000244,HORDALAND GP.,Vaale Fm.,18.604021072,1.5132668018,1.5132668018,1.860394001,1.9583899975,46.862731934,0.0,0.0,2.4019517899,152.51461792,40.665847778,17.5,2.8408017159,0.0,0.0,0.0113019645,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1088.1700006,479887.90625,6641112.5,-1063.152344,HORDALAND GP.,Vaale Fm.,18.476690292,1.5028147697,1.5028147697,1.8486664295,1.9559999704,43.240814209,0.0,0.0,2.3377363682,152.93452454,40.557258606,17.5,2.7605895996,0.0,0.0,0.0064806687,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1088.3220006,479887.90625,6641112.5,-1063.304321,HORDALAND GP.,Vaale Fm.,18.45349884,1.5005794764,1.5005794764,1.8301981688,1.954449892,42.280895233,0.0,0.0,2.2368221283,152.57989502,40.576488495,17.5,2.5831353664,0.0,0.0,0.0044499305,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1088.4740006,479887.90625,6641112.5,-1063.456299,HORDALAND GP.,Vaale Fm.,18.83993721,1.5050529242,1.5050529242,1.8138148785,1.9529999495,44.402057648,0.0,0.0,2.17918396,152.26325989,40.701152802,17.5,2.5157141685,0.0,0.0,0.0050560865,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1088.6260006,479887.90625,6641112.5,-1063.608276,HORDALAND GP.,Vaale Fm.,19.019388199,1.5008730888,1.5008730888,1.8039366007,1.9550454617,47.02180481,0.0,0.0,2.2420897484,152.18785095,40.953468323,17.5,2.5426323414,0.0,0.0,0.0070000002,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1088.7780006,479887.90625,6641112.5,-1063.760254,HORDALAND GP.,Vaale Fm.,18.629924774,1.4873813391,1.4873813391,1.8004920483,1.9570000172,49.904174805,0.0,0.0,2.3739640713,152.286026,41.105510712,17.5,2.6209461689,0.0,0.0,0.0075087119,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1088.9300006,479887.90625,6641112.5,-1063.912354,HORDALAND GP.,Vaale Fm.,18.437494278,1.4820210934,1.4820210934,1.8005052805,1.9549757242,49.918758392,0.0,0.0,2.4503829479,152.24411011,41.106327057,17.5,2.7132616043,0.0,0.0,0.0080000004,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.0820006,479887.90625,6641112.5,-1064.064331,HORDALAND GP.,Vaale Fm.,18.429443359,1.4845025539,1.4845025539,1.8055233955,1.949473381,47.213619232,0.0,0.0,2.3954565525,152.08694458,41.3254776,17.5,3.2269563675,0.0,0.0,0.0080000004,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.2340006,479887.90625,6641112.5,-1064.216309,HORDALAND GP.,Vaale Fm.,18.453071594,1.4879996777,1.4879996777,1.8104999065,1.9449976683,45.390594482,0.0,0.0,2.3124928474,152.24536133,41.473003387,17.5,3.3694999218,0.0,0.0,0.0085011469,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.3860006,479887.90625,6641112.5,-1064.368286,HORDALAND GP.,Vaale Fm.,18.461069107,1.489508152,1.489508152,1.808016181,1.944996953,47.903465271,0.0,0.0,2.2932636738,152.08569336,41.240055084,17.5,3.3789701462,0.0,0.0,0.0085015092,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.5380006,479887.90625,6641112.5,-1064.520142,HORDALAND GP.,Vaale Fm.,18.4608078,1.4944303036,1.4944303036,1.803021431,1.9474874735,52.642410278,0.0,0.0,2.2790746689,152.32165527,40.796684265,17.5,3.3783099651,0.0,0.0,0.0084958375,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.6900006,479887.90625,6641112.5,-1064.672119,HORDALAND GP.,Vaale Fm.,18.483999252,1.5108397007,1.5108397007,1.7975561619,1.9480136633,51.278354645,0.0,0.0,2.2335555553,152.52453613,40.574501038,17.5,3.3776400089,0.0,0.0,0.0055477601,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.8420006,479887.90625,6641112.5,-1064.824219,HORDALAND GP.,Vaale Fm.,18.483999252,1.5146389008,1.5146389008,1.7930214405,1.9465094805,46.818214417,0.0,0.0,2.182213068,152.64930725,40.651996613,17.5,3.3770318031,0.0,0.0,0.0015094725,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1089.9940006,479887.90625,6641112.5,-1064.976196,HORDALAND GP.,Vaale Fm.,18.49180603,1.4943622351,1.4943622351,1.7900518179,1.94599998,46.661048889,0.0,0.0,2.151039362,153.48394775,40.684902191,17.5,3.3763298988,0.0,0.0,0.000512137,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1090.1460006,479887.90625,6641112.5,-1065.128174,HORDALAND GP.,Vaale Fm.,18.492237091,1.4644986391,1.4644986391,1.7889688015,1.9479408264,53.127620697,0.0,0.0,2.1474869251,154.31326294,40.805122375,17.5,3.375715971,0.0,0.0,0.0014556533,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1090.2980006,479887.90625,6641112.5,-1065.280151,HORDALAND GP.,Vaale Fm.,18.431402206,1.4455912113,1.4455912113,1.7914452553,1.9471046925,58.911270142,0.0,0.0,2.1805002689,155.09735107,41.040088654,17.5,3.3750100136,0.0,0.0,0.0010698044,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1090.4500006,479887.90625,6641112.5,-1065.432129,HORDALAND GP.,Vaale Fm.,18.344766617,1.4463537931,1.4463537931,1.7896462679,1.9440000057,58.982376099,0.0,0.0,2.23620224,155.51850891,41.249591827,17.5,3.3743999004,0.0,0.0,-0.000520092,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1090.6020006,479887.90625,6641112.5,-1065.584229,HORDALAND GP.,Vaale Fm.,18.304841995,1.4561936855,1.4561936855,1.784570694,1.9430454969,55.034072876,0.0,0.0,2.2390346527,155.6089325,41.312446594,17.5,3.3737900257,0.0,0.0,-0.000477235,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1090.7540006,479887.90625,6641112.5,-1065.736206,HORDALAND GP.,Vaale Fm.,18.326425552,1.4667904377,1.4667904377,1.7792096138,1.9434238672,49.545585632,0.0,0.0,2.1626720428,155.48934937,41.269268036,17.5,3.3730840683,0.0,0.0,0.0013729904,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1090.9060006,479887.90625,6641112.5,-1065.888184,HORDALAND GP.,Vaale Fm.,18.374101639,1.4724133015,1.4724133015,1.7717021704,1.9450000525,48.670578003,0.0,0.0,2.0867965221,155.30273438,41.301063538,17.5,3.3701896667,0.0,0.0,0.0049438416,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1091.0580006,479887.90625,6641112.5,-1066.040161,HORDALAND GP.,Vaale Fm.,18.37597084,1.4721260071,1.4721260071,1.7656575441,1.9417123795,50.476364136,0.0,0.0,2.0603191853,154.77450562,40.994174957,17.5,3.1686983109,0.0,0.0,0.0074089929,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1091.2100006,479887.90625,6641112.5,-1066.192139,HORDALAND GP.,Vaale Fm.,18.366472244,1.4606839418,1.4606839418,1.7643973827,1.936131835,50.918785095,0.0,0.0,2.0784347057,154.78994751,40.404098511,17.5,2.4388692379,0.0,0.0,0.0099340668,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1091.3620006,479887.90625,6641112.5,-1066.344238,HORDALAND GP.,Vaale Fm.,18.375,1.4402732849,1.4402732849,1.7669264078,1.929820776,48.305728912,0.0,0.0,2.1218605042,155.77510071,40.151821136,17.5,2.2618336678,0.0,0.0,0.01053565,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1091.5140006,479887.90625,6641112.5,-1066.496216,HORDALAND GP.,Vaale Fm.,18.353298187,1.4197901487,1.4197901487,1.7693815231,1.9254616499,44.830345154,0.0,0.0,2.1685531139,156.94555664,40.197547913,17.5,2.3002021313,0.0,0.0,0.0090765525,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1091.6660006,479887.90625,6641112.5,-1066.648193,HORDALAND GP.,Vaale Fm.,18.327999115,1.4099158049,1.4099158049,1.7710000277,1.9301313162,45.6341362,0.0,0.0,2.1707448959,157.954422,40.345466614,17.5,2.3784184456,0.0,0.0,0.0066228919,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1091.8180006,479887.90625,6641112.5,-1066.800171,HORDALAND GP.,Vaale Fm.,18.356754303,1.4187380075,1.4187380075,1.7682689428,1.9423025846,47.409484863,0.0,0.0,2.1394796371,158.27729797,40.608905792,17.5,2.4007279873,0.0,0.0,0.0045435862,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1091.9700006,479887.90625,6641112.5,-1066.952148,HORDALAND GP.,Vaale Fm.,18.383741379,1.4347938299,1.4347938299,1.7659058571,1.9578057528,48.698417664,0.0,0.0,2.1149449348,157.69335938,40.747959137,17.5,2.3639996052,0.0,0.0,0.0053611659,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1092.1220006,479887.90625,6641112.5,-1067.104126,HORDALAND GP.,Vaale Fm.,18.382217407,1.4466023445,1.4466023445,1.7706023455,1.9678044319,49.449985504,0.0,0.0,2.1301629543,157.9907074,40.843574524,17.5,2.2140431404,0.0,0.0,0.0079022078,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1092.2740006,479887.90625,6641112.5,-1067.256226,HORDALAND GP.,Vaale Fm.,18.397726059,1.4536856413,1.4536856413,1.7799236774,1.9655159712,48.325340271,0.0,0.0,2.1426360607,157.7461853,41.113937378,17.5,2.0649073124,0.0,0.0,0.0072063683,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1092.4260006,479887.90625,6641112.5,-1067.408203,HORDALAND GP.,Vaale Fm.,18.392181396,1.4570000172,1.4570000172,1.7931199074,1.9577710629,47.503410339,0.0,0.0,2.1299684048,156.49734497,41.264205933,17.5,1.9680700302,0.0,0.0,0.0054457942,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1092.5780006,479887.90625,6641112.5,-1067.560181,HORDALAND GP.,Vaale Fm.,18.388736725,1.4583269358,1.4583269358,1.8033268452,1.9514552355,47.09570694,0.0,0.0,2.1018660069,155.77656555,41.233287811,17.5,1.9673879147,0.0,0.0,0.0060000001,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1092.7300006,479887.90625,6641112.5,-1067.712036,HORDALAND GP.,Vaale Fm.,18.413047791,1.4639571905,1.4639571905,1.8028014898,1.9465595484,47.490737915,0.0,0.0,2.0644581318,155.0773468,41.112674713,17.5,1.9667799473,0.0,0.0,0.0068809688,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1092.8820006,479887.90625,6641112.5,-1067.864014,HORDALAND GP.,Vaale Fm.,18.449142456,1.471621871,1.471621871,1.7938822508,1.9424977303,47.091667175,0.0,0.0,2.0600645542,155.57267761,40.912830353,17.5,1.9660899639,0.0,0.0,0.0075622206,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1093.0340006,479887.90625,6641112.5,-1068.016113,HORDALAND GP.,Vaale Fm.,18.463981628,1.4710906744,1.4710906744,1.7825250626,1.9362592697,44.938812256,0.0,0.0,2.0805811882,156.27877808,40.825000763,17.5,1.9654641151,0.0,0.0,0.0061296509,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1093.1860006,479887.90625,6641112.5,-1068.168091,HORDALAND GP.,Vaale Fm.,18.437566757,1.453913331,1.453913331,1.775841713,1.9309728146,45.384647369,0.0,0.0,2.1480982304,156.77856445,40.986873627,17.5,1.9647700787,0.0,0.0,0.0037026033,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1093.3380006,479887.90625,6641112.5,-1068.320068,HORDALAND GP.,Vaale Fm.,18.423664093,1.4315639734,1.4315639734,1.7695674896,1.9295812845,47.765060425,0.0,0.0,2.2417125702,156.24049377,41.200000763,17.5,1.9641480446,0.0,0.0,0.0011395818,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1093.4900006,479887.90625,6641112.5,-1068.472046,HORDALAND GP.,Vaale Fm.,18.399585724,1.422147274,1.422147274,1.7590310574,1.9368485212,51.401477814,0.0,0.0,2.3065340519,153.73168945,41.093414307,17.5,1.963449955,0.0,0.0,0.0004276101,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1093.6420006,479887.90625,6641112.5,-1068.624023,HORDALAND GP.,Vaale Fm.,18.384202957,1.4248137474,1.4248137474,1.7454912663,1.9466738701,53.247005463,0.0,0.0,2.3118219376,150.03186035,40.844062805,17.5,1.962831974,0.0,0.0,0.0018497901,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1093.7940006,479887.90625,6641112.5,-1068.776001,HORDALAND GP.,Vaale Fm.,18.39484787,1.4354734421,1.4354734421,1.7316844463,1.9529999495,52.2472229,0.0,0.0,2.2656180859,147.56655884,40.700000763,17.5,1.9622238874,0.0,0.0,0.0046892012,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1093.9460006,479887.90625,6641112.5,-1068.928101,HORDALAND GP.,Vaale Fm.,18.428295135,1.4383970499,1.4383970499,1.7146310806,1.950062871,52.257389069,0.0,0.0,2.2266094685,146.79122925,40.59539032,17.5,1.9614620209,0.0,0.0,0.0070000002,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1094.0980006,479887.90625,6641112.5,-1069.080078,HORDALAND GP.,Vaale Fm.,18.430746078,1.4274270535,1.4274270535,1.6971799135,1.9414130449,53.446617126,0.0,0.0,2.1954438686,146.94488525,40.398036957,17.5,1.9609079361,0.0,0.0,0.0065830098,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1094.2500006,479887.90625,6641112.5,-1069.232056,HORDALAND GP.,Vaale Fm.,18.422000885,1.4143844843,1.4143844843,1.6836249828,1.9279574156,54.431098938,0.0,0.0,2.1707289219,150.31056213,40.480049133,17.5,1.9601999521,0.0,0.0,0.0035143991,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1094.4020006,479887.90625,6641112.5,-1069.384033,HORDALAND GP.,Vaale Fm.,18.415412903,1.3988367319,1.3988367319,1.6698367596,1.9151182175,54.263969421,0.0,0.0,2.1815874577,153.9728241,40.481822968,17.5,1.959589839,0.0,0.0,-0.000823361,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1094.5540006,479887.90625,6641112.5,-1069.536011,HORDALAND GP.,Vaale Fm.,18.393321991,1.3781635761,1.3781635761,1.6573265791,1.9118179083,54.268226624,0.0,0.0,2.191703558,155.79219055,40.066959381,17.5,1.9588838816,0.0,0.0,-0.001591047,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1094.7060006,479887.90625,6641112.5,-1069.68811,HORDALAND GP.,Vaale Fm.,18.375,1.3553220034,1.3553220034,1.6524055004,1.9158445597,54.623889923,0.0,0.0,2.168651104,156.25187683,40.020389557,17.5,1.9582700729,0.0,0.0,0.0006254828,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1094.8580006,479887.90625,6641112.5,-1069.840088,HORDALAND GP.,Vaale Fm.,18.387512207,1.3445829153,1.3445829153,1.6505829096,1.9187890291,53.050815582,0.0,0.0,2.1459581852,154.9153595,40.168998718,17.5,1.9575680494,0.0,0.0,0.0013854455,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1095.0100006,479887.875,6641112.5,-1069.992065,HORDALAND GP.,Vaale Fm.,18.412416458,1.355009079,1.355009079,1.6498018503,1.9174010754,50.911975861,0.0,0.0,2.1623182297,153.35946655,40.206222534,17.5,1.956870079,0.0,0.0,-0.001802122,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1095.1620006,479887.875,6641112.5,-1070.144043,HORDALAND GP.,Vaale Fm.,18.403278351,1.3851430416,1.3851430416,1.6591678858,1.9183983803,48.25138855,0.0,0.0,2.2107839584,153.37783813,40.460762024,17.5,1.9562900066,0.0,0.0,-0.002203351,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1095.3140006,479887.875,6641112.5,-1070.296021,HORDALAND GP.,Vaale Fm.,18.393615723,1.4049242735,1.4049242735,1.6741091013,1.9213764668,45.060798645,0.0,0.0,2.2317426205,153.7172699,40.910106659,17.5,1.955630064,0.0,0.0,0.0009803406,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1095.4660006,479887.875,6641112.5,-1070.447998,HORDALAND GP.,Vaale Fm.,18.415704727,1.41517663,1.41517663,1.6916675568,1.9242129326,42.436393738,0.0,0.0,2.2214808464,153.73342896,41.100524902,17.5,1.9549360275,0.0,0.0,0.0032130075,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1095.6180006,479887.875,6641112.5,-1070.600098,HORDALAND GP.,Vaale Fm.,18.418113708,1.4236239195,1.4236239195,1.7062860727,1.9245630503,42.062129974,0.0,0.0,2.2170257568,154.05001831,40.946590424,17.5,1.9543279409,0.0,0.0,0.001218492,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1095.7700006,479887.875,6641112.5,-1070.752075,HORDALAND GP.,Vaale Fm.,18.419143677,1.4355475903,1.4355475903,1.7149345875,1.9297173023,44.838832855,0.0,0.0,2.2235906124,153.4704895,40.793998718,17.5,1.9550498724,0.0,0.0,0.0015527463,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1095.9220006,479887.875,6641112.5,-1070.904053,HORDALAND GP.,Vaale Fm.,18.391000748,1.4379999638,1.4379999638,1.7222276926,1.935541749,48.0119133,0.0,0.0,2.2135260105,151.06565857,40.745956421,17.5,2.1090443134,0.0,0.0,0.0047708801,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.0740006,479887.875,6641112.5,-1071.055908,HORDALAND GP.,Vaale Fm.,18.396743774,1.4315130711,1.4315130711,1.7324342728,1.9372341633,49.915245056,0.0,0.0,2.1657547951,150.50164795,40.656787872,17.5,2.1674039364,0.0,0.0,0.0040856167,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.2260006,479887.875,6641112.5,-1071.207886,HORDALAND GP.,Vaale Fm.,18.394216537,1.4160687923,1.4160687923,1.740275979,1.9359999895,51.546535492,0.0,0.0,2.1000571251,150.63183594,40.731830597,17.5,2.1667962074,0.0,0.0,-0.001280755,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.3780006,479887.875,6641112.5,-1071.359985,HORDALAND GP.,Vaale Fm.,18.386705399,1.4068696499,1.4068696499,1.749651432,1.9397757053,51.361671448,0.0,0.0,2.0654039383,150.98236084,40.93409729,17.5,2.1661100388,0.0,0.0,-0.004622433,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.5300006,479887.875,6641112.5,-1071.511963,HORDALAND GP.,Vaale Fm.,18.411996841,1.4128541946,1.4128541946,1.7634880543,1.9519969225,53.129447937,0.0,0.0,2.1070842743,151.20883179,40.965248108,17.5,2.1654801369,0.0,0.0,-0.002875565,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.6820006,479887.875,6641112.5,-1071.66394,HORDALAND GP.,Vaale Fm.,18.427583694,1.4397438765,1.4397438765,1.7713714838,1.9672116041,50.573886871,0.0,0.0,2.1937847137,150.98570251,40.945320129,17.5,2.142157793,0.0,0.0,0.000116771,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.8340006,479887.875,6641112.5,-1071.815918,HORDALAND GP.,Vaale Fm.,18.454366684,1.4759044647,1.4759044647,1.7745808363,1.975260973,48.711921692,0.0,0.0,2.2455248833,147.76641846,41.090084076,17.5,2.0931487083,0.0,0.0,0.0020000001,0.129412517,0.0,0.0,0.0,Shale,1
25/2-7,1096.9860006,479887.875,6641112.5,-1071.967896,HORDALAND GP.,Vaale Fm.,18.461248398,1.5056891441,1.5056891441,1.7837599516,1.9732661247,44.782035828,0.0,0.0,2.2232971191,144.38545227,41.214767456,17.5,2.1955480576,0.0,0.0,0.0034677887,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1097.1380006,479887.875,6641112.5,-1072.119995,HORDALAND GP.,Vaale Fm.,18.422000885,1.5131859779,1.5131859779,1.7963606119,1.9687223434,45.310199738,0.0,0.0,2.1653745174,143.34988403,41.112308502,17.5,2.3528623581,0.0,0.0,0.0052716332,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1097.2900006,479887.875,6641112.5,-1072.271973,HORDALAND GP.,Vaale Fm.,18.416210175,1.4968657494,1.4968657494,1.8047217131,1.9637238979,45.703544617,0.0,0.0,2.1356098652,143.52127075,40.703788757,17.5,2.3772399426,0.0,0.0,0.0040000002,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1097.4420006,479887.875,6641112.5,-1072.42395,HORDALAND GP.,Vaale Fm.,18.394859314,1.4809869528,1.4809869528,1.8067160845,1.9603281021,47.247699738,0.0,0.0,2.1373622417,146.07211304,40.409721375,17.5,2.3765897751,0.0,0.0,0.0014843212,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
25/2-7,1097.5940006,479887.875,6641112.5,-1072.575928,HORDALAND GP.,Vaale Fm.,18.380706787,1.4695112705,1.4695112705,1.8083555698,1.9505735636,45.265666962,0.0,0.0,2.1498141289,151.01591492,40.035675049,17.5,2.375923872,0.0,0.0,-0.001930161,0.129412517,0.0,0.0,0.0,Sandstone/Shale,1
