Production Year,Production Date Entered,Operator,County,Town,Field,Producing Formation,Active Oil Wells,Inactive Oil Wells,Active Gas Wells,Inactive Gas Wells,Injection Wells,Disposal Wells,Self-use Well,"Oil Produced, bbl","Gas Produced, Mcf","Water produced, bbl","Taxable Gas, Mcf",Purchaser Codes,Location
1983,1984-02-01,"Resource Exploration, Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,3,4,1,0,0,0,NO,14611,32962,0,0,,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1983,1984-02-01,F & T Oil,Chautauqua,BUSTI,BUSTI,GLADE,1,0,0,0,0,0,NO,109,52,30,0,,"BUSTI, NY
(42.038067, -79.283549)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,366,24,0,0,297,0,NO,44040,678,1085208,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,ALLEGANY,CHIPMUNK,CHIPMUNK,329,4,0,0,317,0,NO,57183,863,1382784,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,167,33,0,0,167,0,NO,114238,1745,2328360,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,9,50,0,0,59,0,NO,793,11,7600,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,0,66,0,0,71,0,NO,1048,13,8990,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,0,6,0,0,0,0,NO,450,7,9080,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,ONONDAGA,0,0,1,0,0,0,NO,3526,3869,0,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,ONONDAGA,0,0,2,0,0,0,NO,200,60,0,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,0,4,0,0,0,0,INACTIVE,533,6,3980,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-02-07,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,ORISKANY,0,0,1,0,0,0,NO,4410,395000,0,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-02-22,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,GERRY-CHARLOTTE,BASS ISLAND,1,0,0,0,0,0,NO,5714,67624,6701,0,,"CHARLOTTE, NY
(43.255001, -77.617203)"
1983,1984-02-28,"Ekas, David & Archer",Cattaraugus,CARROLLTON,BRADFORD,CHIPMUNK,15,1,0,0,0,0,NO,735,247,138,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-03-05,J G & A Co-Venture,Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,PENNY & FULMER VALLEY,2,7,0,0,0,0,NO,315,375,0,0,,"ANDOVER, NY
(42.156405, -77.795231)"
1983,1984-03-05,"Winger, Philip G. & Diane E.",Cattaraugus,CARROLLTON,BRADFORD,CHIPMUNK,1,0,0,0,0,0,NO,713,385,700,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-03-06,National Fuel Gas Supply Corp.,Chautauqua,ELLERY,NASHVILLE,BASS ISLAND,1,0,0,0,0,0,NO,568,16963,0,0,,"ELLERY, NY
(42.159868, -79.393216)"
1983,1984-03-09,Potter Oil Co.,Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,29,5,0,0,6,0,NO,1553,15696,0,0,,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1983,1984-03-09,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,8,0,0,0,0,0,NO,5621,1800,4230,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-03-26,"Beaver, Albert H",Cattaraugus,OLEAN,BRADFORD,BRADFORD,7,1,0,0,0,0,NO,142,10336,115,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-03-26,"Roberts, Carl H",Allegany,CLARKSVILLE,CLARKSVILLE,CLARKSVILLE,5,0,0,0,0,0,NO,2259,14000,0,0,,"CLARKSVILLE, NY
(42.575802, -73.964401)"
1983,1984-03-26,"American Penn Energy,  Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,1,0,0,0,0,0,NO,3602,16328,0,0,,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1983,1984-03-26,"Keystone Energy Oil & Gas, Inc",Cattaraugus,PERSIA,LAKESHORE,ONONDAGA,1,0,0,0,0,0,NO,7033,8175,0,0,,"PERSIA, NY
(42.384131, -78.936278)"
1983,1984-04-10,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,199,0,0,0,68,0,NO,19790,113697,0,0,,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1983,1984-04-10,Richardson Petroleum Corp.,Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,13,0,0,0,0,0,NO,2452,9821,0,0,,"WEST UNION, NY
(42.094951, -77.725816)"
1983,1984-04-10,Miller Oil Co.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,12,2,0,0,0,0,NO,624,1500,600,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-04-10,Miller Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,10,0,0,0,0,0,NO,2232,450,30000,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-04-10,Miller Drilling Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,4,0,0,0,0,0,NO,138,200,300,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-04-10,Columbia Gas Transmission Corp.,Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,4,0,2,0,0,0,YES,7715,29435,0,0,,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1983,1984-04-10,"Envirogas, Inc.",Chautauqua,CLYMER,CLYMER,BASS ISLAND/MEDINA,3,0,35,10,0,0,NO,632,137726,0,0,,"CLYMER, NY
(42.02082, -79.629966)"
1983,1984-04-10,Berea Oil & Gas Corp.,Chautauqua,ELLERY,LAKESHORE,BASS ISLAND/MEDINA,1,0,16,0,0,0,NO,1783,164906,0,0,,"ELLERY, NY
(42.159868, -79.393216)"
1983,1984-04-10,Berea Oil & Gas Corp.,Chautauqua,GERRY,LAKESHORE,BASS ISLAND/MEDINA,1,0,7,0,0,0,NO,4787,71536,0,0,,"GERRY, NY
(42.194749, -79.250394)"
1983,1984-04-10,Berea Oil & Gas Corp.,Chautauqua,GERRY,LAKESHORE,BASS ISLAND/MEDINA,1,0,30,0,0,0,NO,675,160598,0,0,,"GERRY, NY
(42.194749, -79.250394)"
1983,1984-04-11,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,112,0,0,0,3,0,NO,4901,1000,0,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-04-11,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,26,3,0,0,0,0,NO,4677,42000,2700,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-04-11,Rogor Petroleum Corp.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,20,0,0,0,0,0,NO,1833,2700,1200,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-04-11,"Dudar, John",Allegany,SCIO,RICHBURG,RICHBURG,7,0,1,0,0,0,NO,63,50,0,0,,"SCIO, NY
(42.171429, -77.97865)"
1983,1984-04-19,Quaker State Corp.,Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,218,9,0,0,0,0,YES,42555,30800,4150,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-04-19,Quaker State Corp.,Cattaraugus,OLEAN,FIVE MILE,BRADFORD,9,0,0,0,0,0,YES,413,400,40,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-04-19,Quaker State Corp.,Cattaraugus,OLEAN,CHIPMUNK,BRADFORD,8,0,0,0,0,0,YES,508,500,50,0,,"OLEAN, NY
(42.077495, -78.429849)"
1983,1984-04-19,Don-Bess Energy Develop. Co.,Allegany,BOLIVAR,RICHBURG,WAUGH & PORTER,3,0,0,0,0,0,NO,596,2334,4184,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1983,1984-04-23,J and  R Oil Company,Allegany,ALMA,RICHBURG,RICHBURG,74,5,0,0,0,0,NO,972,3000,2600,0,,"ALMA, NY
(42.012207, -78.060759)"
1983,1984-04-23,"Tellinghuisen, George",Chautauqua,BUSTI,BUSTI,GLADE,9,3,0,0,0,0,NO,541,160000,68,0,,"BUSTI, NY
(42.038067, -79.283549)"
1983,1984-04-23,Estate of  Richard G Smith,Allegany,GENESEE,RICHBURG,RICHBURG,5,1,0,0,0,0,NO,308,395,200,0,,"GENESEE, NY
(42.02693, -78.205893)"
1983,1984-04-23,"Chautauqua Energy, Inc.",Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,2,0,1,0,0,0,NO,25429,342595,350,0,,"GERRY, NY
(42.194749, -79.250394)"
1983,1984-04-23,"Cooper, Brian C",Allegany,BOLIVAR,RICHBURG,RICHBURG,1,5,0,0,0,0,NO,75,20,1880,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1983,1984-05-07,Libra Petroleum Company,Chautauqua,BUSTI,BUSTI,GLADE,67,0,0,0,0,0,NO,3535,1920,1636,0,,"BUSTI, NY
(42.038067, -79.283549)"
1983,1984-05-07,Lenacre Oil Co.,Chautauqua,BUSTI,BUSTI,GLADE,52,0,0,0,0,0,NO,1867,933,1922,0,,"BUSTI, NY
(42.038067, -79.283549)"
1983,1984-05-07,C & R Oil & Gas Corp.,Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,42,3,0,0,0,0,NO,2976,2976,321,0,,"ALLEGANY, NY
(42.088061, -78.491258)"
1983,1984-05-07,"Yahn & Yahn, Inc.",Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,29,9,0,0,2,0,NO,2847,1700,4660,0,,"WEST UNION, NY
(42.094951, -77.725816)"
1983,1984-05-07,Gemini Oil Company,Chautauqua,BUSTI,BUSTI,GLADE,23,0,0,0,0,0,NO,975,488,295,0,,"BUSTI, NY
(42.038067, -79.283549)"
1983,1984-05-07,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,BUSTI,GLADE,23,0,0,0,0,0,NO,770,385,1804,0,,"BUSTI, NY
(42.038067, -79.283549)"
1983,1984-05-07,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,11,2,0,0,6,0,NO,1058,470,8100,0,,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1983,1984-05-22,Moose Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,38,56,0,0,76,0,NO,1648,686,19000,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1983,1984-05-22,"Stevenson, Scott R Jr",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,19,0,0,0,0,0,NO,693,250,550,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1983,1984-05-22,Bruce Ingalls & Son,Allegany,BOLIVAR,RICHBURG,RICHBURG,6,10,0,0,0,0,NO,311,325,100,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1983,1984-05-22,U S Energy Development Corp.,Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,1,0,0,0,0,0,NO,1763,18953,10,0,,"GERRY, NY
(42.194749, -79.250394)"
1983,1984-06-05,"Doran & Associates, Inc.",Chautauqua,CLYMER,CLYMER,BASS ISLAND,1,0,1,14,0,0,NO,4943,586,80,0,,"CLYMER, NY
(42.02082, -79.629966)"
1983,1984-08-21,Case Oil Corp.,Allegany,BOLIVAR,RICHBURG,RICHBURG,15,87,3,1,89,0,NO,550,250,0,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1983,1984-08-22,Messer Oil Corp.,Allegany,BOLIVAR,RICHBURG,RICHBURG,28,30,1,0,0,0,NO,1483,1800,0,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1983,1984-08-29,"Eclipse Energy Company, LLC",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,1,0,8,1,0,0,NO,567,62666,0,0,,"SHERIDAN, NY
(42.485764, -79.241801)"
1983,1984-11-09,Berea Oil & Gas Corp.,Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,6,0,4,0,0,0,NO,70122,269481,0,0,,"GERRY, NY
(42.194749, -79.250394)"
1984,1985-04-02,Cal Ban Corp.,Cattaraugus,ALLEGANY,FIVE MILE,BRADFORD,35,0,0,0,0,0,NO,38335,38335,4259,0,OB,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-04-02,Rogor Petroleum Corp.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,20,0,0,0,0,0,NO,1099,1600,700,0,OC,"OLEAN, NY
(42.077495, -78.429849)"
1984,1985-04-02,"Winger, Philip G. & Diane E.",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,2,0,0,0,0,0,NO,2130,550,1350,0,OB,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-04-02,"Hugoton Petroleum,  Inc.",Chautauqua,JAMESTOWN,ELLERY,ONONDAGA,2,0,1,0,0,0,NO,9384,100979,0,0,"GH,OC","JAMESTOWN, NY
(42.098961, -79.242051)"
1984,1985-04-02,"Keystone Energy Oil & Gas, Inc",Cattaraugus,PERSIA,LAKESHORE,ONONDAGA,1,0,0,0,0,0,NO,1767,3874,0,0,"GK,OC","PERSIA, NY
(42.384131, -78.936278)"
1984,1985-04-03,Moose Oil Co.,Allegany,BOLIVAR,RICHBURG,RICHBURG,40,41,0,0,75,0,NO,1634,738,18500,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-04-03,Potter Oil Co.,Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,28,1,0,0,6,0,NO,1976,16919,0,0,"GK,OB","INDEPENDENCE, NY
(42.088045, -77.781386)"
1984,1985-04-03,"Plants and Goodwin, Inc.",Allegany,WIRT,RICHBURG,RICHBURG,18,0,0,0,0,0,NO,566,2640,1700,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1984,1985-04-03,J G & A Co-Venture,Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,PENNY & FULMER VALLEY,6,7,0,0,0,0,NO,351,507,0,0,"GK,OB","ANDOVER, NY
(42.156405, -77.795231)"
1984,1985-04-03,"Abarta Oil & Gas, Inc.",Allegany,ANDOVER,BEECH HILL-INDEPENDENCE,PENNY & FULMER VALLEY,4,1,0,0,0,0,NO,376,1789,0,0,"GK,OB","ANDOVER, NY
(42.156405, -77.795231)"
1984,1985-04-03,Don-Bess Energy Develop. Co.,Allegany,BOLIVAR,RICHBURG,WAUGH & PORTER,3,0,0,0,0,0,NO,471,2267,2725,0,"GK,OB","BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-04-03,"Lenape Resources Corp., The",Chautauqua,ELLERY,ELLERY,BASS ISLAND,3,0,4,6,0,0,NO,5609,5716,0,0,"GQ,OB","ELLERY, NY
(42.159868, -79.393216)"
1984,1985-04-03,F & T Oil,Chautauqua,BUSTI,BUSTI,GLADE,1,0,0,0,0,0,NO,108,37,12,0,"GX,OB","BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-04,"Ekas, David & Archer",Cattaraugus,CARROLLTON,BRADFORD,CHIPMUNK,15,1,0,0,0,0,NO,868,232,135,0,OC,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-04-04,U S Energy Development Corp.,Cattaraugus,OLEAN,FIVE MILE,BRADFORD,6,0,0,0,0,0,,1172,239,180,0,"GX,OB","OLEAN, NY
(42.077495, -78.429849)"
1984,1985-04-04,Penerex Corp.,Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,2,0,0,0,0,0,NO,489,523,0,0,"GK,OB","WELLSVILLE, NY
(42.120693, -77.946058)"
1984,1985-04-04,"Universal Resources Holdings, Incorporated",Chautauqua,CHARLOTTE,GERRY-CHARLOTTE,ONONDAGA,1,0,0,0,0,0,NO,898,60426,1260,0,"GH,OX","CHARLOTTE, NY
(43.255001, -77.617203)"
1984,1985-04-04,"Park-Ohio Energy,  Inc.",Chautauqua,ELLERY,LAKESHORE,MEDINA,1,0,3,4,0,0,NO,11887,64303,3001,0,"GH,OA","ELLERY, NY
(42.159868, -79.393216)"
1984,1985-04-04,U S Energy Development Corp.,Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,1,0,0,0,0,0,NO,7091,12959,100,0,"GH,OA","GERRY, NY
(42.194749, -79.250394)"
1984,1985-04-04,"Eclipse Energy Company, LLC",Chautauqua,SHERIDAN,LAKESHORE,MEDINA,1,0,12,0,0,0,NO,262,60094,0,0,"GK,OX","SHERIDAN, NY
(42.485764, -79.241801)"
1984,1985-04-08,"Tellinghuisen, George",Chautauqua,BUSTI,BUSTI,GLADE,8,3,0,0,0,0,NO,429,144,24,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-08,Bruce Ingalls & Son,Allegany,BOLIVAR,RICHBURG,RICHBURG,6,10,0,0,0,0,NO,311,314,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-04-09,Miller Oil Co.,Cattaraugus,OLEAN,BRADFORD,BRADFORD,22,2,0,0,0,0,NO,2715,1900,20450,0,OA,"OLEAN, NY
(42.077495, -78.429849)"
1984,1985-04-09,Miller Drilling Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,4,0,0,0,0,0,NO,96,300,300,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-04-10,Pennzoil Products Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,179,24,0,0,170,0,NO,99129,6940,1982580,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-04-10,"Resource Exploration, Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,4,16,2,0,0,0,NO,49710,98457,0,0,"GH,OB","NORTH HARMONY, NY
(42.094296, -79.374999)"
1984,1985-04-10,"Gleason, Charlotte",Allegany,ANDOVER,ANDOVER,FULMER VALLEY,3,0,0,0,0,0,NO,53,5,3,0,OB,"ANDOVER, NY
(42.156405, -77.795231)"
1984,1985-04-10,"Chautauqua Energy, Inc.",Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,2,0,0,1,0,0,NO,15716,5050,0,0,"GX,OB","GERRY, NY
(42.194749, -79.250394)"
1984,1985-04-10,Pennzoil Products Co.,Cattaraugus,CARROLLTON,CHIPMUNK,ONONDAGA,0,0,0,4,0,0,INACTIVE,14,16,0,0,"GJ,OX","CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-04-10,Pennzoil Products Co.,Cattaraugus,OLEAN,BRADFORD,ONONDAGA,0,0,1,0,0,0,NO,400,54000,0,0,"GJ,OX","OLEAN, NY
(42.077495, -78.429849)"
1984,1985-04-11,Frank H. Stephan Oil Group,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,113,0,0,0,3,0,NO,4173,1000,0,0,OC,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-04-11,Columbia Gas Transmission Corp.,Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,5,7,0,0,0,0,YES,20557,53009,0,0,OB,"NORTH HARMONY, NY
(42.094296, -79.374999)"
1984,1985-04-11,Columbia Gas Transmission Corp.,Chautauqua,CLYMER,FRENCH CREEK,BASS ISLAND,3,0,0,1,0,0,YES,4238,297,0,0,"GX,OX","CLYMER, NY
(42.02082, -79.629966)"
1984,1985-04-11,Columbia Gas Transmission Corp.,Chautauqua,SHERMAN,LAKESHORE,MEDINA,1,0,1,1,0,0,YES,1324,603,0,0,OB,"SHERMAN, NY
(42.159351, -79.595176)"
1984,1985-04-11,Berea Oil & Gas Corp.,Chautauqua,ELLERY,ELLERY,BASS ISLAND,0,0,2,0,0,0,NO,3635,53216,0,0,"GH,OB","ELLERY, NY
(42.159868, -79.393216)"
1984,1985-04-11,Berea Oil & Gas Corp.,Chautauqua,GERRY,GERRY-CHARLOTTE,BASS ISLAND,0,0,10,0,0,0,NO,29545,206660,0,0,"GH,OB","GERRY, NY
(42.194749, -79.250394)"
1984,1985-04-12,Richardson Petroleum Corp.,Allegany,INDEPENDENCE,RICHBURG,FULMER VALLEY,207,68,0,0,0,0,NO,16932,91828,55120,0,"GK,OB","INDEPENDENCE, NY
(42.088045, -77.781386)"
1984,1985-04-12,Libra Petroleum Company,Chautauqua,BUSTI,BUSTI,GLADE,68,7,0,0,0,0,NO,2106,1053,1421,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-12,Lenacre Oil Co.,Chautauqua,BUSTI,BUSTI,GLADE,52,1,0,0,0,0,NO,1181,591,708,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-12,"Huntington, Barbara A.",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,29,0,0,0,0,0,NO,2826,38,2600,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-04-12,Gemini Oil Company,Chautauqua,BUSTI,BUSTI,GLADE,23,0,0,0,0,0,NO,880,440,278,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-12,"Curtis & Son Oil, Inc.",Chautauqua,BUSTI,BUSTI,GLADE,23,0,0,0,0,0,NO,669,334,1039,0,OB,"BUSTI, NY
(42.038067, -79.283549)"
1984,1985-04-12,Richardson Petroleum Corp.,Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,14,0,0,0,0,0,,2929,14297,0,0,"GK,OB","WEST UNION, NY
(42.094951, -77.725816)"
1984,1985-04-12,Estate of  Richard G Smith,Allegany,GENESEE,RICHBURG,RICHBURG,5,1,0,0,0,0,NO,354,395,200,0,OB,"GENESEE, NY
(42.02693, -78.205893)"
1984,1985-04-12,"Doran & Associates, Inc.",Chautauqua,CLYMER,CLYMER,BASS ISLAND,4,0,5,6,0,0,NO,37924,18455,22621,0,"GH,OB","CLYMER, NY
(42.02082, -79.629966)"
1984,1985-04-12,"Doran & Associates, Inc.",Chautauqua,CARROLL,CARROLL,MEDINA,2,0,31,9,0,0,NO,920,158120,2096,0,"GH,OB","CARROLL, NY
(42.054174, -79.15832)"
1984,1985-04-12,"American Penn Energy,  Inc.",Chautauqua,NORTH HARMONY,NORTH HARMONY,BASS ISLAND,1,4,0,0,0,0,NO,866,8122,0,0,"GH,OB","NORTH HARMONY, NY
(42.094296, -79.374999)"
1984,1985-04-15,Quaker State Corp.,Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,221,0,0,0,0,0,YES,39999,31930,3630,0,OB,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-04-15,"Yahn & Yahn, Inc.",Steuben,WEST UNION,BEECH HILL-INDEPENDENCE,FULMER VALLEY,27,11,0,0,2,0,NO,2057,1300,2350,0,OB,"WEST UNION, NY
(42.094951, -77.725816)"
1984,1985-04-15,"Yahn & Yahn, Inc.",Allegany,INDEPENDENCE,BEECH HILL-INDEPENDENCE,FULMER VALLEY,11,7,0,0,1,0,NO,845,720,1850,0,OB,"INDEPENDENCE, NY
(42.088045, -77.781386)"
1984,1985-04-15,Quaker State Corp.,Cattaraugus,OLEAN,FIVE MILE,BRADFORD,9,0,0,0,0,0,YES,388,350,35,0,OB,"OLEAN, NY
(42.077495, -78.429849)"
1984,1985-04-15,Quaker State Corp.,Cattaraugus,CARROLLTON,CHIPMUNK,BRADFORD,8,0,0,0,0,0,YES,532,510,51,0,OB,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-04-15,"Envirogas, Inc.",Chautauqua,CLYMER,CLYMER,MEDINA,2,1,37,10,0,0,NO,86,534820,0,0,"GH,GK,OB","CLYMER, NY
(42.02082, -79.629966)"
1984,1985-04-15,Frisina Oil Co.,Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,1,0,0,0,0,0,NO,138,6000,0,0,OA,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-06-06,"Arrowhead Gas Producers, Inc.",Cattaraugus,ALLEGANY,BRADFORD,BRADFORD,10,0,0,0,0,0,NO,6992,800,500,0,OB,"ALLEGANY, NY
(42.088061, -78.491258)"
1984,1985-06-06,Case Oil Corp.,Allegany,BOLIVAR,RICHBURG,RICHBURG,9,0,0,0,0,0,NO,214,100,0,0,OB,"BOLIVAR, NY
(42.066701, -78.167667)"
1984,1985-06-06,"Beaver, Albert H",Cattaraugus,OLEAN,BRADFORD,CHIPMUNK,7,1,0,0,0,0,,75,9800,160,0,"GK,OC","OLEAN, NY
(42.077495, -78.429849)"
1984,1985-06-06,McCaffery & Krampf Oil Co.,Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,2,0,0,0,0,0,,2821,250,705,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-06-07,"Stevenson, Scott R Jr",Cattaraugus,CARROLLTON,BRADFORD,BRADFORD,19,0,0,0,0,0,NO,1276,500,0,0,OA,"CARROLLTON, NY
(42.023289, -78.628438)"
1984,1985-11-27,Wightman Producing,Allegany,WIRT,RICHBURG,RICHBURG,9,0,0,0,0,0,NO,93,500,12,0,OB,"WIRT, NY
(42.137408, -78.150594)"
1984,1985-11-27,Joyce - Tullar Oil Co.,Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,2,0,0,0,0,0,NO,774,807,0,0,"GK,OB","WELLSVILLE, NY
(42.120693, -77.946058)"
1985,1986-01-15,"Hungerford, Thomas E.",Allegany,BOLIVAR,RICHBURG,BRADFORD,8,0,0,0,0,0,NO,10,204,10,0,,"BOLIVAR, NY
(42.066701, -78.167667)"
1985,1986-01-15,F & T Oil,Chautauqua,BUSTI,BUSTI,GLADE,1,0,0,0,0,0,YES,16,100,20,0,,"BUSTI, NY
(42.038067, -79.283549)"
1985,1986-01-21,Joyce - Tullar Oil Co.,Allegany,WELLSVILLE,FULMER VALLEY,FULMER VALLEY,2,0,0,0,0,0,NO,662,1202,0,0,"GK,OB","WELLSVILLE, NY
(42.120693, -77.946058)"
1985,1986-01-31,Don-Bess Energy Develop. Co.,Allegany,BOLIVAR,RICHBURG,WAUGH & PORTER,3,0,0,0,0,0,NO,459,1023,2620,0,"GK,OB","BOLIVAR, NY
(42.066701, -78.167667)"
1985,1986-02-12,"Ekas, David & Archer",Cattaraugus,CARROLLTON,CHIPMUNK,CHIPMUNK,14,2,0,0,0,0,NO,507,162,118,0,,"CARROLLTON, NY
(42.023289, -78.628438)"
1985,1986-02-12,"Park-Ohio Energy,  Inc.",Chautauqua,ELLERY,ELLERY,ONONDAGA,6,0,0,0,0,0,NO,21438,28456,0,0,"OA,GH","ELLERY, NY
(42.159868, -79.393216)"
