TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,TransactionDate,MonthTransaction,TransactionAmount(IDR),CustAccountBalance(IDR)
T62520,C3537045,1992-07-16,M,Surabaya,2016-08-03,March,27646.95,309814.6905
T62521,C8925864,1994-09-08,F,Makassar,2016-08-03,March,9277.5,2953443.882
T62522,C5925062,1993-01-29,F,Makassar,2016-08-03,March,62159.25000000001,2324420.1045000004
T62523,C7795229,1988-05-06,M,Makassar,2016-08-03,March,39893.25,285075.30900000007
T62524,C3134888,1986-10-05,F,Makassar,2016-08-03,March,71251.20000000001,2733190.4655
T62525,C2540641,1991-11-20,M,Jakarta,2016-08-03,March,37110.0,1029641.0715
T62526,C6533984,1989-10-06,M,Jakarta,2016-08-03,March,17256.15,8348248.900500001
T62527,C3834567,1990-07-28,M,Bandung,2016-08-03,March,55665.0,10567439.889
T62528,C7926537,1988-01-06,M,Surabaya,2016-08-03,March,92775.0,34049720.139000006
T62531,C2465517,1989-03-07,M,Bandung,2016-08-03,March,93574.7205,5574163.215
T62533,C7071457,1991-04-02,F,Makassar,2016-08-03,March,18555.0,1345712.508
T62534,C7117222,1991-05-07,M,Surabaya,2016-08-03,March,13916.25,8605218.951000001
T62535,C7717068,1980-09-25,M,Surabaya,2016-08-03,March,118566.45,5374236.801
T62536,C1423974,1987-12-09,M,Semarang,2016-08-02,February,74220.0,1165.254
T62537,C4626865,1990-05-02,M,Bandung,2016-08-02,February,36924.45,156320.3085
T62538,C9010464,1991-04-02,M,Jakarta,2016-08-02,February,12988.5,6390.342
T62539,C2135752,1985-09-13,M,Jakarta,2016-08-02,February,36367.8,5262114.5025
T62540,C4913889,1988-04-22,M,Surabaya,2016-08-02,February,9834.15,2853660.6585
T62542,C8026049,1985-04-04,M,Bandung,2016-08-02,February,37110.0,6673495.011
T62543,C1340827,1979-06-20,F,Bandung,2016-08-02,February,177409.9215,1536107.2185000002
T62544,C1815154,1989-03-08,M,Jakarta,2016-08-02,February,37110.0,3627164.799
T62546,C1621030,1985-08-23,M,Semarang,2016-08-02,February,55665.0,1041560.8035
T62547,C4526312,1991-09-17,F,Surabaya,2016-08-02,February,18555.0,2919859.332
T62548,C2242987,1977-07-17,M,Surabaya,2016-08-02,February,45951.4575,658888.05
T62549,C4328749,1991-07-20,M,Bandung,2016-08-02,February,54551.7,2140369.3485000003
T62550,C4512748,1991-08-01,M,Bandung,2016-08-02,February,35254.5,6550263.834
T62551,C6641060,1992-02-20,M,Jakarta,2016-08-02,February,20224.95,7812803.554500001
T62552,C8796044,1985-03-17,M,Bandung,2016-08-02,February,408210.0,108043436.3475
T62555,C1523964,1995-01-03,F,Jakarta,2016-08-02,February,9091.95,53.8095
T62556,C4815188,1992-07-29,F,Makassar,2016-08-02,February,39151.05,627622.875
T62558,C3636029,1992-12-21,M,Semarang,2016-08-02,February,18183.9,750397.599
T62559,C2729744,1986-09-24,M,Bandung,2016-08-02,February,278325.0,55022303.043000005
T62560,C4022681,1989-05-06,M,Jakarta,2016-08-02,February,9091.95,48430.4055
T62561,C9031239,1993-10-18,M,Jakarta,2016-08-02,February,18555.0,1459534.4445
T62562,C5535153,1979-10-15,M,Makassar,2016-08-02,February,54737.25,3465764.1315000006
T62563,C8650982,1994-01-03,M,Semarang,2016-08-02,February,9277.5,7061815.9065000005
T62564,C2276984,1991-09-28,M,Surabaya,2016-08-02,February,46387.5,948190.188
T62565,C8575163,1992-12-20,M,Makassar,2016-08-02,February,9277.5,2710.8855
T62566,C3435180,1986-02-05,M,Jakarta,2016-08-02,February,185550.0,16321389.921000002
T62567,C5535431,1987-06-06,M,Bandung,2016-08-02,February,116896.5,1947146.856
T62569,C6913662,1990-03-09,F,Makassar,2016-08-02,February,63220.59600000001,277209.8445
T62570,C1435388,1995-10-20,M,Makassar,2016-08-02,February,107433.45,10081937.181
T62571,C2571029,1988-03-24,M,Surabaya,2016-08-02,February,12802.95,3390890.9955000007
T62572,C3323270,1995-11-05,M,Jakarta,2016-08-02,February,9277.5,1458855.3315
T62573,C7786115,1991-04-02,F,Jakarta,2016-08-02,February,23193.75,6262546.2930000005
T62574,C8013124,1978-09-01,M,Jakarta,2016-08-02,February,47315.25,85403.09850000001
T62575,C2239937,1987-10-18,M,Surabaya,2016-08-02,February,7984.2165,6399213.1455
T62576,C7030636,1986-07-08,M,Jakarta,2016-08-02,February,95187.15,1446547.8
T62577,C8123839,1984-01-22,M,Bandung,2016-08-02,February,56778.3,5643193.381500001
T62578,C4732213,1986-10-25,F,Jakarta,2016-08-02,February,190003.2,5956013.982000001
T62580,C5230270,1994-08-22,F,Jakarta,2016-08-02,February,185364.45,22530692.6415
T62582,C8832220,1985-01-03,M,Surabaya,2016-08-02,February,185550.0,2281910.5995
T62583,C3834544,1984-01-04,M,Surabaya,2016-08-02,February,111330.0,18657171.252
T62584,C3117541,1987-10-28,M,Bandung,2016-08-02,February,18555.0,3329002.6485
T62585,C2336278,1988-03-26,M,Bandung,2016-08-02,February,185550.0,6690246.465000001
T62588,C6415367,1974-12-19,F,Jakarta,2016-08-02,February,371100.0,67864773.3375
T62589,C4139432,1978-11-20,F,Surabaya,2016-08-02,February,61045.95,10298245.8045
T62590,C2031352,1989-03-11,M,Bandung,2016-08-02,February,37110.0,2977448.4855000004
T62591,C8539230,1994-11-27,M,Semarang,2016-08-02,February,4267.650000000001,6055055.0055
T62592,C6638917,1990-04-24,M,Semarang,2016-08-02,February,3711.0,102.0525
T62593,C8723033,1991-05-30,F,Bandung,2016-08-02,February,14844.0,7865963.629500001
T62594,C8425547,1987-06-26,M,Jakarta,2016-08-02,February,32471.250000000004,4304223.760500001
T62595,C3131533,1988-05-17,M,Jakarta,2016-08-02,February,834975.0,838159.0380000001
T62597,C3523222,1980-02-07,M,Surabaya,2016-08-02,February,16513.95,22494779.439
T62598,C3523332,1989-02-01,M,Bandung,2016-08-02,February,129885.0,14829916.755000005
T62600,C8323987,1989-09-11,F,Makassar,2016-08-02,February,64571.4,12062496.0255
T62601,C2420466,1992-09-10,M,Bandung,2016-08-02,February,50098.5,1495744.5270000002
T62602,C4027832,1988-11-28,M,Bandung,2016-08-02,February,37110.0,170780.22
T62603,C1022447,1988-09-02,M,Jakarta,2016-08-02,February,46387.5,9166329.573
T62604,C1222252,1984-06-25,M,Makassar,2016-08-02,February,41377.65,1704584.763
T62605,C8139544,1983-05-12,M,Semarang,2016-08-02,February,2041.05,3022308.909
T62606,C8835253,1991-07-25,M,Surabaya,2016-08-02,February,1855.5,165031.881
T62607,C1236182,1986-09-02,M,Bandung,2016-08-02,February,91847.25,1154143.266
T62608,C4912252,1983-05-18,M,Semarang,2016-08-02,February,55665.0,80945044.51200001
T62609,C1113463,1993-04-22,F,Semarang,2016-08-02,February,27832.5,5012091.444000001
T62610,C8433575,1983-02-27,M,Makassar,2016-08-02,February,92775.0,18074672.2815
T62611,C6291363,1987-04-08,M,Semarang,2016-08-02,February,47315.25,5834011.146000001
T62612,C3532844,1978-10-14,M,Jakarta,2016-08-02,February,55479.45,2084207.0745
T62613,C4829567,1992-01-02,M,Bandung,2016-08-02,February,114669.9,1091260.371
T62614,C2820454,1984-10-16,M,Surabaya,2016-08-02,February,92775.0,33081523.950000003
T62615,C3751972,1986-05-13,M,Makassar,2016-08-02,February,34141.200000000004,2796824.838
T62616,C8116144,1984-02-01,M,Surabaya,2016-08-02,February,20224.95,8510360.2245
T62617,C2135433,1986-09-24,M,Bandung,2016-08-02,February,185550.0,16108597.47
T62619,C6715366,1993-10-07,M,Jakarta,2016-08-02,February,371.1,1841413.044
T62620,C7035755,1989-08-23,M,Bandung,2016-08-02,February,92775.0,1248671.7135
T62622,C7221982,1986-08-24,M,Surabaya,2016-08-02,February,37110.0,1734654.996
T62623,C2020665,1978-06-18,M,Bandung,2016-08-02,February,418786.35,9149737.692000002
T62624,C4313619,1988-10-04,F,Surabaya,2016-08-02,February,46387.5,20607088.369500004
T62625,C8131778,1989-04-12,F,Jakarta,2016-08-02,February,9277.5,1445.4345
T62627,C2523947,1986-09-25,F,Bandung,2016-08-02,February,22637.1,748438.191
T62628,C4426073,1988-06-23,F,Surabaya,2016-08-02,February,5566.5,211096.52400000003
T62629,C1514471,1992-11-28,F,Makassar,2016-08-02,February,46387.5,13915671.084000004
T62630,C3817581,1987-12-13,M,Bandung,2016-08-02,February,14844.0,5377.2390000000005
T62631,C7587546,1981-06-06,M,Surabaya,2016-08-02,February,3453642.1500000004,172792984.75800002
T62632,C7637226,1985-10-21,F,Jakarta,2016-08-02,February,7422.0,4083074.1375
T62633,C3742228,1986-11-19,M,Semarang,2016-08-02,February,317290.5,11149532.505
T62634,C1225121,1978-03-03,M,Bandung,2016-08-02,February,371100.0,48551092.7865
T62635,C5749255,1989-09-18,M,Makassar,2016-08-02,February,92775.0,724522.6515
T62636,C2614228,1977-07-05,M,Jakarta,2016-08-02,February,37110.0,440966.997
T62637,C4633159,1990-01-07,F,Surabaya,2016-08-02,February,114115.1055,11983217.9325
T62638,C7777745,1991-03-14,M,Jakarta,2016-08-02,February,259770.00000000003,9011419.4445
T62639,C7623936,1986-09-25,F,Bandung,2016-08-02,February,37481.100000000006,748438.191
T62640,C8933166,1991-07-28,M,Jakarta,2016-08-02,February,927.75,677752.9185
T62641,C6814555,1995-07-27,M,Jakarta,2016-08-02,February,27832.5,1402347.9345
T62642,C3335187,1988-01-16,M,Makassar,2016-08-02,February,20410.5,55676.133
T62643,C2041031,1993-05-21,M,Jakarta,2016-08-02,February,662042.4,3463600.6185
T62644,C2181267,1978-12-03,M,Jakarta,2016-08-02,February,59376.0,18818104.3335
T62646,C1728567,1988-10-01,M,Surabaya,2016-08-02,February,92775.0,604351.194
T62648,C7217889,1990-08-06,F,Jakarta,2016-08-02,February,27275.85,79307.781
T62649,C1721038,1982-01-08,F,Makassar,2016-08-02,February,34141.200000000004,6939339.9180000005
T62650,C1712126,1986-01-16,F,Jakarta,2016-08-02,February,52139.55,2851350.561
T62651,C7617719,1975-06-03,M,Makassar,2016-08-02,February,315435.0,2210423.751
T62652,C7013428,1975-07-07,M,Surabaya,2016-08-02,February,92775.0,1355372.2410000002
T62653,C7720292,1992-11-13,M,Jakarta,2016-08-02,February,93702.75,6839001.9
T62654,C4324633,1995-06-18,M,Surabaya,2016-08-02,February,278325.0,1195858.617
T62655,C8117752,1975-06-03,M,Makassar,2016-08-02,February,352545.0,2210423.751
T62656,C5424423,1995-03-08,M,Bandung,2016-08-02,February,556.6500000000001,2285911.0575
T62657,C8537352,1988-02-05,M,Semarang,2016-08-02,February,43604.25,78339805.6155
T62658,C4515564,1988-01-20,F,Jakarta,2016-08-02,February,148068.90000000002,858135.351
T62659,C1817414,1980-04-01,M,Bandung,2016-08-02,February,18555.0,39376617.568500005
T62660,C7244682,1979-10-30,M,Makassar,2016-08-02,February,129885.0,527221.77
T62661,C3812892,1985-02-24,M,Jakarta,2016-08-02,February,56386.7895,2255093.058
T62663,C3727136,1981-08-16,M,Bandung,2016-08-02,February,3711.0,3714.711
T62664,C6940629,1979-08-17,F,Jakarta,2016-08-02,February,296137.80000000005,2715873.084
T62665,C2440449,1981-11-06,M,Jakarta,2016-08-03,March,39893.25,3323831.3700000006
T62667,C4413146,1989-03-22,M,Jakarta,2016-08-03,March,45088.65,2428094.3115000003
T62668,C1938937,1986-05-09,F,Surabaya,2016-08-03,March,481502.25000000006,2706834.9435
T62670,C5428987,1978-06-13,F,Semarang,2016-08-03,March,185550.0,8518583.800500002
T62671,C4993879,1993-11-10,M,Jakarta,2016-08-03,March,66055.8,6592255.654500001
T62675,C7672559,1979-09-01,F,Makassar,2016-08-03,March,20967.15,14934.9195
T62677,C4345852,1991-04-19,M,Jakarta,2016-08-02,February,4638.75,78132232.686
T62678,C1017841,1992-08-02,M,Surabaya,2016-08-02,February,46201.95,1178329.7085000002
T62679,C1025637,1990-02-22,M,Bandung,2016-08-02,February,2649654.0,26709050.415
T62680,C5835817,1984-12-04,M,Jakarta,2016-08-02,February,17627.25,102156.408
T62682,C2840945,1984-11-04,M,Semarang,2016-08-02,February,733108.05,15775934.152500002
T62683,C2612379,1990-10-01,F,Makassar,2016-08-02,February,54737.25,438360.0195
T62684,C5926727,1989-10-25,M,Bandung,2016-08-02,February,528446.4,15549719.0145
T62686,C2042571,1992-07-23,M,Surabaya,2016-08-03,March,73848.90000000001,3170053.0965000005
T62687,C5817261,1991-11-02,M,Makassar,2016-08-02,February,23193.75,314063.7855
T62688,C5076564,1991-07-05,F,Semarang,2016-08-02,February,18183.9,11129496.816000002
T62689,C2312280,1991-04-07,M,Surabaya,2016-08-02,February,12431.85,840624.9975
T62691,C4256141,1976-03-17,M,Makassar,2016-08-02,February,306203.8875,38150.93550000001
T62692,C8332613,1987-11-15,M,Bandung,2016-08-02,February,185.55,3075303.8445000006
T62694,C4335058,1987-09-18,M,Surabaya,2016-08-02,February,487625.4,191610.063
T62695,C7811126,1987-10-09,M,Jakarta,2016-08-02,February,211527.0,7654614.7575
T62696,C4828919,1995-07-25,M,Semarang,2016-08-02,February,40821.0,15208570.4955
T62697,C7031153,1989-05-01,M,Surabaya,2016-08-02,February,9463.05,10899.207
T62698,C6723536,1991-08-25,F,Makassar,2016-08-02,February,18555.0,1277018.1870000002
T62699,C2217273,1990-04-30,M,Semarang,2016-08-02,February,64942.50000000001,5039.5380000000005
T62701,C3836847,1993-08-25,F,Jakarta,2016-08-02,February,37481.100000000006,538423.4235
T62702,C4830214,1986-12-17,F,Jakarta,2016-08-02,February,111330.0,3931017.768
T62703,C7722566,1975-01-23,M,Jakarta,2016-08-03,March,3711000.0,4858875.387
T62704,C1831533,1976-02-18,M,Bandung,2016-08-03,March,115968.75,175183.32150000002
T62705,C2511623,1987-04-28,M,Surabaya,2016-08-03,March,55665.0,160550.8485
T62706,C4540612,1987-04-15,M,Bandung,2016-08-03,March,18555.0,3565595.598
T62707,C3930952,1981-10-15,F,Makassar,2016-08-03,March,1153007.7000000002,14682311.730000002
T62708,C5534011,1992-05-11,M,Surabaya,2016-08-03,March,9277.5,966001.1325
T62709,C4718021,1986-02-15,M,Jakarta,2016-08-03,March,61231.50000000001,8191128.8715
T62710,C1914457,1993-04-15,M,Jakarta,2016-08-03,March,458308.5,25647144.054
T62712,C7765745,1994-06-26,F,Semarang,2016-08-03,March,24121.5,1205605.5585
T62713,C6018636,1991-01-04,M,Surabaya,2016-08-03,March,22266.0,5254.776000000001
T62714,C1023024,1989-09-27,F,Makassar,2016-08-03,March,52881.75,97497.2475
T62715,C7110431,1997-04-05,M,Surabaya,2016-08-03,March,42305.4,259076.043
T62716,C5925049,1993-01-04,M,Jakarta,2016-08-03,March,88878.45000000001,1574015.0835
T62717,C2671188,1994-10-25,F,Bandung,2016-08-03,March,22266.0,26233938.507
T62718,C4635333,1987-07-26,M,Makassar,2016-08-03,March,190745.4,67845459.438
T62719,C6828177,1980-08-17,M,Surabaya,2016-08-03,March,259770.00000000003,3043290.903
T62720,C2334621,1981-07-14,M,Jakarta,2016-08-03,March,373883.25,10782885.705
T62721,C7529079,1989-02-20,F,Bandung,2016-08-02,February,185550.0,3736926.9015
T62723,C4334727,1987-09-28,M,Jakarta,2016-08-02,February,107433.45,77.931
T62724,C5531051,1988-10-27,M,Jakarta,2016-08-02,February,92775.0,3890076.1605
T62725,C8042414,1994-08-27,M,Jakarta,2016-08-02,February,50098.5,462281.1255
T62726,C2431818,1989-10-17,M,Makassar,2016-08-02,February,48243.0,4089920.9325000006
T62727,C6199848,1982-04-21,M,Bandung,2016-08-02,February,19853.85,186863.694
T62728,C5623428,1993-02-13,M,Jakarta,2016-08-02,February,19482.75,32263.434
T62729,C8540739,1981-01-03,M,Bandung,2016-08-02,February,55665.0,7944889.177500001
T62730,C3222934,1987-10-18,M,Jakarta,2016-08-02,February,34326.75,496576.332
T62731,C1431018,1987-04-22,M,Surabaya,2016-08-02,February,4082.1,4108318.215
T62732,C4535177,1988-09-20,M,Bandung,2016-08-03,March,9277.5,4388287.188
T62733,C6741448,1975-09-27,M,Makassar,2016-08-03,March,808998.0,3626580.3165
T62735,C8240425,1980-05-07,M,Bandung,2016-08-03,March,1391996.1,3289359.891
T62736,C3075945,1981-12-15,M,Surabaya,2016-08-03,March,1870536.9720000003,12178956.483
T62737,C6010026,1983-01-05,F,Jakarta,2016-08-03,March,55665.0,4697762.322000001
T62738,C2924983,1987-03-11,M,Bandung,2016-08-03,March,9277.5,362826.3255
T62739,C6794387,1988-08-19,M,Jakarta,2016-08-03,March,35996.700000000004,4884850.5315000005
T62740,C7617262,1977-10-02,M,Bandung,2016-08-03,March,3711.0,679.113
T62741,C7967240,1984-01-31,M,Surabaya,2016-08-03,March,41563.2,12836731.233
T62742,C3910560,1987-09-24,M,Semarang,2016-08-03,March,72364.5,2216253.7320000003
T62743,C4141036,1988-03-18,F,Semarang,2016-08-03,March,47315.25,6288000.042
T62744,C3926091,1988-08-06,M,Semarang,2016-08-03,March,16699.5,5159987.782500001
T62745,C5735090,1991-11-13,M,Semarang,2016-08-03,March,18183.9,570343.5900000001
T62746,C4624151,1985-01-02,M,Makassar,2016-08-03,March,61231.50000000001,34326.75
T62747,C5578334,1990-04-28,M,Semarang,2016-08-03,March,23379.300000000003,6034872.732000001
T62748,C4714353,1982-01-16,M,Makassar,2016-08-03,March,5566.5,1505966.4765
T62749,C4040529,1988-12-12,M,Surabaya,2016-08-03,March,12060.75,1415058.1095
T62750,C7533571,1988-09-19,M,Semarang,2016-08-03,March,254203.50000000003,2200931.0130000003
T62752,C4741074,1994-01-24,F,Jakarta,2016-08-03,March,240287.25000000003,4411931.8245
T62753,C2634857,1984-11-20,M,Bandung,2016-08-03,March,255131.25000000003,2403954.2565
T62754,C6221172,1989-07-04,F,Jakarta,2016-08-03,March,46387.5,1055011.323
T62756,C8441846,1975-02-28,M,Jakarta,2016-08-03,March,185550.0,12734431.9515
T62757,C5641845,1993-03-26,M,Jakarta,2016-08-03,March,64942.50000000001,5039406.259500001
T62758,C5226676,1984-03-28,M,Jakarta,2016-08-03,March,52393.753500000006,22136.115
T62759,C5388473,1980-02-19,M,Jakarta,2016-08-02,February,55665.0,15157841.1255
T62760,C8996253,1978-01-09,M,Semarang,2016-08-02,February,35254.5,9984039.1455
T62762,C6239982,1988-06-24,F,Bandung,2016-08-02,February,64942.50000000001,4737585.063
T62764,C6255522,1978-01-06,M,Jakarta,2016-08-02,February,51768.45,3289426.689
T62765,C5231872,1988-09-14,M,Bandung,2016-08-02,February,185550.0,7449697.0485
T62767,C2848460,1981-05-27,M,Semarang,2016-08-02,February,5380.950000000001,35189954.57700001
T62768,C6024428,1990-04-10,M,Jakarta,2016-08-02,February,98155.95,9233352.0885
T62769,C1623521,1995-11-09,M,Makassar,2016-08-02,February,5566.5,25039.9725
T62770,C8420431,1975-08-15,M,Jakarta,2016-08-02,February,2124547.5,13212748.308
T62771,C1718520,1990-09-22,M,Jakarta,2016-08-02,February,962633.4,22365104.1105
T62772,C4323572,1995-11-09,M,Makassar,2016-08-02,February,5566.5,25039.9725
T62773,C2938484,1976-11-14,M,Bandung,2016-08-02,February,7050.900000000001,3614094.6570000006
T62774,C4141065,1991-09-18,M,Surabaya,2016-08-02,February,286906.6875,4679532.0345
T62775,C5641012,1990-04-16,M,Jakarta,2016-08-02,February,7793.1,10500402.5295
T62776,C3821878,1988-07-07,M,Semarang,2016-08-02,February,32842.35,13551120.999
T62777,C5245029,1986-02-28,M,Jakarta,2016-08-02,February,4638.75,33648616.704
T62778,C3333116,1989-12-16,M,Surabaya,2016-08-02,February,9277.5,698792.4330000001
T62782,C3626251,1993-03-01,F,Makassar,2016-08-02,February,4367.847,4023638.761500001
T62783,C4524820,1990-10-16,F,Makassar,2016-08-02,February,27832.5,10431780.573
T62784,C8911289,1985-03-04,M,Bandung,2016-08-02,February,92775.0,216596.226
T62785,C4436678,1988-03-12,F,Jakarta,2016-08-02,February,189261.0,62385.62100000001
T62786,C8037438,1996-12-14,F,Surabaya,2016-08-02,February,7422.0,1518756.438
T62787,C1519566,1986-09-23,M,Jakarta,2016-08-02,February,111144.45,16386013.275
T62788,C6836192,1990-05-15,M,Semarang,2016-08-02,February,18555.0,302257.239
T62789,C3138158,1989-05-08,F,Surabaya,2016-08-02,February,3711.0,1211686.032
T62790,C8710156,1994-01-30,M,Surabaya,2016-08-02,February,5566.5,2282086.8720000004
T62792,C4947473,1981-06-25,M,Bandung,2016-08-02,February,282036.0,2907540.6675000004
T62793,C8214015,1983-03-02,M,Surabaya,2016-08-02,February,2041.05,11439.1575
T62795,C1411553,1976-01-07,M,Bandung,2016-08-02,February,37110.0,2724588.3675
T62797,C7241522,1987-05-27,M,Semarang,2016-08-02,February,27832.5,163716.33150000003
T62798,C2514649,1990-08-31,M,Jakarta,2016-08-02,February,83497.5,9986020.8195
T62800,C2621751,1996-10-07,M,Semarang,2016-08-02,February,185364.45,7572421.674000001
T62801,C5926646,1982-08-13,M,Surabaya,2016-08-02,February,129885.0,894631.1805000001
T62802,C1416383,1995-05-30,M,Semarang,2016-08-02,February,148440.0,1107401.3655
T62803,C3228633,1984-07-05,M,Bandung,2016-08-02,February,198538.5,7057602.066000001
T62804,C6715923,1995-03-10,M,Bandung,2016-08-02,February,92775.0,3926677.7535
T62805,C4031935,1995-10-23,F,Surabaya,2016-08-02,February,165881.7,2719470.8985
T62806,C8031421,1981-05-27,M,Makassar,2016-08-02,February,59376.0,2038660.1160000004
T62809,C3738948,1975-01-21,M,Jakarta,2016-08-02,February,40821.0,315498.087
T62810,C4024141,1983-04-30,F,Semarang,2016-08-02,February,4267.650000000001,1964237.8665
T62811,C3438080,1987-02-05,M,Jakarta,2016-08-02,February,37110.0,1245385.623
T62812,C4224050,1981-02-04,M,Jakarta,2016-08-02,February,123019.65,16041185.2995
T62813,C4835730,1986-05-15,M,Bandung,2016-08-02,February,7422.0,8592.820500000002
T62815,C5235221,1986-12-28,M,Jakarta,2016-08-02,February,36553.350000000006,2444242.728
T62816,C7442152,1993-10-03,F,Makassar,2016-08-02,February,25082.649,51084913.488
T62817,C7142618,1982-12-17,M,Makassar,2016-08-02,February,968014.35,23907306.646500003
T62818,C8818134,1991-05-18,M,Jakarta,2016-08-02,February,151779.90000000002,3396598.5135000004
T62819,C6446623,1994-06-25,M,Surabaya,2016-08-02,February,185550.0,1007894.6115
T62822,C6932769,1994-08-11,M,Jakarta,2016-08-02,February,37110.0,302246.106
T62824,C5714072,1987-07-27,F,Semarang,2016-08-02,February,291127.95,2568436.9095000005
T62825,C7137239,1987-08-10,F,Bandung,2016-08-02,February,1295092.6125,32380926.1155
T62826,C2542263,1993-06-20,M,Surabaya,2016-08-02,February,5566.5,5799252.0645
T62827,C3532568,1989-08-17,F,Bandung,2016-08-02,February,9232.968,8378959.281
T62828,C6915815,1990-10-30,F,Makassar,2016-08-02,February,41748.75,7696255.8885
T62829,C6311160,1988-03-07,M,Surabaya,2016-08-02,February,20410.5,4340337.357000001
T62830,C6372073,1984-09-17,M,Semarang,2016-08-02,February,85150.75050000001,1964261.988
T62832,C4322247,1989-09-17,M,Bandung,2016-08-02,February,20039.4,361475.5215
T62833,C6210162,1982-08-12,M,Surabaya,2016-08-02,February,112610.295,10840150.146000002
T62834,C1729020,1988-04-22,M,Jakarta,2016-08-02,February,46316.991,3223478.5080000004
T62835,C7524145,1988-09-18,M,Jakarta,2016-08-02,February,33354.468,7793103.711
T62836,C6011425,1989-12-27,M,Bandung,2016-08-02,February,14287.35,142.8735
T62837,C3718265,1992-03-03,M,Bandung,2016-08-02,February,37110.0,2082841.4265
T62838,C3122712,1992-11-12,F,Surabaya,2016-08-02,February,204105.0,8340431.679
T62840,C5619664,1989-09-24,F,Surabaya,2016-08-02,February,185550.0,1302041.46
T62841,C5117048,1990-12-23,F,Semarang,2016-08-02,February,89806.20000000001,255515.3385
T62842,C1134766,1988-10-15,M,Jakarta,2016-08-02,February,37110.0,5957053.062000001
T62843,C6227219,1979-04-04,M,Bandung,2016-08-02,February,266449.8,6233750.788500001
T62844,C4235814,1984-12-04,M,Jakarta,2016-08-02,February,37110.0,102156.408
T62845,C2117612,1986-03-09,F,Jakarta,2016-08-02,February,73477.8,4027520.4675
T62846,C3517785,1991-11-24,F,Makassar,2016-08-02,February,547372.5,4859498.835000001
T62847,C8742663,1982-12-17,M,Makassar,2016-08-02,February,944449.5,23907306.646500003
T62848,C3819652,1992-12-14,M,Bandung,2016-08-02,February,18555.0,1777108.836
T62849,C2916943,1986-12-01,F,Bandung,2016-08-02,February,107062.35,24294176.541
T62850,C1855485,1988-07-04,M,Makassar,2016-08-02,February,8349.75,384814.0005
T62851,C6731140,1986-06-15,M,Surabaya,2016-08-02,February,278325.0,17956597.539
T62852,C4923259,1989-06-22,M,Jakarta,2016-08-02,February,18555.0,2232487.5015
T62853,C7035665,1990-10-07,M,Makassar,2016-08-02,February,9277.5,98423.14200000002
T62854,C4412715,1987-03-23,F,Bandung,2016-08-02,February,9648.6,3745443.6465
T62856,C4739425,1984-07-21,M,Bandung,2016-08-02,February,11133.0,458033.886
T62857,C1224143,1987-09-20,M,Jakarta,2016-08-02,February,37110.0,29.688
T62858,C7381333,1978-12-26,M,Surabaya,2016-08-02,February,102052.5,6383333.776500001
T62859,C3313574,1979-04-16,M,Jakarta,2016-08-02,February,18555.0,2647596.2505
T62860,C4024849,1989-04-25,M,Bandung,2016-08-02,February,92775.0,3351829.0095
T62861,C7658129,1991-04-29,M,Surabaya,2016-08-02,February,8906.400000000001,2970917.1255
T62862,C4534026,1991-12-17,M,Jakarta,2016-08-02,February,92775.0,2084945.5635
T62863,C8738818,1986-04-24,M,Bandung,2016-08-02,February,92775.0,1790646.564
T62864,C6534757,1992-09-27,M,Semarang,2016-08-02,February,176829.15000000002,5316367.467
T62865,C2520230,1992-11-13,M,Jakarta,2016-08-02,February,154433.265,6839001.9
T62866,C6237523,1984-12-01,M,Bandung,2016-08-02,February,39522.15,2564137.7160000005
T62867,C8016871,1985-12-04,M,Semarang,2016-08-02,February,9091.95,2957247.657
T62868,C1541134,1989-10-31,M,Jakarta,2016-08-02,February,48057.45,6331270.302
T62869,C8327145,1990-06-25,M,Jakarta,2016-08-02,February,207073.8,37451.412
T62870,C4940612,1981-05-07,M,Surabaya,2016-08-02,February,114669.9,2787137.2725000004
T62872,C2531963,1976-12-23,M,Semarang,2016-08-02,February,174417.0,3980557.7625
T62873,C2324656,1987-01-05,M,Jakarta,2016-08-02,February,110402.25,98083140.18
T62874,C1017541,1993-01-30,M,Makassar,2016-08-02,February,181839.0,1126030.5855
T62875,C8342822,1992-04-09,M,Jakarta,2016-08-02,February,3711.0,2173113.3570000003
T62876,C6325748,1988-07-28,M,Jakarta,2016-08-02,February,185550.0,6334.677000000001
T62877,C2922754,1990-01-13,M,Jakarta,2016-08-02,February,37110.0,3474293.865
T62878,C1220684,1985-12-03,M,Jakarta,2016-08-02,February,18555.0,644229.6000000001
T62879,C6425189,1988-06-13,M,Jakarta,2016-08-02,February,7422.0,3571707.615
T62880,C3217645,1985-05-06,M,Jakarta,2016-08-02,February,111330.0,11095.89
T62882,C4521077,1989-12-20,F,Bandung,2016-08-02,February,55665.0,1224520.5255
T62883,C4716258,1978-07-01,M,Makassar,2016-08-02,February,92775.0,181190987.0355
T62884,C3414865,1995-06-29,M,Jakarta,2016-08-02,February,11133.0,1246383.882
T62885,C2914438,1985-11-20,M,Jakarta,2016-08-02,February,556650.0,53086879.23600001
T62886,C8576426,1990-04-20,M,Surabaya,2016-08-02,February,9277.5,760.755
T62888,C3350869,1984-05-26,M,Semarang,2016-08-02,February,174602.55000000002,365915.733
T62889,C7041589,1992-12-30,F,Jakarta,2016-08-02,February,37750.1475,1048.3575
